group_id	items_in_group	lo_value	p	FDR	goodsgrna
PKMYT1__P1P2	8	5.6179e-05	5.1389e-07	0.000009	6
CHEK2__P1P2	4	7.2735e-05	5.1389e-07	0.000009	4
PPP1CB__P1P2	8	1.3054e-04	5.1389e-07	0.000009	5
USMG5__P1P2	8	1.4675e-04	5.1389e-07	0.000009	4
NRBP1__P1P2	8	1.5737e-04	5.1389e-07	0.000009	5
MYO9B__P1P2	8	1.5834e-04	5.1389e-07	0.000009	5
RUNX1T1__P2	8	1.5906e-04	5.1389e-07	0.000009	5
UFL1__P1P2	8	1.7378e-04	5.1389e-07	0.000009	4
ACAD11__P1P2	8	1.7438e-04	5.1389e-07	0.000009	5
ILF3__P1P2	8	1.8944e-04	5.1389e-07	0.000009	5
CDK4__P1P2	8	2.0145e-04	5.1389e-07	0.000009	4
ISCA1__P1P2	8	2.0550e-04	5.1389e-07	0.000009	5
ARL14EP__P1P2	8	2.2512e-04	5.1389e-07	0.000009	5
TFAP4__P1P2	8	2.3678e-04	5.1389e-07	0.000009	5
PABPC4__P1P2	8	2.7208e-04	5.1389e-07	0.000009	4
ZNHIT3__P1P2	8	2.9758e-04	5.1389e-07	0.000009	5
WDR70__P1P2	8	3.3033e-04	5.1389e-06	0.000088	3
DDX10__P1P2	8	3.3033e-04	5.1389e-06	0.000088	3
KIFAP3__P1P2	8	3.3738e-04	9.7639e-06	0.000158	5
TRIP12__P1P2	8	3.4088e-04	9.7639e-06	0.000158	5
BAD__P1P2	8	3.4352e-04	9.7639e-06	0.000158	5
MED16__P1P2	8	3.8506e-04	4.1625e-05	0.000425	5
EXOC5__P1P2	8	4.3993e-04	4.2653e-05	0.000425	5
PDSS1__P1P2	11	4.4745e-04	5.1389e-07	0.000009	5
FDX1__P1P2	8	4.5620e-04	4.2653e-05	0.000425	5
GPALPP1__P1P2	8	4.5828e-04	4.2653e-05	0.000425	4
WDR7__P1P2	8	4.9246e-04	4.2653e-05	0.000425	5
ZNF462__P1P2	8	5.1744e-04	4.2653e-05	0.000425	5
SEC62__P1P2	8	6.2173e-04	4.2653e-05	0.000425	5
ZWILCH__P1P2	8	6.2173e-04	4.2653e-05	0.000425	5
SF1__P1P2	8	6.4154e-04	4.2653e-05	0.000425	5
EPC1__P1P2	8	6.5307e-04	4.2653e-05	0.000425	5
ZSCAN10__P1P2	8	6.8713e-04	4.2653e-05	0.000425	5
DGCR8__P1P2	8	7.9953e-04	4.2653e-05	0.000425	4
MON2__P1P2	8	8.3202e-04	4.2653e-05	0.000425	5
C1QTNF9B-AS1__P1P2	8	8.3369e-04	4.2653e-05	0.000425	4
SNRPB2__P1P2	8	8.4966e-04	4.2653e-05	0.000425	5
MLF1IP__P1P2	8	8.5680e-04	4.2653e-05	0.000425	5
FOXK1__P1P2	8	8.8949e-04	4.2653e-05	0.000425	5
LEO1__P1P2	8	9.1571e-04	4.2653e-05	0.000425	4
SNRK__P1P2	8	1.0619e-03	4.2653e-05	0.000425	4
GNB2L1__P1P2	8	1.0841e-03	4.2653e-05	0.000425	4
TULP3__P2	8	1.1493e-03	4.2653e-05	0.000425	4
MAGOHB__P1P2	8	1.4075e-03	4.2653e-05	0.000425	4
MBIP__P1P2	8	1.5018e-03	4.2653e-05	0.000425	3
TAF5L__P1P2	8	1.5595e-03	4.2653e-05	0.000425	3
SLC25A46__P1P2	8	1.6181e-03	4.2653e-05	0.000425	4
KDM5C__P1P2	8	1.6524e-03	4.2653e-05	0.000425	4
ARAP3__P1P2	8	1.7740e-03	4.2653e-05	0.000425	3
PSMG3__P2	8	1.7856e-03	4.2653e-05	0.000425	4
PPP2R5E__P1P2	8	1.9750e-03	4.2653e-05	0.000425	4
GRWD1__P1P2	8	2.0818e-03	4.2653e-05	0.000425	3
MIEF1__P1P2	8	2.2389e-03	4.2653e-05	0.000425	3
PRKDC__P1P2	8	2.5336e-03	4.3681e-05	0.000425	4
PTBP1__P1P2	8	2.7755e-03	4.3681e-05	0.000425	4
RANBP2__109335729	8	2.8815e-03	4.3681e-05	0.000425	3
ATP6AP2__P1P2	8	2.9483e-03	4.3681e-05	0.000425	3
OBFC1__P1P2	8	2.9871e-03	4.3681e-05	0.000425	4
FAM60A__P1P2	8	3.1800e-03	4.3681e-05	0.000425	2
ESRP1__P1P2	8	3.5797e-03	4.3681e-05	0.000425	4
ZNF460__P1P2	8	4.0615e-03	4.3681e-05	0.000425	4
ASPM__P1P2	8	4.4409e-03	4.3681e-05	0.000425	4
UFM1__P1P2	8	4.7440e-03	8.3764e-05	0.000693	3
ZNF296__P1P2	8	5.0796e-03	8.3764e-05	0.000693	4
PYGO2__P1P2	8	5.2099e-03	8.3764e-05	0.000693	4
ASXL2__P1P2	8	5.3819e-03	8.3764e-05	0.000693	4
TAF3__P1P2	8	5.4976e-03	8.3764e-05	0.000693	3
NSMCE4A__P1P2	8	5.5123e-03	8.3764e-05	0.000693	4
ELOF1__P1P2	8	6.4339e-03	8.3764e-05	0.000693	3
SUPT7L__P1P2	8	6.5164e-03	8.3764e-05	0.000693	2
SKP2__P1P2	8	6.6131e-03	8.3764e-05	0.000693	4
CEP128__P1P2	8	7.0236e-03	8.3764e-05	0.000693	4
TTBK2__P1P2	8	7.4016e-03	8.3764e-05	0.000693	4
PHF6__P1P2	8	7.6527e-03	8.3764e-05	0.000693	4
RHOG__P1P2	8	7.7292e-03	8.3764e-05	0.000693	4
KDM4A__P1P2	8	8.0011e-03	8.4792e-05	0.000693	4
MED23__P1P2	8	8.3063e-03	8.4792e-05	0.000693	4
METTL15__P2	8	8.6610e-03	8.4792e-05	0.000693	4
TAF4__P1P2	8	9.6095e-03	8.4792e-05	0.000693	3
NDC1__P1P2	8	1.0534e-02	8.4792e-05	0.000693	3
GOLGA7__P1P2	8	1.0583e-02	8.4792e-05	0.000693	3
MOSPD2__P1P2	8	1.1891e-02	1.2796e-04	0.000951	3
MTCH2__P1P2	8	1.2121e-02	1.2796e-04	0.000951	3
MAZ__P1P2	8	1.3798e-02	1.2796e-04	0.000951	3
HELLS__P1P2	8	1.6095e-02	1.2899e-04	0.000951	3
TMED2__P1P2	8	1.6095e-02	1.2899e-04	0.000951	3
ZBTB4__P1	8	1.7983e-02	1.2899e-04	0.000951	2
PLOD3__P1P2	8	1.7983e-02	1.2899e-04	0.000951	2
FLII__18161284	8	1.9851e-02	1.2899e-04	0.000951	3
DHRSX__P1P2	8	2.0529e-02	1.3001e-04	0.000951	3
CABIN1__P1P2	8	2.2413e-02	1.3001e-04	0.000951	3
STX4__P1P2	8	2.4092e-02	1.3001e-04	0.000951	2
DUSP11__P1P2	8	2.4316e-02	1.3001e-04	0.000951	3
IFT52__P1P2	8	2.6471e-02	1.3104e-04	0.000951	3
RIF1__P1P2	8	2.7059e-02	1.3104e-04	0.000951	3
ANKRD49__P1P2	8	2.7059e-02	1.3104e-04	0.000951	3
FAM102A__P1P2	8	2.7336e-02	2.2919e-03	0.014281	1
PLEKHH2__P1P2	8	2.7336e-02	2.2919e-03	0.014281	1
ADAM18__P1P2	8	2.7336e-02	2.2919e-03	0.014281	1
GOLGA7B__P1P2	8	2.7336e-02	2.2919e-03	0.014281	1
NPY4R__P1P2	8	2.7336e-02	2.2919e-03	0.014281	1
TMSB10__P1P2	8	2.7336e-02	2.2919e-03	0.014281	1
RBM47__P1P2	8	2.7336e-02	2.2919e-03	0.014281	2
GFRA4__ENST00000290417.2_ENST00000319242.3	8	2.7336e-02	2.2919e-03	0.014281	2
IL18R1__P1	8	2.7336e-02	2.2919e-03	0.014281	1
RBL1__P1P2	8	2.7336e-02	2.2919e-03	0.014281	1
ZSCAN18__P2	8	2.7336e-02	2.2919e-03	0.014281	1
C6orf47__P1P2	8	2.7336e-02	2.2919e-03	0.014281	2
ISOC2__P1	8	2.7336e-02	2.2919e-03	0.014281	1
C19orf43__P1P2	8	2.7336e-02	2.2919e-03	0.014281	2
TERF1__P1P2	8	2.7336e-02	2.2919e-03	0.014281	2
C1D__P1P2	8	2.7336e-02	2.2919e-03	0.014281	1
GTF2H2__ENST00000274400.5_ENST00000330280.7	8	2.7336e-02	2.2919e-03	0.014281	2
XKR8__P1P2	8	2.7336e-02	2.2919e-03	0.014281	1
TRIM52__P1P2	8	2.7336e-02	2.2919e-03	0.014281	1
ITGB3__P1P2	8	2.7336e-02	2.2919e-03	0.014281	1
HSPA4__P1P2	8	2.7336e-02	2.2919e-03	0.014281	2
GPR89A__ENST00000313835.9	8	2.7336e-02	2.2919e-03	0.014281	3
CSK__P1P2	8	2.7398e-02	4.4529e-03	0.026397	3
ARID1A__P1P2	8	2.7568e-02	4.4529e-03	0.026397	3
KANSL1__P1P2	8	2.7825e-02	4.4529e-03	0.026397	3
CWC27__P1P2	8	2.8126e-02	4.4529e-03	0.026397	3
ACTR8__P1P2	8	2.8142e-02	4.4529e-03	0.026397	3
PRMT7__P1P2	8	2.8516e-02	4.4539e-03	0.026397	3
TSPYL1__P1P2	8	2.9041e-02	4.4539e-03	0.026397	3
POLR1B__P1P2	8	3.0063e-02	8.7109e-03	0.040209	3
MED24__P1P2	8	3.0287e-02	8.7109e-03	0.040209	3
CSPP1__P1P2	8	3.2119e-02	8.7120e-03	0.040209	3
DOCK1__P1P2	8	3.2586e-02	8.7120e-03	0.040209	3
HIGD2A__P1P2	8	3.2727e-02	8.7120e-03	0.040209	3
GPR137__P1	8	3.5176e-02	8.7521e-03	0.040209	3
FUBP3__P1P2	8	3.5471e-02	8.7521e-03	0.040209	3
HEXIM2__P2	11	3.7393e-02	3.1486e-03	0.019493	2
RPS4Y1__P1P2	8	3.7979e-02	8.7521e-03	0.040209	3
MAP3K7__P1P2	8	3.9426e-02	8.7531e-03	0.040209	3
GTF3C2__P1P2	8	4.0371e-02	8.7531e-03	0.040209	3
FAM69B__P1P2	8	4.0955e-02	8.7531e-03	0.040209	3
COPE__P1P2	8	4.2735e-02	8.7562e-03	0.040209	3
FGD1__P1P2	8	4.3063e-02	8.8096e-03	0.040209	3
H2AFX__P1P2	8	4.3613e-02	8.8096e-03	0.040209	3
C7orf49__P1P2	8	4.4995e-02	8.8106e-03	0.040209	2
CHEK1__P1P2	8	4.5964e-02	8.8106e-03	0.040209	3
DEDD__P1P2	8	4.6533e-02	8.8106e-03	0.040209	3
ATF6__P1P2	8	4.6820e-02	8.8106e-03	0.040209	3
SLTM__P1P2	8	4.9439e-02	8.8117e-03	0.040209	3
OCIAD1__P1P2	8	5.0508e-02	8.8117e-03	0.040209	3
MRGBP__P1P2	8	5.0627e-02	8.8117e-03	0.040209	3
NRF1__P1P2	8	5.0807e-02	8.8117e-03	0.040209	3
ISY1__P1P2	8	5.2317e-02	8.8117e-03	0.040209	3
COPS8__237994319	8	5.2561e-02	8.8127e-03	0.040209	3
POLG__P1P2	8	5.3173e-02	8.8158e-03	0.040209	3
COG5__P1P2	8	5.3296e-02	8.8158e-03	0.040209	3
ANKRD17__P1P2	8	5.4284e-02	8.8219e-03	0.040209	3
UNC13B__P1P2	8	5.4410e-02	8.8219e-03	0.040209	1
SNRNP40__P1P2	8	5.5659e-02	8.8230e-03	0.040209	3
MDC1__P1P2	8	5.6354e-02	8.8230e-03	0.040209	3
DOCK2__P1P2	8	5.6798e-02	8.8230e-03	0.040209	3
CLK3__P2	8	6.4196e-02	8.8929e-03	0.040209	1
KIRREL__P1P2	8	6.4586e-02	8.8929e-03	0.040209	1
RSPH3__P1P2	8	6.8280e-02	8.8929e-03	0.040209	2
GGCT__P1P2	8	6.8862e-02	8.8929e-03	0.040209	1
SFPQ__P1P2	8	6.9418e-02	8.8929e-03	0.040209	2
C7orf26__P1P2	8	7.1715e-02	8.8929e-03	0.040209	2
CTXN1__P1P2	8	7.2293e-02	8.8929e-03	0.040209	2
VGLL3__P1P2	8	7.3894e-02	8.8929e-03	0.040209	1
TMTC2__P1P2	8	7.4741e-02	8.8929e-03	0.040209	2
CDC42EP5__P1P2	8	7.6035e-02	8.8929e-03	0.040209	2
TNRC6A__P1P2	8	7.6593e-02	8.8929e-03	0.040209	1
PTPN14__P1P2	8	8.0054e-02	8.8939e-03	0.040209	1
PARN__P1P2	11	8.0945e-02	1.2270e-02	0.051810	3
DOT1L__P1P2	8	8.6291e-02	8.8939e-03	0.040209	2
C6orf62__P1	11	8.7192e-02	1.2273e-02	0.051810	1
RAD1__P1P2	8	8.7279e-02	8.8939e-03	0.040209	2
DNAJC2__P1P2	8	8.7322e-02	8.8939e-03	0.040209	1
POC1A__P1P2	8	8.7650e-02	8.8939e-03	0.040209	2
HOXC4__ENST00000430889.2	8	9.2277e-02	8.8939e-03	0.040209	2
SUPT3H__P1P2	8	9.3161e-02	8.8939e-03	0.040209	2
IBA57__P1P2	8	9.5676e-02	8.8939e-03	0.040209	1
RYR3__P1P2	8	9.9074e-02	8.8939e-03	0.040209	1
CHTF18__P1P2	8	1.0385e-01	1.3091e-02	0.051810	2
FAM216A__P1P2	8	1.0556e-01	1.3091e-02	0.051810	2
CTIF__P1P2	8	1.1154e-01	1.3092e-02	0.051810	2
ADD1__P1P2	8	1.1248e-01	1.3092e-02	0.051810	2
HYDIN__71263838	8	1.1255e-01	1.3092e-02	0.051810	1
C1orf101__P1P2	8	1.1516e-01	1.3092e-02	0.051810	1
PIP4K2C__P1P2	8	1.1627e-01	1.3092e-02	0.051810	2
PSPH__P2	8	1.1997e-01	1.3174e-02	0.051810	2
UBE2C__P1P2	8	1.2050e-01	1.3174e-02	0.051810	2
ACADS__P1P2	8	1.2071e-01	1.3174e-02	0.051810	1
ZCCHC11__P1P2	8	1.2077e-01	1.3174e-02	0.051810	2
TIMM17B__P1P2	8	1.2311e-01	1.3174e-02	0.051810	2
CNTD2__P1	8	1.2365e-01	1.3174e-02	0.051810	1
TMEM86A__P1P2	8	1.2439e-01	1.3174e-02	0.051810	1
FAF1__P1P2	8	1.2519e-01	1.3174e-02	0.051810	2
DNAJC3__P1P2	8	1.2630e-01	1.3175e-02	0.051810	2
CCNK__P2	11	1.2714e-01	1.2459e-02	0.051810	1
SYT14__P1P2	8	1.2797e-01	1.3175e-02	0.051810	2
HIVEP1__P1P2	8	1.2993e-01	1.3175e-02	0.051810	2
MLLT3__P1P2	8	1.3062e-01	1.3175e-02	0.051810	2
ZNF608__P2	8	1.3078e-01	1.3175e-02	0.051810	2
TLN1__P1P2	8	1.3388e-01	1.3271e-02	0.051810	2
CHCHD3__P1P2	8	1.3416e-01	1.3271e-02	0.051810	2
DPF2__P1	8	1.4072e-01	1.3271e-02	0.051810	2
HAX1__P1P2	8	1.4172e-01	1.3271e-02	0.051810	2
SPIN1__P1P2	8	1.4475e-01	1.3272e-02	0.051810	2
ARHGEF18__P1P2	8	1.4549e-01	1.3272e-02	0.051810	1
COG6__P1P2	8	1.4750e-01	1.3272e-02	0.051810	2
BIVM__P1	8	1.5051e-01	1.3272e-02	0.051810	1
KIF22__P1	8	1.5123e-01	1.3272e-02	0.051810	1
GNPNAT1__P1P2	8	1.5144e-01	1.3272e-02	0.051810	2
HMGCR__P1P2	8	1.5290e-01	1.3272e-02	0.051810	2
FAM83H__P1P2	8	1.5516e-01	1.5366e-02	0.057957	2
PTPRF__P1P2	8	1.5800e-01	1.7459e-02	0.057957	1
PGPEP1__P1P2	8	1.5942e-01	1.7459e-02	0.057957	1
PRR14L__P1P2	8	1.6161e-01	1.7459e-02	0.057957	2
TRIM28__P1P2	8	1.6310e-01	1.7459e-02	0.057957	2
MTF1__P1P2	8	1.6414e-01	1.7459e-02	0.057957	2
NDUFS8__P1P2	8	1.6438e-01	1.7459e-02	0.057957	1
MMAB__P1P2	8	1.6773e-01	1.7460e-02	0.057957	2
CNKSR3__P1P2	8	1.6825e-01	1.7460e-02	0.057957	1
MYSM1__P1P2	8	1.6863e-01	1.7460e-02	0.057957	2
MCTS1__P1P2	8	1.7104e-01	1.7460e-02	0.057957	2
ATP12A__P1P2	8	1.7176e-01	1.7460e-02	0.057957	1
ERC1__P1P2	8	1.7360e-01	1.7460e-02	0.057957	2
MED12__P1P2	8	1.7386e-01	1.7460e-02	0.057957	1
MID1IP1__P1P2	8	1.7497e-01	1.7460e-02	0.057957	2
ERCC1__P1P2	8	1.7648e-01	1.7460e-02	0.057957	2
NR2E3__P1P2	8	1.7839e-01	1.7556e-02	0.057957	1
FAR1__P1P2	8	1.8044e-01	1.7556e-02	0.057957	2
EXOSC1__P1P2	8	1.8074e-01	1.7556e-02	0.057957	2
KAT2A__P1P2	8	1.8166e-01	1.7556e-02	0.057957	2
IFT88__P1P2	8	1.8288e-01	1.7556e-02	0.057957	2
HNRNPUL1__P1P2	11	1.8679e-01	1.8290e-02	0.057957	2
WDR82__P1P2	8	1.8717e-01	1.7556e-02	0.057957	2
PATL1__P1P2	8	1.8773e-01	1.7557e-02	0.057957	1
NPDC1__P1P2	8	1.8840e-01	1.7557e-02	0.057957	2
RNF146__P1P2	8	1.9489e-01	1.7557e-02	0.057957	2
GPI__P1P2	8	1.9582e-01	1.7557e-02	0.057957	2
TRAPPC6B__P1P2	8	1.9596e-01	1.7557e-02	0.057957	1
ARHGEF2__P1P2	8	1.9613e-01	1.7557e-02	0.057957	2
PTBP3__P1P2	8	1.9908e-01	1.7664e-02	0.057957	2
PLA2G7__P1P2	8	2.0079e-01	1.7664e-02	0.057957	2
CD99L2__P1P2	8	2.0266e-01	1.7665e-02	0.057957	2
CHAF1A__P1P2	8	2.0438e-01	1.7665e-02	0.057957	2
HEXIM1__P1P2	8	2.0517e-01	1.7665e-02	0.057957	2
SREK1IP1__P1P2	8	2.0548e-01	1.7665e-02	0.057957	2
ILK__P1P2	8	2.1191e-01	1.7794e-02	0.057957	2
CTNNB1__P1P2	8	2.1680e-01	1.7795e-02	0.057957	2
NFYB__P1P2	8	2.1680e-01	1.7795e-02	0.057957	2
WEE1__P1P2	8	2.1680e-01	1.7795e-02	0.057957	2
PTPN12__P1P2	8	2.1687e-01	1.7795e-02	0.057957	1
ZRSR2__P1P2	8	2.1759e-01	1.7795e-02	0.057957	2
SPECC1L__P1P2	8	2.1759e-01	1.7795e-02	0.057957	2
PRC1__P1P2	8	2.2012e-01	1.7795e-02	0.057957	2
IRX1__P1P2	8	2.2219e-01	1.7795e-02	0.057957	1
GET4__P1P2	8	2.2345e-01	1.7795e-02	0.057957	2
AATF__P1P2	7	2.2450e-01	1.6108e-02	0.057957	1
NUDT22__P1P2	8	2.2473e-01	1.7795e-02	0.057957	2
SMARCC1__P1P2	8	2.2632e-01	1.7961e-02	0.057957	2
WDR48__P1P2	8	2.2759e-01	1.7962e-02	0.057957	2
FBXO28__P1P2	8	2.3011e-01	1.8120e-02	0.057957	1
RNF168__P1P2	8	2.3077e-01	1.8304e-02	0.057957	1
UFC1__P1P2	8	2.3269e-01	1.8304e-02	0.057957	2
GPR137__P2	8	2.3429e-01	1.8304e-02	0.057957	2
LRP6__P1P2	8	2.3701e-01	1.8304e-02	0.057957	2
JPH3__P1P2	8	2.3991e-01	1.8304e-02	0.057957	1
NUFIP1__P1P2	8	2.4670e-01	1.8304e-02	0.057957	1
EMC1__P1P2	8	2.5345e-01	1.8305e-02	0.057957	1
ZNF121__P1P2	8	2.5632e-01	1.8305e-02	0.057957	1
UQCRC2__P1P2	11	2.5869e-01	2.4329e-02	0.074599	2
SPEN__P1P2	8	2.6929e-01	2.2337e-02	0.068711	1
GNAI1__P1P2	8	2.7148e-01	2.2337e-02	0.068711	1
SPAG9__P1P2	8	2.7367e-01	2.2337e-02	0.068711	1
GDF7__P1P2	8	2.7803e-01	2.2337e-02	0.068711	1
SUPT4H1__P1P2	8	2.8113e-01	2.2338e-02	0.068711	1
MSI1__P1P2	8	2.8329e-01	2.2338e-02	0.068711	1
BRAP__P1P2	8	2.8421e-01	2.2338e-02	0.068711	1
CAPZA1__P1P2	8	2.8821e-01	2.2338e-02	0.068711	1
SLC4A1AP__P1P2	8	2.8821e-01	2.2338e-02	0.068711	1
KCTD3__P1P2	8	2.9736e-01	2.6252e-02	0.076631	1
MED15__P1	8	2.9918e-01	2.6252e-02	0.076631	1
GAL__P1P2	8	3.0431e-01	2.6252e-02	0.076631	1
BCL2L13__P1P2	8	3.0581e-01	2.6252e-02	0.076631	1
S100A16__P1P2	8	3.2037e-01	2.6253e-02	0.076631	1
ARHGAP21__P1P2	8	3.2214e-01	2.6253e-02	0.076631	1
TMEM258__P1P2	8	3.2273e-01	2.6253e-02	0.076631	1
TRIM56__P1P2	8	3.2331e-01	2.6253e-02	0.076631	1
AP1G1__P1P2	8	3.2566e-01	2.6253e-02	0.076631	1
CHERP__P1P2	8	3.2858e-01	2.6253e-02	0.076631	1
LSR__P1P2	8	3.2916e-01	2.6253e-02	0.076631	1
FAM179B__P1P2	8	3.3032e-01	2.6253e-02	0.076631	1
TPR__P1P2	8	3.3294e-01	2.6253e-02	0.076631	1
CEP63__P1P2	8	3.3438e-01	2.6253e-02	0.076631	1
RBM7__P1P2	8	3.3525e-01	2.6253e-02	0.076631	1
REC8__P1P2	8	3.3612e-01	2.6253e-02	0.076631	1
ATL3__P1P2	8	3.4072e-01	3.0285e-02	0.080874	1
SAMD1__P1P2	8	3.4358e-01	3.0285e-02	0.080874	1
CXorf56__P1P2	11	3.4423e-01	3.0501e-02	0.081005	1
FNBP4__P1P2	8	3.4757e-01	3.0285e-02	0.080874	1
USP44__P1	8	3.5013e-01	3.0285e-02	0.080874	1
UBE2Q1__P1P2	8	3.5098e-01	3.0285e-02	0.080874	1
BTAF1__P1P2	8	3.5154e-01	3.0285e-02	0.080874	1
PCSK1N__P1P2	11	3.5307e-01	3.0502e-02	0.081005	1
RAI14__P1P2	8	3.5380e-01	3.0285e-02	0.080874	1
CNOT11__P1P2	8	3.5830e-01	3.0285e-02	0.080874	1
CMC1__P1P2	8	3.5913e-01	3.0285e-02	0.080874	1
ARF1__P1P2	8	3.6276e-01	3.0285e-02	0.080874	1
TMEM198__P1P2	8	3.7024e-01	3.0285e-02	0.080874	1
SAE1__P1P2	8	3.7024e-01	3.0285e-02	0.080874	1
ORC5__P1P2	8	3.7381e-01	3.0285e-02	0.080874	1
ZBTB2__P1P2	8	3.7628e-01	3.0285e-02	0.080874	1
HEATR3__P1P2	8	3.8253e-01	3.0285e-02	0.080874	1
THAP2__P1	8	3.8443e-01	3.0285e-02	0.080874	1
TCTN1__P1P2	8	3.8793e-01	3.0286e-02	0.080874	1
VPS26A__P1P2	8	3.9142e-01	3.0286e-02	0.080874	1
SERPINB9__P1P2	8	3.9754e-01	3.0286e-02	0.080874	1
TSSC1__P1P2	8	3.9913e-01	3.0286e-02	0.080874	1
HLA-DMA__P2	8	4.0335e-01	3.0286e-02	0.080874	1
PPM1F__P1P2	8	4.0545e-01	3.0286e-02	0.080874	1
CNR1__P1P2	8	4.0649e-01	3.0286e-02	0.080874	1
BCKDHA__P1	8	4.1015e-01	3.0286e-02	0.080874	1
SETDB1__P1P2	8	4.1533e-01	3.0286e-02	0.080874	1
GPR89B__147400326	8	4.1585e-01	3.0286e-02	0.080874	1
PPM1G__P1	8	4.2380e-01	3.0286e-02	0.080874	1
RAD21__P1P2	8	4.2456e-01	3.0286e-02	0.080874	1
PCDHGA12__P1P2	8	4.2963e-01	3.0286e-02	0.080874	1
STT3B__P1P2	8	4.3216e-01	3.0286e-02	0.080874	1
ARRDC4__P1P2	8	4.3517e-01	3.0286e-02	0.080874	1
SLC30A3__P1P2	8	4.3867e-01	3.4308e-02	0.087990	1
TTC3__P1P2	8	4.3991e-01	3.4308e-02	0.087990	1
TINF2__P1P2	8	4.4115e-01	3.4308e-02	0.087990	1
WDR18__P1P2	8	4.4363e-01	3.4308e-02	0.087990	1
CENPF__P1P2	8	4.4561e-01	3.4308e-02	0.087990	1
ZC3H14__P1P2	8	4.4978e-01	3.4308e-02	0.087990	1
DICER1__P1P2	8	4.5296e-01	3.4309e-02	0.087990	1
APEX2__P1P2	8	4.5490e-01	3.4309e-02	0.087990	1
LIMS1__P1P2	8	4.6550e-01	3.4309e-02	0.087990	1
ELOVL6__P1P2	8	4.6597e-01	3.4309e-02	0.087990	1
PNKP__P1P2	8	4.6645e-01	3.4309e-02	0.087990	1
RBM14-RBM4__P2	8	4.6740e-01	3.4309e-02	0.087990	1
TRIM24__P1P2	8	4.6788e-01	3.4309e-02	0.087990	1
VWA9__P1P2	8	4.7049e-01	3.8297e-02	0.096189	1
PRKCI__P1P2	8	4.7356e-01	3.8297e-02	0.096189	1
GPBP1__P1P2	8	4.7426e-01	3.8297e-02	0.096189	1
DNMT1__P1P2	8	4.7567e-01	3.8297e-02	0.096189	1
RAD9A__P1P2	8	4.7825e-01	3.8297e-02	0.096189	1
TADA2B__P1P2	8	4.8453e-01	3.8298e-02	0.096189	1
PLEKHG2__P1P2	8	4.8936e-01	3.8298e-02	0.096189	1
ATXN2L__P1P2	8	4.9211e-01	3.8298e-02	0.096189	1
NUDT15__P1P2	8	4.9552e-01	4.2448e-02	0.098709	1
GNA13__P1P2	8	4.9621e-01	4.2448e-02	0.098709	1
