group_id	items_in_group	lo_value	p	FDR	goodsgrna
NDUFAF6__P1P2	8	3.9196e-05	5.1389e-07	0.000002	8
ZWILCH__P1P2	8	3.9196e-05	5.1389e-07	0.000002	7
RBM14-RBM4__P2	8	3.9196e-05	5.1389e-07	0.000002	6
SAE1__P1P2	8	3.9196e-05	5.1389e-07	0.000002	7
TRIP13__P1P2	8	3.9196e-05	5.1389e-07	0.000002	5
PPP1CB__P1P2	8	3.9196e-05	5.1389e-07	0.000002	6
GTF3C4__P1P2	8	3.9196e-05	5.1389e-07	0.000002	7
GTF3C2__P1P2	8	3.9196e-05	5.1389e-07	0.000002	5
ZAR1L__P1P2	8	3.9196e-05	5.1389e-07	0.000002	7
DROSHA__31531421	8	3.9196e-05	5.1389e-07	0.000002	6
U2SURP__P1P2	8	3.9358e-05	5.1389e-07	0.000002	7
GNB2L1__P1P2	8	3.9358e-05	5.1389e-07	0.000002	6
OBFC1__P1P2	8	3.9520e-05	5.1389e-07	0.000002	6
VWA9__P1P2	8	3.9520e-05	5.1389e-07	0.000002	6
FBXO42__P1P2	8	3.9683e-05	5.1389e-07	0.000002	6
MDM2__P1P2	8	4.0175e-05	5.1389e-07	0.000002	7
GPALPP1__P1P2	8	4.0175e-05	5.1389e-07	0.000002	7
MRRF__P1P2	8	4.0340e-05	5.1389e-07	0.000002	6
WDR89__P1P2	8	4.0839e-05	5.1389e-07	0.000002	7
EXOC5__P1P2	8	4.1174e-05	5.1389e-07	0.000002	6
NUTF2__P1P2	8	4.1174e-05	5.1389e-07	0.000002	5
XRCC1__P1P2	11	4.1485e-05	5.1389e-07	0.000002	9
MCTS1__P1P2	8	4.3755e-05	5.1389e-07	0.000002	6
BCKDHA__P1	8	4.4286e-05	5.1389e-07	0.000002	6
NRF1__P1P2	8	4.4464e-05	5.1389e-07	0.000002	7
PPIL1__P1P2	8	4.6278e-05	5.1389e-07	0.000002	6
UBE2G2__P1P2	8	4.9299e-05	5.1389e-07	0.000002	8
PIGY__P1P2	8	5.9581e-05	5.1389e-07	0.000002	8
PKMYT1__P1P2	8	7.9376e-05	5.1389e-07	0.000002	7
PARN__P1P2	11	8.8103e-05	5.1389e-07	0.000002	7
MDM4__P1P2	8	9.2256e-05	5.1389e-07	0.000002	7
EMC1__P1P2	8	1.0313e-04	5.1389e-07	0.000002	7
MDC1__P1P2	8	1.1289e-04	5.1389e-07	0.000002	7
DHX35__P1P2	8	1.4427e-04	5.1389e-07	0.000002	6
BBC3__P1P2	8	1.4427e-04	5.1389e-07	0.000002	7
FNBP4__P1P2	8	1.7249e-04	5.1389e-07	0.000002	7
IPO7__P1P2	8	1.9445e-04	5.1389e-07	0.000002	7
ILK__P1P2	8	2.0878e-04	5.1389e-07	0.000002	6
SMARCAL1__P1P2	8	2.1607e-04	5.1389e-07	0.000002	7
SPTLC2__P1P2	8	2.2473e-04	5.1389e-07	0.000002	7
C1D__P1P2	8	2.3438e-04	5.1389e-07	0.000002	7
NPM1__P1P2	8	2.4293e-04	5.1389e-07	0.000002	7
ZNF462__P1P2	8	2.6160e-04	5.1389e-07	0.000002	7
TINF2__P1P2	8	2.6469e-04	5.1389e-07	0.000002	7
AATF__P1P2	7	2.7757e-04	5.1389e-07	0.000002	6
USP1__P1P2	8	2.9482e-04	5.1389e-07	0.000002	7
DPF2__P1	8	3.3060e-04	5.1389e-07	0.000002	7
CWC25__P1P2	8	3.3532e-04	5.1389e-07	0.000002	7
ZNHIT3__P1P2	8	3.5346e-04	5.1389e-07	0.000002	6
SNRNP40__P1P2	8	3.6064e-04	5.1389e-07	0.000002	6
RPL14__P1P2	8	3.6485e-04	5.1389e-07	0.000002	7
UHRF1__P1P2	8	3.7263e-04	5.1389e-07	0.000002	6
CYLD__P1P2	8	3.7621e-04	5.1389e-07	0.000002	7
SGK223__P1P2	8	3.8466e-04	5.1389e-07	0.000002	7
HMGCR__P1P2	8	4.0912e-04	5.1389e-07	0.000002	6
ZC3H4__P1	8	4.2353e-04	5.1389e-07	0.000002	7
KAT2A__P1P2	8	5.0705e-04	5.1389e-07	0.000002	6
UBE2R2__P1P2	8	5.2915e-04	5.1389e-07	0.000002	7
PPP4R2__P1P2	8	5.4731e-04	5.1389e-07	0.000002	7
SUPT20H__P1P2	8	5.4731e-04	5.1389e-07	0.000002	6
RBM47__P1P2	8	5.7941e-04	5.1389e-07	0.000002	6
SNRPB2__P1P2	8	6.1306e-04	5.1389e-07	0.000002	7
MED13__P1P2	8	6.2581e-04	5.1389e-07	0.000002	7
INO80C__P1P2	8	6.6453e-04	5.1389e-07	0.000002	7
ANKRA2__P1P2	8	6.6622e-04	5.1389e-07	0.000002	7
CNOT3__P1P2	8	6.6961e-04	5.1389e-07	0.000002	7
RBPMS2__P1P2	8	6.8387e-04	5.1389e-07	0.000002	6
CABIN1__P1P2	8	7.2410e-04	5.1389e-07	0.000002	7
PPP2CA__P1P2	8	7.7450e-04	5.1389e-07	0.000002	5
CFDP1__P1	8	7.7450e-04	5.1389e-07	0.000002	4
UBA3__P1P2	8	7.7450e-04	5.1389e-07	0.000002	5
NABP2__P1	8	7.7450e-04	5.1389e-07	0.000002	6
DNAJC2__P1P2	8	7.7450e-04	5.1389e-07	0.000002	6
APEX2__P1P2	8	7.7953e-04	5.1389e-07	0.000002	5
DR1__P1P2	8	7.7953e-04	5.1389e-07	0.000002	4
HEATR3__P1P2	8	7.7953e-04	5.1389e-07	0.000002	6
ESRP1__P1P2	8	7.7953e-04	5.1389e-07	0.000002	7
EXOSC1__P1P2	8	7.8205e-04	5.1389e-07	0.000002	4
PTBP1__P1P2	8	7.8205e-04	5.1389e-07	0.000002	6
GTF2H2__ENST00000274400.5_ENST00000330280.7	8	7.8205e-04	5.1389e-07	0.000002	4
PPME1__P1P2	8	7.8964e-04	5.1389e-07	0.000002	5
SMN2__69345238	8	7.8964e-04	5.1389e-07	0.000002	5
CMC2__P1P2	8	7.9219e-04	5.1389e-07	0.000002	4
KIF22__P1	8	8.0186e-04	5.1389e-07	0.000002	7
EYA3__P1P2	8	8.1582e-04	5.1389e-07	0.000002	7
DBF4__P1P2	8	8.1828e-04	5.1389e-07	0.000002	6
CCDC12__P1	8	8.2056e-04	5.1389e-07	0.000002	6
UFL1__P1P2	8	8.2842e-04	5.1389e-07	0.000002	4
GLCE__P1P2	8	8.2842e-04	5.1389e-07	0.000002	6
POLE3__P1P2	8	8.3105e-04	5.1389e-07	0.000002	6
CHTF18__P1P2	8	8.3369e-04	5.1389e-07	0.000002	4
PFDN1__P1P2	8	8.3610e-04	5.1389e-07	0.000002	7
NUFIP1__P1P2	8	8.4431e-04	5.1389e-07	0.000002	5
POLR1B__P1P2	8	8.5233e-04	5.1389e-07	0.000002	7
GOLGA7__P1P2	8	8.8223e-04	5.1389e-07	0.000002	6
XPC__P1	8	8.8223e-04	5.1389e-07	0.000002	4
RBM34__P1P2	8	9.3852e-04	5.1389e-07	0.000002	6
RPS13__P1P2	8	1.0422e-03	5.1389e-07	0.000002	7
NEK2__P1P2	8	1.0506e-03	5.1389e-07	0.000002	6
RPS14__P1P2	8	1.0735e-03	5.1389e-07	0.000002	7
INTS10__P1P2	8	1.0742e-03	5.1389e-07	0.000002	6
FAM98A__P1P2	8	1.1016e-03	5.1389e-07	0.000002	7
LIMS1__P1P2	8	1.2007e-03	5.1389e-07	0.000002	7
WDR82__P1P2	8	1.3013e-03	5.1389e-07	0.000002	7
DNMT1__P1P2	8	1.3072e-03	5.1389e-07	0.000002	7
ARHGAP4__P1	8	1.3108e-03	5.1389e-07	0.000002	6
TADA2B__P1P2	8	1.3287e-03	5.1389e-07	0.000002	6
TAF11__P1P2	8	1.3853e-03	5.1389e-07	0.000002	6
TAF9__P1P2	8	1.4208e-03	5.1389e-07	0.000002	6
BMS1__P1P2	8	1.4388e-03	5.1389e-07	0.000002	6
STAG2__P1	8	1.4509e-03	5.1389e-07	0.000002	6
H2AFZ__P1P2	8	1.6767e-03	5.1389e-07	0.000002	6
TOP1__P1P2	8	1.9631e-03	5.1389e-07	0.000002	6
DNAJC3__P1P2	8	1.9787e-03	5.1389e-07	0.000002	6
C8orf59__P1P2	8	2.0472e-03	5.1389e-07	0.000002	6
DCLRE1B__P1P2	8	2.2990e-03	5.1389e-07	0.000002	6
ILF3__P1P2	8	2.3412e-03	5.1389e-07	0.000002	5
LIAS__P1P2	8	2.4620e-03	5.1389e-07	0.000002	6
CENPQ__P1P2	11	2.6418e-03	5.1389e-07	0.000002	8
PAN3__P1P2	8	2.6932e-03	5.1389e-07	0.000002	6
WEE1__P1P2	8	2.7180e-03	5.1389e-07	0.000002	5
POLG__P1P2	8	3.0354e-03	5.1389e-07	0.000002	6
FDXR__P1P2	11	3.5810e-03	5.1389e-07	0.000002	5
KAT5__P1P2	8	4.2721e-03	5.1389e-07	0.000002	6
FOXK1__P1P2	8	4.3813e-03	5.1389e-07	0.000002	6
MAP3K7__P1P2	8	4.6524e-03	5.1389e-07	0.000002	6
RPL34__P1P2	8	4.8564e-03	5.1389e-07	0.000002	6
UBE2M__P1P2	8	5.0508e-03	5.1389e-07	0.000002	6
FAM178A__P1P2	8	5.1146e-03	5.1389e-07	0.000002	5
ARHGAP21__P1P2	8	5.2458e-03	5.1389e-07	0.000002	6
UBE2L3__P1P2	8	5.3488e-03	5.1389e-07	0.000002	5
ASPM__P1P2	8	5.7137e-03	5.1389e-07	0.000002	6
POLE4__P1P2	8	6.1625e-03	5.1389e-07	0.000002	6
ACAD11__P1P2	8	6.3752e-03	5.1389e-07	0.000002	5
ERC1__P1P2	8	6.4104e-03	5.1389e-07	0.000002	6
SHCBP1__P1P2	8	6.5036e-03	5.1389e-07	0.000002	6
IPO5__P1P2	8	6.5439e-03	5.1389e-07	0.000002	6
TMED2__P1P2	8	6.7208e-03	5.1389e-07	0.000002	6
B3GAT3__P1P2	8	6.7451e-03	5.1389e-07	0.000002	6
NPLOC4__P1P2	8	6.7898e-03	5.1389e-07	0.000002	6
PDSS1__P1P2	11	6.7906e-03	5.1389e-07	0.000002	5
HMBS__P1	8	7.0862e-03	5.1389e-07	0.000002	5
CSDE1__P1P2	8	7.2304e-03	5.1389e-07	0.000002	6
RPS8__P1P2	8	7.3624e-03	5.1389e-07	0.000002	6
DEGS1__P1P2	8	7.8007e-03	5.1389e-07	0.000002	6
SDF2__P1P2	8	7.8783e-03	5.1389e-07	0.000002	6
C1QTNF9B-AS1__P1P2	8	7.8939e-03	5.1389e-07	0.000002	6
CCNE1__P1P2	8	8.1467e-03	5.1389e-07	0.000002	6
RASAL2__P1P2	8	8.1628e-03	5.1389e-07	0.000002	6
MAP4K3__P1P2	8	8.2109e-03	5.1389e-07	0.000002	6
FECH__P1P2	8	8.3162e-03	5.1389e-07	0.000002	5
B4GALT7__P1P2	8	8.4716e-03	5.1389e-07	0.000002	6
ZC3H7A__P1P2	8	8.5544e-03	5.1389e-07	0.000002	6
HSPA13__P1P2	8	8.5877e-03	5.1389e-07	0.000002	6
PNKP__P1P2	8	8.7977e-03	5.1389e-07	0.000002	5
RRNAD1__P1P2	8	8.8816e-03	5.1389e-07	0.000002	5
RUNX1T1__P2	8	8.8816e-03	5.1389e-07	0.000002	5
L3MBTL2__P1P2	8	8.9780e-03	5.1389e-07	0.000002	6
CHAF1A__P1P2	8	9.1371e-03	5.1389e-07	0.000002	5
AK2__P1P2	8	9.2046e-03	5.1389e-07	0.000002	6
HAUS8__P1P2	8	9.4012e-03	5.1389e-07	0.000002	5
NSDHL__P1P2	8	9.5801e-03	5.1389e-07	0.000002	6
MAGOHB__P1P2	8	9.6225e-03	5.1389e-07	0.000002	4
RAD17__P1P2	8	9.8928e-03	3.0833e-06	0.000012	4
TACC3__P1	8	9.8928e-03	3.0833e-06	0.000012	4
ERCC1__P1P2	8	9.8928e-03	3.0833e-06	0.000012	3
MED15__P1	8	9.8928e-03	3.0833e-06	0.000012	3
NAE1__P1P2	8	9.8928e-03	3.0833e-06	0.000012	5
UFM1__P1P2	8	9.8928e-03	3.0833e-06	0.000012	4
PSPH__P2	8	9.8928e-03	3.0833e-06	0.000012	5
PFDN4__P1P2	8	9.9161e-03	5.6528e-06	0.000022	3
RBX1__P1P2	8	9.9395e-03	5.6528e-06	0.000022	5
FKBPL__P1P2	8	9.9395e-03	5.6528e-06	0.000022	6
RANBP2__109335729	8	9.9395e-03	5.6528e-06	0.000022	5
CCDC137__P1P2	8	9.9395e-03	5.6528e-06	0.000022	4
UBR5__P1P2	8	9.9629e-03	5.6528e-06	0.000022	5
DDX10__P1P2	8	9.9629e-03	5.6528e-06	0.000022	5
HAX1__P1P2	8	9.9629e-03	5.6528e-06	0.000022	5
VPS51__P1P2	8	9.9629e-03	5.6528e-06	0.000022	5
CPNE1__P1P2	8	1.0051e-02	5.6528e-06	0.000022	5
CSNK1A1__P1P2	8	1.0080e-02	6.6806e-06	0.000025	3
RPS4Y1__P1P2	8	1.0319e-02	7.7083e-06	0.000029	5
RPL9__P1P2	8	1.0348e-02	7.7083e-06	0.000029	6
HIST1H1E__P1P2	8	1.0390e-02	7.7083e-06	0.000029	5
HSPA14__P1P2	8	1.0438e-02	8.7361e-06	0.000033	5
TIMM17B__P1P2	8	1.0534e-02	8.7361e-06	0.000033	5
PSMG3__P2	8	1.0753e-02	9.7639e-06	0.000035	4
ZFC3H1__P1P2	8	1.0778e-02	9.7639e-06	0.000035	3
RNF168__P1P2	8	1.0950e-02	9.7639e-06	0.000035	5
UNC45A__P1	8	1.1101e-02	9.7639e-06	0.000035	6
INPPL1__P1P2	8	1.1204e-02	9.7639e-06	0.000035	6
AMOTL1__P1P2	8	1.1276e-02	9.7639e-06	0.000035	6
KPNA2__P1P2	8	1.1326e-02	9.7639e-06	0.000035	5
EXT1__P1P2	8	1.4362e-02	9.7639e-06	0.000035	5
COL4A3BP__P1P2	8	1.6526e-02	9.7639e-06	0.000035	5
NAA15__P1P2	8	1.7469e-02	9.7639e-06	0.000035	5
PTK2__P1P2	8	1.7965e-02	9.7639e-06	0.000035	5
CXorf56__P1P2	11	1.9060e-02	5.1389e-07	0.000002	7
GET4__P1P2	8	1.9604e-02	9.7639e-06	0.000035	5
USP42__P1P2	8	1.9869e-02	9.7639e-06	0.000035	5
GTF3A__P1P2	8	2.1230e-02	9.7639e-06	0.000035	4
ZNF532__P2	8	2.2118e-02	1.0792e-05	0.000037	5
ACTR5__P1P2	8	2.3373e-02	1.0792e-05	0.000037	5
C19orf53__P1P2	8	2.3650e-02	1.0792e-05	0.000037	4
KLLN__P1P2	8	2.5417e-02	1.0792e-05	0.000037	5
UQCRC2__P1P2	11	2.5594e-02	1.7986e-05	0.000056	6
SUB1__P1	8	2.6357e-02	1.0792e-05	0.000037	5
DCUN1D3__P1P2	8	2.6731e-02	1.0792e-05	0.000037	5
SND1__P1P2	8	2.7777e-02	1.0792e-05	0.000037	5
SLC25A33__P1P2	8	2.8214e-02	1.0792e-05	0.000037	5
ATM__P1P2	8	2.8214e-02	1.0792e-05	0.000037	5
SF3A2__P2	8	2.9351e-02	1.0792e-05	0.000037	5
MGEA5__P1P2	8	2.9932e-02	1.0792e-05	0.000037	5
PRKRIR__P1P2	8	3.1678e-02	1.0792e-05	0.000037	4
HNRNPA2B1__P1P2	8	3.2795e-02	1.1819e-05	0.000040	5
EIF4B__P1P2	8	3.5129e-02	1.2847e-05	0.000042	5
CCS__P1P2	8	3.6338e-02	1.2847e-05	0.000042	5
TCF3__P1P2	8	3.7042e-02	1.2847e-05	0.000042	5
PAN2__P1P2	8	3.7935e-02	1.2847e-05	0.000042	5
RAD1__P1P2	8	3.9519e-02	1.2847e-05	0.000042	5
FAM69B__P1P2	8	4.0085e-02	1.2847e-05	0.000042	4
SRCAP__P1P2	8	4.0422e-02	1.2847e-05	0.000042	5
RAD51AP1__P1P2	8	4.0958e-02	1.2847e-05	0.000042	5
RBM15__110881839	8	4.0972e-02	1.2847e-05	0.000042	4
PMAIP1__57567020	8	4.4545e-02	1.3875e-05	0.000045	5
DDX31__P1P2	8	4.5762e-02	1.3875e-05	0.000045	4
ZBTB7B__P1P2	8	4.6451e-02	1.3875e-05	0.000045	5
PRKDC__P1P2	8	4.7425e-02	1.3875e-05	0.000045	5
NCSTN__P1P2	8	4.7565e-02	1.4903e-05	0.000047	5
NF2__29999349	8	4.7776e-02	1.4903e-05	0.000047	5
PRPF40A__P1P2	8	4.8059e-02	1.4903e-05	0.000047	5
TBCC__P1P2	8	4.8650e-02	1.4903e-05	0.000047	4
MOSPD2__P1P2	8	4.9127e-02	1.4903e-05	0.000047	5
AKAP3__P1	8	4.9559e-02	1.4903e-05	0.000047	5
SF1__P1P2	8	4.9994e-02	1.4903e-05	0.000047	5
SPIN1__P1P2	8	5.0321e-02	1.4903e-05	0.000047	5
FAM216A__P1P2	8	5.1515e-02	1.5931e-05	0.000050	4
ISY1__P1P2	8	5.2505e-02	1.6958e-05	0.000053	5
MARCKS__P1P2	8	5.4483e-02	1.7986e-05	0.000056	5
NUP188__P1P2	8	5.5218e-02	1.7986e-05	0.000056	5
PTPN12__P1P2	8	5.6038e-02	1.9014e-05	0.000059	5
GPATCH8__P1P2	8	5.6353e-02	2.0042e-05	0.000061	5
SAMD1__P1P2	8	5.6906e-02	2.0042e-05	0.000061	5
UBE2O__P1P2	8	5.7144e-02	2.0042e-05	0.000061	5
PATL1__P1P2	8	5.7304e-02	2.0042e-05	0.000061	5
CBLL1__P1P2	8	5.8145e-02	2.0042e-05	0.000061	5
CSTF2__P1P2	8	5.8145e-02	2.0042e-05	0.000061	5
KANSL1__P1P2	8	6.3693e-02	2.2097e-05	0.000067	4
TAF6__P1P2	8	6.7752e-02	2.5181e-05	0.000075	4
TIMM10__P1P2	8	6.7870e-02	2.5181e-05	0.000075	3
SNF8__P1P2	8	6.8389e-02	2.5181e-05	0.000075	4
SUGP1__P1P2	8	7.2623e-02	2.5181e-05	0.000075	4
HIGD2A__P1P2	8	7.3399e-02	2.6208e-05	0.000078	4
ZNF787__P1P2	8	7.8735e-02	2.7236e-05	0.000081	4
RYR3__P1P2	8	8.0564e-02	3.5613e-04	0.001027	2
FUBP3__P1P2	8	8.0564e-02	3.5613e-04	0.001027	2
RAI14__P1P2	8	8.0564e-02	3.5613e-04	0.001027	2
MTCH2__P1P2	8	8.0564e-02	3.5613e-04	0.001027	4
ASUN__P1P2	8	8.0564e-02	3.5613e-04	0.001027	2
MBIP__P1P2	8	8.0564e-02	3.5613e-04	0.001027	3
ATP6AP2__P1P2	8	8.0564e-02	3.5613e-04	0.001027	3
NEDD8-MDP1__P1P2	8	8.0564e-02	3.5613e-04	0.001027	3
ANP32B__P1P2	8	8.0564e-02	3.5613e-04	0.001027	2
COPS8__237994319	8	8.0564e-02	3.5613e-04	0.001027	4
CDC42EP5__P1P2	8	8.0684e-02	6.8399e-04	0.001922	3
ZBTB4__P1	8	8.0805e-02	6.8399e-04	0.001922	2
CNKSR3__P1P2	8	8.0805e-02	6.8399e-04	0.001922	3
C7orf49__P1P2	8	8.0805e-02	6.8399e-04	0.001922	3
NAA30__P1P2	8	8.0925e-02	6.8501e-04	0.001922	4
PLOD3__P1P2	8	8.0925e-02	6.8501e-04	0.001922	2
LSR__P1P2	8	8.1287e-02	6.8501e-04	0.001922	3
PLEKHH2__P1P2	8	8.1408e-02	6.8501e-04	0.001922	2
FZR1__P1P2	8	8.1771e-02	6.8604e-04	0.001922	4
PABPC4__P1P2	8	8.2013e-02	6.8604e-04	0.001922	3
CENPL__P1P2	8	8.3227e-02	8.1143e-04	0.002260	4
WDR18__P1P2	8	8.3959e-02	8.9263e-04	0.002479	3
MAPRE1__P1P2	8	8.6971e-02	9.7279e-04	0.002597	4
CTIF__P1P2	8	8.7155e-02	9.7279e-04	0.002597	3
DYNC1LI1__P1P2	8	8.7774e-02	9.7279e-04	0.002597	4
KIFC1__P1P2	8	8.8824e-02	9.7279e-04	0.002597	4
GNG4__P1P2	8	9.8957e-02	9.7690e-04	0.002597	4
ENY2__P1P2	8	9.9673e-02	9.7690e-04	0.002597	3
RPL29__P1P2	8	1.0068e-01	9.7999e-04	0.002597	4
STRADA__P1P2	8	1.0535e-01	9.8101e-04	0.002597	4
SUFU__104263513	8	1.1460e-01	9.8924e-04	0.002597	4
PPP1R10__P1P2	8	1.1550e-01	9.8924e-04	0.002597	4
LRP6__P1P2	8	1.1658e-01	9.8924e-04	0.002597	3
PSPC1__P1P2	8	1.1815e-01	9.9026e-04	0.002597	4
NPDC1__P1P2	8	1.1829e-01	9.9026e-04	0.002597	4
FBXO28__P1P2	8	1.2294e-01	9.9129e-04	0.002597	4
ZFAT__P1	8	1.2586e-01	9.9335e-04	0.002597	4
SETDB1__P1P2	8	1.2814e-01	9.9643e-04	0.002597	4
DEDD__P1P2	8	1.2967e-01	9.9746e-04	0.002597	4
CAPZA1__P1P2	8	1.3229e-01	9.9849e-04	0.002597	4
SSR1__P1P2	8	1.3666e-01	9.9951e-04	0.002597	4
HUWE1__P1P2	8	1.3840e-01	9.9951e-04	0.002597	4
MTF2__P1P2	8	1.3887e-01	9.9951e-04	0.002597	3
EIF3F__P1P2	11	1.4050e-01	6.9067e-04	0.001929	5
CDK10__P1P2	8	1.4305e-01	1.0036e-03	0.002597	4
GMPR2__P1P2	8	1.4369e-01	1.0036e-03	0.002597	4
USP10__P1P2	8	1.4892e-01	1.0047e-03	0.002597	4
XPO5__P1P2	8	1.5181e-01	1.0047e-03	0.002597	4
FAM122A__P1P2	8	1.5231e-01	1.0047e-03	0.002597	4
CLK3__P2	8	1.5401e-01	1.0118e-03	0.002609	3
PFDN5__P1P2	8	1.5609e-01	1.0201e-03	0.002612	4
TRIP6__P1P2	8	1.5643e-01	1.0201e-03	0.002612	4
PIP4K2C__P1P2	8	1.5854e-01	1.0211e-03	0.002612	4
NIPBL__P1P2	8	1.5999e-01	1.0293e-03	0.002619	4
SLC4A1AP__P1P2	8	1.6103e-01	1.0293e-03	0.002619	3
HES1__P1P2	8	1.6403e-01	1.0478e-03	0.002652	4
CMC1__P1P2	8	1.6429e-01	1.0478e-03	0.002652	4
COPE__P1P2	8	1.6499e-01	1.0550e-03	0.002664	4
ATP2C1__P1P2	8	1.6673e-01	1.0612e-03	0.002672	4
ASXL2__P1P2	8	1.6903e-01	1.0766e-03	0.002704	3
CREBBP__P1P2	8	1.7200e-01	1.0797e-03	0.002705	4
BRMS1__P1P2	8	1.7448e-01	1.0920e-03	0.002710	4
SUPT4H1__P1P2	8	1.7466e-01	1.0920e-03	0.002710	4
