sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
KIAA1429_+_95565606.23-P1P2	KIAA1429__P1P2	1432.9	8071.1/8010.6	1432.9	8040.9	2.4876	1834.2	4.5002e+05	9.8504	1	3.4695e-23	6.9391e-23	2.3189e-20	True
MED13_-_60142558.23-P1P2	MED13__P1P2	1137.5	6567.2/6171.2	1137.5	6369.2	2.4842	78407	2.9783e+05	9.5864	1	4.646e-22	9.2919e-22	3.0016e-19	True
NF2__29999349__RVS__91	NF2__29999349	1137.5	6273.6/6421.2	1137.5	6347.4	2.4793	10887	2.9783e+05	9.5466	1	6.8289e-22	1.3658e-21	4.2696e-19	True
ING5_-_242641483.23-P1P2	ING5__P1P2	1158.2	6669.4/6078.7	1158.2	6374	2.4593	1.7451e+05	3.076e+05	9.4043	1	2.6669e-21	5.3338e-21	1.6153e-18	True
KIAA1429__P1P2__primarysecondary__FWD__61	KIAA1429__P1P2	1168.6	6180/6290.5	1168.6	6235.3	2.4147	6098.8	3.1254e+05	9.063	1	6.4656e-20	1.2931e-19	3.7975e-17	True
ZNF787__P1P2__primary__RVS__57	ZNF787__P1P2	1321.4	6668.3/7181.4	1321.4	6924.8	2.3888	1.3163e+05	3.8938e+05	8.9798	1	1.3804e-19	2.7607e-19	7.8689e-17	True
RBM15__110881839__FWD__75	RBM15__110881839	1041.6	5386.2/5633.5	1041.6	5509.9	2.4021	30601	2.5446e+05	8.8579	1	4.1589e-19	8.3178e-19	2.3031e-16	True
NF2__29999349__RVS__92	NF2__29999349	1103.8	5630/5736.8	1103.8	5683.4	2.3632	5702.7	2.8225e+05	8.6201	1	3.4102e-18	6.8205e-18	1.836e-15	True
ZNF787_-_56632608.23-P1P2	ZNF787__P1P2	1088.2	5939.1/5028.2	1088.2	5483.7	2.3321	4.1484e+05	2.7518e+05	8.379	1	2.7216e-17	5.4431e-17	1.4257e-14	True
SUFU__104263513__RVS__29	SUFU__104263513	1189.3	5853/6002.9	1189.3	5928	2.3165	11234	3.2252e+05	8.344	1	3.6563e-17	7.3126e-17	1.8649e-14	True
PTPN12_-_77166641.23-P1P2	PTPN12__P1P2	1466.5	6801.7/7358.3	1466.5	7080	2.2706	1.549e+05	4.6911e+05	8.1959	1	1.2643e-16	2.5285e-16	6.2831e-14	True
UBR5_+_103424929.23-P1P2	UBR5__P1P2	1375.9	6086.4/7025.2	1375.9	6555.8	2.2516	4.4061e+05	4.1851e+05	8.0071	1	5.9737e-16	1.1947e-15	2.8946e-13	True
C7orf49_+_134854993.23-P1P2	C7orf49__P1P2	1274.8	5553.1/6281.8	1274.8	5917.5	2.2138	2.6545e+05	3.6515e+05	7.683	1	7.9071e-15	1.5814e-14	3.738e-12	True
SGK223_+_8243886.23-P1P2	SGK223__P1P2	1287.8	5887.1/5986.1	1287.8	5936.6	2.2039	4905.1	3.7181e+05	7.6241	1	1.2506e-14	2.5013e-14	5.7714e-12	True
SURF2_+_136223883.23-P1P2	SURF2__P1P2	1189.3	5542.7/5415.7	1189.3	5479.2	2.2029	8070.9	3.2252e+05	7.5539	1	2.1517e-14	4.3035e-14	9.6988e-12	True
SGK223_+_8243645.23-P1P2	SGK223__P1P2	852.46	4133.5/3627.9	852.46	3880.7	2.1853	1.2783e+05	1.7786e+05	7.1805	1	3.5505e-13	7.101e-13	1.564e-10	True
SUFU__104263513__FWD__26	SUFU__104263513	1186.7	5037.7/5444.5	1186.7	5241.1	2.142	82728	3.2127e+05	7.1531	1	4.3194e-13	8.6389e-13	1.8604e-10	True
LEO1__P1P2__primary__RVS__38	LEO1__P1P2	1298.1	5616.7/5704.6	1298.1	5660.6	2.1237	3864	3.7718e+05	7.1034	1	6.1934e-13	1.2387e-12	2.6096e-10	True
KRTCAP3_+_27665335.23-P1P2	KRTCAP3__P1P2	1163.4	5039.5/5112	1163.4	5075.8	2.1243	2631	3.1007e+05	7.026	1	1.0822e-12	2.1644e-12	4.4628e-10	True
USP22__P1P2__primary__FWD__6	USP22__P1P2	1261.8	5277.5/5648.3	1261.8	5462.9	2.1133	68733	3.5854e+05	7.016	1	1.1617e-12	2.3234e-12	4.6909e-10	True
TADA2B_-_7045121.23-P1P2	TADA2B__P1P2	1171.2	5227.3/4895.5	1171.2	5061.4	2.1106	55033	3.1378e+05	6.9448	1	1.93e-12	3.8601e-12	7.6343e-10	True
LCOR_-_98592737.23-P1P2	LCOR__P1P2	1533.9	6607/6326.7	1533.9	6466.9	2.0751	39297	5.0834e+05	6.9187	1	2.3146e-12	4.6293e-12	8.9724e-10	True
LEO1_+_52263963.23-P1P2	LEO1__P1P2	1052	4522.9/4426.9	1052	4474.9	2.0877	4608.5	2.59e+05	6.7259	1	8.8967e-12	1.7793e-11	3.3811e-09	True
PPP2R5E_+_64009644.23-P1P2	PPP2R5E__P1P2	1064.9	4401.6/4522.8	1064.9	4462.2	2.066	7343.5	2.6473e+05	6.6028	1	2.0568e-11	4.1137e-11	7.6665e-09	True
RBM15__110881839__FWD__72	RBM15__110881839	963.87	4361.2/3778	963.87	4069.6	2.0768	1.7001e+05	2.2152e+05	6.5987	1	2.117e-11	4.2341e-11	7.742e-09	True
MED13_+_60142607.23-P1P2	MED13__P1P2	857.64	3545.9/3680.8	857.64	3613.4	2.0736	9105.4	1.798e+05	6.499	1	4.1315e-11	8.2631e-11	1.4829e-08	True
UBR5_-_103424582.23-P1P2	UBR5__P1P2	1220.4	5146.4/4776.8	1220.4	4961.6	2.0226	68273	3.3775e+05	6.4375	1	6.1849e-11	1.237e-10	2.1796e-08	True
PTPN12_-_77166759.23-P1P2	PTPN12__P1P2	1052	4247.3/4334.4	1052	4290.9	2.0271	3792.6	2.59e+05	6.3643	1	1.0005e-10	2.0011e-10	3.463e-08	True
CSNK2A1__P1P2__secondary__RVS__29	CSNK2A1__P1P2	1248.9	5133.1/4850.6	1248.9	4991.8	1.9981	39902	3.5198e+05	6.3089	1	1.4306e-10	2.8612e-10	4.8646e-08	True
ZNF787__P1P2__primary__RVS__59	ZNF787__P1P2	1217.8	4784.1/4935.1	1217.8	4859.6	1.9957	11393	3.3647e+05	6.2783	1	1.7431e-10	3.4861e-10	5.8248e-08	True
PTPN12_+_77167035.23-P1P2	PTPN12__P1P2	1427.7	5858.2/5139.5	1427.7	5498.9	1.9447	2.5827e+05	4.4711e+05	6.0885	1	5.7926e-10	1.1585e-09	1.9029e-07	True
CHEK1__P1P2__secondary__FWD__32	CHEK1__P1P2	2383.8	8812.4/8730.5	2383.8	8771.5	1.8791	3355.9	1.1185e+06	6.0399	1	7.8052e-10	1.561e-09	2.5213e-07	True
CPNE1__P1P2__primary__FWD__60	CPNE1__P1P2	1435.4	5402.9/5303.7	1435.4	5353.3	1.8982	4917.6	4.5148e+05	5.8309	1	2.8026e-09	5.6052e-09	8.9049e-07	True
MED24_+_38210612.23-P1P2	MED24__P1P2	1277.4	4854.6/4614	1277.4	4734.3	1.8891	28952	3.6648e+05	5.7103	1	5.7375e-09	1.1475e-08	1.7936e-06	True
NF2__29999349__RVS__25	NF2__29999349	987.19	3956.1/3457.6	987.19	3706.9	1.9077	1.2425e+05	2.3119e+05	5.6563	1	7.8906e-09	1.5781e-08	2.4276e-06	True
UBR5__P1P2__primary__FWD__26	UBR5__P1P2	1300.7	4634.5/4861.3	1300.7	4747.9	1.8672	25733	3.7852e+05	5.6029	1	1.0722e-08	2.1444e-08	3.2471e-06	True
TAF5L_+_229761697.23-P1P2	TAF5L__P1P2	1241.1	4688.8/4317.7	1241.1	4503.2	1.8585	68856	3.4808e+05	5.5292	1	1.6378e-08	3.2757e-08	4.8837e-06	True
CPNE1_-_34252842.23-P1P2	CPNE1__P1P2	1352.5	4921/4704.5	1352.5	4812.7	1.8304	23454	4.0591e+05	5.4311	1	2.8485e-08	5.697e-08	8.3651e-06	True
SUPT7L_-_27886252.23-P1P2	SUPT7L__P1P2	1476.9	4870.2/5421.7	1476.9	5146	1.8002	1.5209e+05	4.7506e+05	5.3233	1	5.1783e-08	1.0357e-07	1.498e-05	True
LEO1_-_52263975.23-P1P2	LEO1__P1P2	896.51	3507.2/2970.3	896.51	3238.7	1.8519	1.4413e+05	1.9461e+05	5.3094	1	5.6192e-08	1.1238e-07	1.6016e-05	True
LEO1_+_52263938.23-P1P2	LEO1__P1P2	1166	3973.5/4164.2	1166	4068.8	1.8022	18183	3.113e+05	5.2027	1	1.0003e-07	2.0007e-07	2.8099e-05	True
SUFU__104263513__RVS__28	SUFU__104263513	1230.8	3934.7/4600.6	1230.8	4267.6	1.7931	2.2165e+05	3.429e+05	5.1862	1	1.0927e-07	2.1853e-07	3.0255e-05	True
CSNK2A1_+_524305.23-P1P2	CSNK2A1__P1P2	1233.3	4232.3/4280.8	1233.3	4256.6	1.7863	1175.6	3.4419e+05	5.1531	1	1.3042e-07	2.6083e-07	3.5602e-05	True
MED13__P1P2__primarysecondary__FWD__73	MED13__P1P2	927.6	3092.3/3409.4	927.6	3250.8	1.8081	50252	2.0684e+05	5.1083	1	1.6597e-07	3.3194e-07	4.4678e-05	True
STMND1_-_17102346.23-P1P2	STMND1__P1P2	1085.7	3950.9/3481.8	1085.7	3716.3	1.7744	1.1006e+05	2.7401e+05	5.0256	1	2.5586e-07	5.1172e-07	6.7933e-05	True
LEO1_+_52263935.23-P1P2	LEO1__P1P2	1026.1	3293.4/3665.4	1026.1	3479.4	1.7607	69201	2.4771e+05	4.9293	1	4.2079e-07	8.4157e-07	0.00011021	True
UBR5__P1P2__primary__FWD__35	UBR5__P1P2	948.33	3347.1/3044	948.33	3195.6	1.7516	45940	2.1517e+05	4.8446	1	6.4764e-07	1.2953e-06	0.00016681	True
CCDC101_-_28565463.23-P1P2	CCDC101__P1P2	948.33	3467.3/2922	948.33	3194.7	1.7511	1.4868e+05	2.1517e+05	4.8426	1	6.5408e-07	1.3082e-06	0.00016681	True
TADA2B_+_7045443.23-P1P2	TADA2B__P1P2	976.83	3050.7/3501.9	976.83	3276.3	1.7449	1.0176e+05	2.2687e+05	4.8277	1	7.0481e-07	1.4096e-06	0.00017741	True
CSK_+_75074850.23-P1P2	CSK__P1P2	1103.8	3623.3/3700.3	1103.8	3661.8	1.7292	2961.7	2.8225e+05	4.8149	1	7.5058e-07	1.5012e-06	0.00018651	True
BRPF1_+_9773468.23-P1P2	BRPF1__P1P2	1142.7	3793.8/3757.3	1142.7	3775.5	1.7234	666.32	3.0026e+05	4.8048	1	7.8904e-07	1.5781e-06	0.00019358	True
MED25_-_50321617.23-P1P2	MED25__P1P2	1101.2	3665.5/3600.4	1101.2	3632.9	1.7212	2118.7	2.8107e+05	4.7755	1	9.1367e-07	1.8273e-06	0.00022136	True
CYP51A1__P1P2__primary__FWD__33	CYP51A1__P1P2	1039	3562.7/3303.4	1039	3433	1.7233	33595	2.5333e+05	4.7565	1	1.0044e-06	2.0088e-06	0.00024034	True
CPNE1_+_34252560.23-P1P2	CPNE1__P1P2	1303.3	4324.2/4073	1303.3	4198.6	1.687	31547	3.7987e+05	4.6976	1	1.3395e-06	2.6791e-06	0.00031662	True
PTPN14_+_214724894.23-P1P2	PTPN14__P1P2	1311.1	4296.4/4089.8	1311.1	4193.1	1.6765	21361	3.8393e+05	4.6512	1	1.6785e-06	3.357e-06	0.00039196	True
SUPT7L_+_27886246.23-P1P2	SUPT7L__P1P2	1000.1	3555.1/2940.8	1000.1	3248	1.6983	1.8872e+05	2.3664e+05	4.6208	1	1.9502e-06	3.9003e-06	0.00044998	True
CYP51A1__P1P2__primary__RVS__61	CYP51A1__P1P2	1171.2	3697.9/3771.3	1171.2	3734.6	1.6722	2700	3.1378e+05	4.5762	1	2.4111e-06	4.8221e-06	0.00054978	True
RBM15__110881839__FWD__70	RBM15__110881839	997.56	2982.5/3423.4	997.56	3203	1.682	97188	2.3555e+05	4.5442	1	2.8133e-06	5.6267e-06	0.00063405	True
PIP4K2C_+_57985384.23-P1P2	PIP4K2C__P1P2	1000.1	3088.9/3321.5	1000.1	3205.2	1.6792	27069	2.3664e+05	4.5329	1	2.9681e-06	5.9363e-06	0.00065431	True
MLLT3_-_20622368.23-P1P2	MLLT3__P1P2	1134.9	3461.5/3745.2	1134.9	3603.4	1.6659	40231	2.9662e+05	4.5324	1	2.9708e-06	5.9416e-06	0.00065431	True
CHEK1__P1P2__primary__FWD__31	CHEK1__P1P2	1725.6	5435.8/5140.8	1725.6	5288.3	1.6151	43512	6.2754e+05	4.4974	1	3.4911e-06	6.9823e-06	0.00076023	True
UBR5__P1P2__primary__RVS__25	UBR5__P1P2	1391.4	4441.5/4216.4	1391.4	4329	1.6368	25318	4.27e+05	4.4954	1	3.5301e-06	7.0602e-06	0.00076023	True
MYO9B_-_17186614.23-P1P2	MYO9B__P1P2	1355.1	4261.8/4163.5	1355.1	4212.6	1.6356	4830.3	4.073e+05	4.4774	1	3.842e-06	7.684e-06	0.00081543	True
RBL1_-_35724244.23-P1P2	RBL1__P1P2	901.69	2958.9/2814.8	901.69	2886.8	1.6777	10382	1.9663e+05	4.4768	1	3.8706e-06	7.7412e-06	0.00081543	True
UBR5__P1P2__primary__FWD__36	UBR5__P1P2	1233.3	3936.5/3777.4	1233.3	3856.9	1.6441	12658	3.4419e+05	4.4719	1	3.9457e-06	7.8914e-06	0.00082232	True
UBE2M__P1P2__primarysecondary__FWD__55	UBE2M__P1P2	712.54	2431.9/2179.3	712.54	2305.6	1.6927	31913	1.2911e+05	4.4335	1	4.7474e-06	9.4947e-06	0.00097886	True
MED13L_+_116715470.23-P1P2	MED13L__P1P2	1248.9	3851/3874.6	1248.9	3862.8	1.6282	278.56	3.5198e+05	4.4058	0.99999	5.3646e-06	1.0729e-05	0.0010945	True
CSNK2A1_-_524399.23-P1P2	CSNK2A1__P1P2	1261.8	4191.3/3524	1261.8	3857.6	1.6114	2.2265e+05	3.5854e+05	4.3351	0.99999	7.4141e-06	1.4828e-05	0.0014969	True
CSNK2A1_-_524386.23-P1P2	CSNK2A1__P1P2	1109	3587.5/3172.7	1109	3380.1	1.607	86018	2.8462e+05	4.2571	0.99999	1.0556e-05	2.1111e-05	0.0021092	True
PTPN12__P1P2__primary__FWD__44	PTPN12__P1P2	1077.9	3134.5/3400.6	1077.9	3267.6	1.5991	35413	2.7051e+05	4.2101	0.99999	1.3014e-05	2.6028e-05	0.0025739	True
CCDC101__P1P2__secondary__RVS__246	CCDC101__P1P2	997.56	3026.5/3046	997.56	3036.2	1.6048	191.44	2.3555e+05	4.2006	0.99999	1.358e-05	2.7159e-05	0.0026586	True
SHCBP1__P1P2__primarysecondary__FWD__74	SHCBP1__P1P2	1106.4	3125.3/3542.8	1106.4	3334	1.5905	87148	2.8343e+05	4.1842	0.99999	1.4581e-05	2.9162e-05	0.0028261	True
CSNK2A1_-_524311.23-P1P2	CSNK2A1__P1P2	1624.6	4996.7/4506	1624.6	4751.4	1.5477	1.2039e+05	5.6334e+05	4.1659	0.99998	1.5743e-05	3.1486e-05	0.0030211	True
CXorf56__P1P2__primarysecondary__FWD__208	CXorf56__P1P2	971.65	2549.8/3316.8	971.65	2933.3	1.593	2.9419e+05	2.2472e+05	4.1381	0.99998	1.7869e-05	3.5738e-05	0.0033955	True
BRPF1_+_9773489.23-P1P2	BRPF1__P1P2	1049.4	3360.4/2934.1	1049.4	3147.3	1.5836	90884	2.5786e+05	4.1313	0.99998	1.8393e-05	3.6786e-05	0.0034611	True
MYO9B_-_17186660.23-P1P2	MYO9B__P1P2	1005.3	2801.7/3189.5	1005.3	2995.6	1.5742	75187	2.3884e+05	4.0725	0.99998	2.3727e-05	4.7454e-05	0.0044219	True
non-targeting_01669	negative_control__na	769.54	2289.2/2339.5	769.54	2314.3	1.5873	1264.4	1.4814e+05	4.0136	0.99997	3.0594e-05	6.1187e-05	0.0056473	True
L3MBTL2_-_41601740.23-P1P2	L3MBTL2__P1P2	1590.9	4534.5/4467.8	1590.9	4501.2	1.4999	2222.4	5.4262e+05	3.9508	0.99996	3.9559e-05	7.9119e-05	0.0072334	True
SUPT7L_-_27886426.23-P1P2	SUPT7L__P1P2	1140.1	3418.8/3176.7	1140.1	3297.8	1.5315	29290	2.9904e+05	3.9457	0.99996	4.0538e-05	8.1076e-05	0.007343	True
MYO9B__P1P2__primary__RVS__91	MYO9B__P1P2	1041.6	2826/3210.3	1041.6	3018.1	1.5339	73841	2.5446e+05	3.9182	0.99995	4.5484e-05	9.0968e-05	0.0081627	True
non-targeting_01600	negative_control__na	1818.9	5164.3/4948.5	1818.9	5056.4	1.4745	23290	6.895e+05	3.8989	0.99995	4.9023e-05	9.8047e-05	0.0087172	True
CPNE1__P1P2__primary__FWD__59	CPNE1__P1P2	1197.1	3344.8/3497.2	1197.1	3421	1.5141	11604	3.263e+05	3.8932	0.99995	5.0366e-05	0.00010073	0.0088744	True
KAT2A_-_40273323.23-P1P2	KAT2A__P1P2	1116.7	3400.9/3003.8	1116.7	3202.3	1.519	78833	2.882e+05	3.8849	0.99995	5.2159e-05	0.00010432	0.0091076	True
SUPT20H__P1P2__secondary__FWD__51	SUPT20H__P1P2	1191.9	3317.7/3481.8	1191.9	3399.7	1.5114	13462	3.2378e+05	3.8801	0.99995	5.3176e-05	0.00010635	0.0092023	True
MED24_-_38210631.23-P1P2	MED24__P1P2	1456.2	4176.3/3896.7	1456.2	4036.5	1.4703	39080	4.632e+05	3.7913	0.99992	7.6168e-05	0.00015234	0.013065	True
CSNK2A1_+_524079.23-P1P2	CSNK2A1__P1P2	1166	3250.1/3294.7	1166	3272.4	1.488	997.24	3.113e+05	3.7753	0.99992	8.1395e-05	0.00016279	0.013839	True
CUL3_+_225450000.23-P1P2	CUL3__P1P2	987.19	3193.4/2399.2	987.19	2796.3	1.5012	3.1545e+05	2.3119e+05	3.7625	0.99991	8.5821e-05	0.00017164	0.014464	True
MED24__P1P2__primarysecondary__FWD__67	MED24__P1P2	1096	3034.6/3120.4	1096	3077.5	1.4886	3688.2	2.7871e+05	3.7533	0.99991	8.8937e-05	0.00017787	0.01486	True
MED16__P1P2__primary__FWD__-7	MED16__P1P2	888.73	2431.9/2626.4	888.73	2529.2	1.5078	18911	1.9161e+05	3.7476	0.99991	9.1214e-05	0.00018243	0.01511	True
LEO1__P1P2__primary__FWD__36	LEO1__P1P2	1204.8	3447.7/3253.8	1204.8	3350.8	1.4749	18786	3.301e+05	3.735	0.9999	9.5579e-05	0.00019116	0.015699	True
MED16__P1P2__primary__RVS__63	MED16__P1P2	1041.6	2542.3/3284.7	1041.6	2913.5	1.483	2.7558e+05	2.5446e+05	3.7108	0.99989	0.00010535	0.00021071	0.01716	True
FAM83H_+_144815730.23-P1P2	FAM83H__P1P2	497.48	1541/1387.6	497.48	1464.3	1.5556	11759	67974	3.7082	0.99989	0.00010738	0.00021476	0.017283	True
SPRY4_+_141704568.23-P1P2	SPRY4__P1P2	1189.3	3328.1/3256.5	1189.3	3292.3	1.4682	2559.8	3.2252e+05	3.703	0.99989	0.00010848	0.00021696	0.017283	True
SPRY4_-_141704118.23-P1P2	SPRY4__P1P2	1417.3	3971.7/3781.4	1417.3	3876.6	1.451	18113	4.4133e+05	3.7019	0.99989	0.00010879	0.00021758	0.017283	True
CYP51A1_+_91763777.23-P1P2	CYP51A1__P1P2	1085.7	3229.3/2796	1085.7	3012.6	1.4716	93863	2.7401e+05	3.6812	0.99988	0.00011831	0.00023663	0.018644	True
UBE2M_+_59069830.23-P1P2	UBE2M__P1P2	1046.8	2846.2/2970.3	1046.8	2908.2	1.4733	7699.1	2.5672e+05	3.6738	0.99988	0.00012184	0.00024369	0.018982	True
TMEM81_-_205053412.23-ENST00000367167.3	TMEM81__ENST00000367167.3	813.59	2441.2/2157.8	813.59	2299.5	1.4978	40139	1.6363e+05	3.6733	0.99988	0.00012242	0.00024484	0.018982	True
MED13_+_60142610.23-P1P2	MED13__P1P2	1228.2	3417/3326.9	1228.2	3372	1.4563	4063.1	3.4161e+05	3.6679	0.99988	0.00012447	0.00024894	0.019147	True
KCTD10__P1P2__primary__RVS__36	KCTD10__P1P2	1308.5	3519.9/3621.9	1308.5	3570.9	1.4477	5197.7	3.8258e+05	3.6577	0.99987	0.00012947	0.00025895	0.019759	True
ACADS_+_121164090.23-P1P2	ACADS__P1P2	720.31	1998.6/2082.1	720.31	2040.3	1.5008	3486.5	1.3164e+05	3.6382	0.99986	0.00014058	0.00028115	0.021286	True
CUL3_+_225449978.23-P1P2	CUL3__P1P2	917.23	2507/2584.8	917.23	2545.9	1.4718	3026.9	2.0273e+05	3.6173	0.99985	0.00015202	0.00030404	0.022841	True
SLC4A1AP__P1P2__primarysecondary__RVS__84	SLC4A1AP__P1P2	1189.3	3136.8/3345.7	1189.3	3241.2	1.4457	21810	3.2252e+05	3.6132	0.99985	0.00015404	0.00030807	0.022966	True
MED16__P1P2__primary__FWD__76	MED16__P1P2	1109	3118.9/2930.7	1109	3024.8	1.4468	17705	2.8462e+05	3.5911	0.99983	0.00016781	0.00033561	0.024828	True
BRPF1_+_9773477.23-P1P2	BRPF1__P1P2	1417.3	3982.1/3618.5	1417.3	3800.3	1.4223	66112	4.4133e+05	3.5871	0.99983	0.00016997	0.00033995	0.024958	True
ZC3H7B_-_41697574.23-P1P2	ZC3H7B__P1P2	829.14	2161.5/2436	829.14	2298.8	1.4701	37677	1.6926e+05	3.5722	0.99982	0.00018099	0.00036198	0.026375	True
MED13L__P1P2__secondary__RVS__34	MED13L__P1P2	1329.2	3562.1/3521.3	1329.2	3541.7	1.4132	831.16	3.9348e+05	3.5271	0.99979	0.00021372	0.00042745	0.030913	True
C6orf62_+_24720649.23-P1	C6orf62__P1	1041.6	2782.6/2857	1041.6	2819.8	1.4359	2764.6	2.5446e+05	3.5251	0.99978	0.00021584	0.00043168	0.030988	True
MYO9B_-_17186637.23-P1P2	MYO9B__P1P2	1394	3608.9/3764	1394	3686.4	1.4024	12027	4.2843e+05	3.5023	0.99977	0.00023449	0.00046897	0.033418	True
