sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
non-targeting_00692	negative_control__na	880.17	111.93/128.06	880.17	119.99	-2.8645	130	4.3036e+07	2.2237	0.013084	0.98692	0.026168	0.33692	False
PMVK_+_154909206.23-P1P2	PMVK__P1P2	880.17	112.94/127.18	880.17	120.06	-2.8637	101.46	4.3036e+07	2.2235	0.013092	0.98691	0.026183	0.33692	False
U2SURP__P1P2__primary__FWD__55	U2SURP__P1P2	1272.4	151.26/144.61	1272.4	147.93	-3.0959	22.121	6.2212e+07	2.2229	0.013112	0.98689	0.026225	0.33692	False
EMC1__P1P2__primary__FWD__96	EMC1__P1P2	1419.4	172.43/142.86	1419.4	157.65	-3.1624	437.19	6.9403e+07	2.2224	0.013128	0.98687	0.026256	0.33692	False
ZNHIT3__P1P2__primary__RVS__248	ZNHIT3__P1P2	1465	184.54/136.77	1465	160.65	-3.181	1140.9	7.1633e+07	2.2221	0.013138	0.98686	0.026276	0.33692	False
DROSHA__31531421__RVS__48	DROSHA__31531421	1316.8	148.23/154.19	1316.8	151.21	-3.114	17.738	6.4386e+07	2.2219	0.013143	0.98686	0.026287	0.33692	False
WNT7A_-_13921172.23-P1P2	WNT7A__P1P2	1070.6	146.22/122.83	1070.6	134.52	-2.9831	273.49	5.2345e+07	2.2219	0.013147	0.98685	0.026293	0.33692	False
CEP63__P1P2__secondary__FWD__65	CEP63__P1P2	1527.8	178.49/151.58	1527.8	165.03	-3.2028	362.05	7.4699e+07	2.221	0.013175	0.98683	0.02635	0.33692	False
CEP63_-_134204602.23-P1P2	CEP63__P1P2	1304.3	168.4/133.28	1304.3	150.84	-3.1037	616.66	6.3773e+07	2.2208	0.013183	0.98682	0.026366	0.33692	False
DHH_+_49488100.23-P1P2	DHH__P1P2	1193.7	125.04/162.03	1193.7	143.54	-3.0472	684.1	5.8366e+07	2.2205	0.013192	0.98681	0.026383	0.33692	False
HMBS__P1__primarysecondary__FWD__61	HMBS__P1	1682.8	180.5/169	1682.8	174.75	-3.2601	66.162	8.2281e+07	2.2205	0.013193	0.98681	0.026387	0.33692	False
ATP12A_-_25255017.23-P1P2	ATP12A__P1P2	866.49	133.11/107.15	866.49	120.13	-2.8403	336.93	4.2367e+07	2.2199	0.013213	0.98679	0.026427	0.33692	False
DGCR8__P1P2__secondary__FWD__56	DGCR8__P1P2	1291.7	136.13/166.39	1291.7	151.26	-3.0858	457.61	6.316e+07	2.2176	0.013293	0.98671	0.026585	0.33692	False
ATP6AP1_-_153657070.23-P1P2	ATP6AP1__P1P2	1297.4	150.25/153.32	1297.4	151.78	-3.0872	4.707	6.3439e+07	2.2172	0.013305	0.98669	0.026611	0.33692	False
PFDN1_+_139682624.23-P1P2	PFDN1__P1P2	1278.1	179.49/121.96	1278.1	150.73	-3.0756	1655.2	6.2491e+07	2.2166	0.013326	0.98667	0.026652	0.33692	False
GTF3C4__P1P2__primary__RVS__67	GTF3C4__P1P2	1402.3	152.27/166.39	1402.3	159.33	-3.1298	99.664	6.8567e+07	2.2156	0.013361	0.98664	0.026721	0.33692	False
RAD9A_-_67159481.23-P1P2	RAD9A__P1P2	1037.5	139.16/129.8	1037.5	134.48	-2.9384	43.804	5.0729e+07	2.2151	0.013376	0.98662	0.026753	0.33692	False
IPO5_+_98628924.23-P1P2	IPO5__P1P2	1070.6	125.04/148.96	1070.6	137	-2.957	286.14	5.2345e+07	2.2147	0.013389	0.98661	0.026778	0.33692	False
ZZZ3_-_78149063.23-P1P2	ZZZ3__P1P2	842.54	148.23/91.468	842.54	119.85	-2.8032	1611.1	4.1196e+07	2.2147	0.01339	0.98661	0.02678	0.33692	False
ZRSR2_+_15808666.23-P1P2	ZRSR2__P1P2	1118.5	137.14/143.74	1118.5	140.44	-2.9845	21.746	5.4687e+07	2.2147	0.013391	0.98661	0.026782	0.33692	False
METTL15_+_28129954.23-P2	METTL15__P2	923.49	162.35/90.597	923.49	126.47	-2.8585	2574.3	4.5154e+07	2.2136	0.013427	0.98657	0.026854	0.33692	False
OPRD1_+_29139119.23-P1P2	OPRD1__P1P2	1428.6	126.05/197.75	1428.6	161.9	-3.1335	2570.2	6.9849e+07	2.2135	0.013433	0.98657	0.026866	0.33692	False
ACTR8__P1P2__primary__FWD__16	ACTR8__P1P2	1003.3	106.89/158.55	1003.3	132.72	-2.9089	1334.2	4.9056e+07	2.2129	0.013452	0.98655	0.026904	0.33692	False
METTL15__P2__primarysecondary__RVS__59	METTL15__P2	1031.8	139.16/130.67	1031.8	134.91	-2.9258	36.03	5.045e+07	2.2126	0.013461	0.98654	0.026923	0.33692	False
PNKP_+_50370456.23-P1P2	PNKP__P1P2	1455.9	165.38/163.77	1455.9	164.57	-3.1374	1.2865	7.1187e+07	2.2113	0.013508	0.98649	0.027015	0.33692	False
FKBPL_-_32097991.23-P1P2	FKBPL__P1P2	1519.8	169.41/169	1519.8	169.2	-3.1595	0.084414	7.4309e+07	2.2101	0.013549	0.98645	0.027099	0.33692	False
KIAA0020_-_2844055.23-P1	KIAA0020__P1	1068.3	159.33/118.47	1068.3	138.9	-2.9342	834.46	5.2234e+07	2.2089	0.013591	0.98641	0.027183	0.33692	False
NSDHL_-_151999595.23-P1P2	NSDHL__P1P2	1159.5	157.31/134.15	1159.5	145.73	-2.9835	268.08	5.6693e+07	2.2082	0.013616	0.98638	0.027232	0.33692	False
CPNE1_+_34252560.23-P1P2	CPNE1__P1P2	1709	205.71/158.55	1709	182.13	-3.2231	1112.3	8.3563e+07	2.2078	0.013628	0.98637	0.027257	0.33692	False
OBFC1_-_105677919.23-P1P2	OBFC1__P1P2	2096.7	270.25/141.12	2096.7	205.69	-3.3433	8336.8	1.0252e+08	2.207	0.013657	0.98634	0.027314	0.33692	False
SAE1_-_47634139.23-P1P2	SAE1__P1P2	967.96	111.93/153.32	967.96	132.62	-2.8582	856.45	4.7328e+07	2.2053	0.013715	0.98628	0.027431	0.33692	False
BCKDHA__P1__primarysecondary__FWD__27	BCKDHA__P1	1225.6	161.34/141.99	1225.6	151.67	-3.0062	187.19	5.9927e+07	2.2048	0.013733	0.98627	0.027466	0.33692	False
ORC5_-_103848430.23-P1P2	ORC5__P1P2	1566.5	183.53/165.51	1566.5	174.52	-3.1588	162.23	7.6595e+07	2.2048	0.013734	0.98627	0.027468	0.33692	False
DUSP12_+_161719571.23-P1P2	DUSP12__P1P2	1542.6	182.52/163.77	1542.6	173.15	-3.1479	175.72	7.5424e+07	2.2044	0.013747	0.98625	0.027494	0.33692	False
NONO__P1P2__secondary__FWD__85	NONO__P1P2	961.12	166.38/98.437	961.12	132.41	-2.8503	2308.4	4.6994e+07	2.2044	0.013748	0.98625	0.027495	0.33692	False
NPDC1_+_139940089.23-P1P2	NPDC1__P1P2	1265.5	175.46/134.15	1265.5	154.81	-3.023	853.11	6.1878e+07	2.2039	0.013765	0.98624	0.027529	0.33692	False
RAI14_+_34656727.23-P1P2	RAI14__P1P2	1058	201.68/78.401	1058	140.04	-2.9086	7598.6	5.1732e+07	2.2036	0.013778	0.98622	0.027555	0.33692	False
GTF2H2_+_70363440.23-ENST00000274400.5_ENST00000330280.7	GTF2H2__ENST00000274400.5_ENST00000330280.7	1088.8	141.17/143.74	1088.8	142.46	-2.9254	3.2803	5.3237e+07	2.2032	0.013791	0.98621	0.027582	0.33692	False
C7orf26__P1P2__secondary__RVS__52	C7orf26__P1P2	1046.6	214.79/64.463	1046.6	139.63	-2.8972	11299	5.1175e+07	2.2023	0.013821	0.98618	0.027642	0.33692	False
DICER1__P1P2__primary__RVS__65	DICER1__P1P2	1491.3	204.7/137.64	1491.3	171.17	-3.1156	2248.9	7.2915e+07	2.2013	0.013857	0.98614	0.027715	0.33692	False
CEP63_-_134204996.23-P1P2	CEP63__P1P2	1710.2	202.69/168.13	1710.2	185.41	-3.1985	597.16	8.3619e+07	2.201	0.013869	0.98613	0.027738	0.33692	False
BUB1_-_111435255.23-P1P2	BUB1__P1P2	938.31	146.22/117.6	938.31	131.91	-2.8212	409.39	4.5879e+07	2.2006	0.013881	0.98612	0.027761	0.33692	False
GTF2H2_+_70363453.23-ENST00000274400.5_ENST00000330280.7	GTF2H2__ENST00000274400.5_ENST00000330280.7	1028.4	172.43/105.41	1028.4	138.92	-2.8791	2246.4	5.0283e+07	2.2004	0.013888	0.98611	0.027775	0.33692	False
HSPA14_+_14880366.23-P1P2	HSPA14__P1P2	1454.8	175.46/162.9	1454.8	169.18	-3.0967	78.866	7.1132e+07	2.2003	0.013892	0.98611	0.027785	0.33692	False
PMVK_-_154909154.23-P1P2	PMVK__P1P2	1099.1	157.31/131.54	1099.1	144.42	-2.9193	332.01	5.3739e+07	2.1999	0.013908	0.98609	0.027816	0.33692	False
IRX1_+_3596391.23-P1P2	IRX1__P1P2	1295.2	185.54/131.54	1295.2	158.54	-3.0222	1458.2	6.3327e+07	2.1997	0.013913	0.98609	0.027825	0.33692	False
HMGCS1_-_43313473.23-P1P2	HMGCS1__P1P2	1027.2	159.33/119.34	1027.2	139.34	-2.8732	799.25	5.0227e+07	2.199	0.013938	0.98606	0.027875	0.33692	False
FAM115A__143579171__RVS__35	FAM115A__143579171	771.86	105.88/132.41	771.86	119.15	-2.6854	351.93	3.774e+07	2.198	0.013974	0.98603	0.027947	0.33692	False
ACTR8__P1P2__primary__RVS__3	ACTR8__P1P2	1272.4	208.74/107.15	1272.4	157.94	-3.0021	5160.1	6.2212e+07	2.1973	0.014001	0.986	0.028002	0.33692	False
XPO5_+_43543679.23-P1P2	XPO5__P1P2	1441.1	192.6/147.22	1441.1	169.91	-3.0769	1029.8	7.0463e+07	2.1965	0.014029	0.98597	0.028057	0.33692	False
ARHGEF5__144052240__RVS__37	ARHGEF5__144052240	810.62	136.13/109.76	810.62	122.95	-2.7111	347.71	3.9635e+07	2.1963	0.014034	0.98597	0.028068	0.33692	False
non-targeting_00098	negative_control__na	1343.1	172.43/155.06	1343.1	163.75	-3.0283	150.93	6.5668e+07	2.1952	0.014075	0.98592	0.028151	0.33692	False
PMVK_-_154909257.23-P1P2	PMVK__P1P2	1110.5	152.27/141.99	1110.5	147.13	-2.9075	52.769	5.4296e+07	2.1949	0.014087	0.98591	0.028174	0.33692	False
PFDN4_-_52824681.23-P1P2	PFDN4__P1P2	995.32	171.43/105.41	995.32	138.42	-2.8372	2179.3	4.8666e+07	2.1947	0.014093	0.98591	0.028186	0.33692	False
ANKRD49__P1P2__secondary__FWD__30	ANKRD49__P1P2	1864.1	222.85/175.1	1864.1	198.98	-3.2213	1140.4	9.1144e+07	2.1929	0.014156	0.98584	0.028312	0.33692	False
FKBPL_+_32097962.23-P1P2	FKBPL__P1P2	1227.9	149.24/163.77	1227.9	156.51	-2.9639	105.56	6.0038e+07	2.1929	0.014157	0.98584	0.028314	0.33692	False
ASUN_-_27090898.23-P1P2	ASUN__P1P2	1164.1	184.54/119.34	1164.1	151.94	-2.9294	2124.9	5.6916e+07	2.1927	0.014166	0.98583	0.028331	0.33692	False
ANKRD49__P1P2__secondary__RVS__28	ANKRD49__P1P2	1506.1	219.83/132.41	1506.1	176.12	-3.089	3820.9	7.364e+07	2.1923	0.014178	0.98582	0.028356	0.33692	False
ZNF236_-_74534801.23-P1P2	ZNF236__P1P2	1127.6	137.14/162.03	1127.6	149.59	-2.9058	309.72	5.5133e+07	2.1917	0.014199	0.9858	0.028398	0.33692	False
CHEK1_-_125495912.23-P1P2	CHEK1__P1P2	1357.9	183.53/148.96	1357.9	166.24	-3.0224	597.34	6.6393e+07	2.1917	0.014201	0.9858	0.028402	0.33692	False
DNMT1_-_10305582.23-P1P2	DNMT1__P1P2	1079.7	143.19/148.96	1079.7	146.08	-2.8773	16.654	5.2791e+07	2.1915	0.014209	0.98579	0.028419	0.33692	False
H2AFZ_+_100871399.23-P1P2	H2AFZ__P1P2	794.66	145.21/101.05	794.66	123.13	-2.6803	974.94	3.8855e+07	2.1914	0.01421	0.98579	0.028421	0.33692	False
WDR70__P1P2__primary__FWD__85	WDR70__P1P2	843.68	134.12/121.09	843.68	127.6	-2.7155	84.88	4.1252e+07	2.1904	0.014246	0.98575	0.028492	0.33692	False
PMAIP1__57567020__RVS__36	PMAIP1__57567020	2834.3	29298/27934	2834.3	28616	3.3353	9.2934e+05	1.3858e+08	2.1901	0.97604	0.023961	0.047922	0.33692	True
UBA3__P1P2__primarysecondary__FWD__69	UBA3__P1P2	1482.1	224.87/126.31	1482.1	175.59	-3.0702	4856.8	7.2469e+07	2.1899	0.014266	0.98573	0.028532	0.33692	False
NAE1_+_66864833.23-P1P2	NAE1__P1P2	1240.4	203.69/114.12	1240.4	158.91	-2.9567	4012	6.0651e+07	2.1892	0.014291	0.98571	0.028583	0.33692	False
COG6_-_40229879.23-P1P2	COG6__P1P2	1174.3	137.14/171.61	1174.3	154.38	-2.9192	594.12	5.7418e+07	2.1884	0.014322	0.98568	0.028644	0.33692	False
RNF8_-_37321900.23-P1P2	RNF8__P1P2	1207.4	170.42/143.74	1207.4	157.08	-2.9344	355.96	5.9035e+07	2.1877	0.014345	0.98565	0.02869	0.33692	False
TOP1_+_39657849.23-P1P2	TOP1__P1P2	1197.1	168.4/144.61	1197.1	156.5	-2.9273	283.08	5.8533e+07	2.1873	0.014362	0.98564	0.028724	0.33692	False
PPM1G_-_27632410.23-P1	PPM1G__P1	836.84	168.4/87.984	836.84	128.19	-2.6972	3233.5	4.0917e+07	2.1868	0.014377	0.98562	0.028754	0.33692	False
FZR1_+_3506347.23-P1P2	FZR1__P1P2	1703.3	188.57/195.13	1703.3	191.85	-3.1436	21.54	8.3284e+07	2.1866	0.014385	0.98561	0.02877	0.33692	False
SMN2__69345238__RVS__229	SMN2__69345238	940.59	130.08/143.74	940.59	136.91	-2.7714	93.211	4.599e+07	2.1865	0.014388	0.98561	0.028776	0.33692	False
non-targeting_00617	negative_control__na	1605.3	180.5/190.78	1605.3	185.64	-3.1054	52.788	7.849e+07	2.1861	0.014405	0.98559	0.028811	0.33692	False
