sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
LOC643037_-_94245879.23-P1P2	LOC643037__P1P2	1425.7	5488/4471.1	1425.7	4979.5	1.8036	5.1703e+05	3.4466e+05	6.0535	1	7.1405e-10	1.4281e-09	6.5904e-07	True
RBM15__110881839__FWD__75	RBM15__110881839	1106.1	4306.5/3994.8	1106.1	4150.7	1.9069	48573	2.6739e+05	5.8878	1	1.9888e-09	3.9775e-09	1.7521e-06	True
SUFU__104263513__FWD__29	SUFU__104263513	1720.2	5951.3/5058.8	1720.2	5505	1.6776	3.9831e+05	4.1585e+05	5.8692	1	2.198e-09	4.3959e-09	1.8522e-06	True
SUFU__104263513__RVS__29	SUFU__104263513	1429	5105.3/4468.1	1429	4786.7	1.7433	2.0304e+05	3.4547e+05	5.7127	1	5.6031e-09	1.1206e-08	4.5249e-06	True
PMAIP1__57567020__RVS__48	PMAIP1__57567020	1693.4	5682.9/4856.2	1693.4	5269.5	1.6372	3.4176e+05	4.0938e+05	5.5892	1	1.1455e-08	2.2909e-08	8.8805e-06	True
CSNK2A1_-_524399.23-P1P2	CSNK2A1__P1P2	1229.9	4100.4/4441.9	1229.9	4271.2	1.7953	58320	2.9733e+05	5.5775	1	1.235e-08	2.47e-08	9.2065e-06	True
NF2__29999349__RVS__91	NF2__29999349	1276.8	3501.3/5032.6	1276.8	4266.9	1.7399	1.1725e+06	3.0865e+05	5.3822	1	3.7184e-08	7.4367e-08	2.6692e-05	True
ZNF787_-_56632608.23-P1P2	ZNF787__P1P2	1214.8	3663.5/4536.1	1214.8	4099.8	1.754	3.808e+05	2.9369e+05	5.3235	1	5.1538e-08	1.0308e-07	3.5675e-05	True
TADA2B__P1P2__secondary__FWD__9	TADA2B__P1P2	1141.2	3610.7/4251.3	1141.2	3931	1.7834	2.0515e+05	2.7589e+05	5.3114	1	5.5228e-08	1.1046e-07	3.6912e-05	True
CSNK2A1__P1P2__secondary__RVS__29	CSNK2A1__P1P2	1410.6	4633.2/4223.6	1410.6	4428.4	1.6498	83894	3.4102e+05	5.1678	1	1.1939e-07	2.3877e-07	7.7131e-05	True
LEO1__P1P2__primary__RVS__38	LEO1__P1P2	1641.5	4935.2/4823.3	1641.5	4879.2	1.571	6265.5	3.9684e+05	5.1396	1	1.3832e-07	2.7665e-07	8.6484e-05	True
ZNF787__P1P2__primary__RVS__57	ZNF787__P1P2	1588	3944.6/5293.5	1588	4619.1	1.5398	9.0977e+05	3.839e+05	4.8921	1	5.015e-07	1.003e-06	0.00030375	True
CSNK2A1_-_524386.23-P1P2	CSNK2A1__P1P2	1258.3	3798.5/4102.5	1258.3	3950.5	1.6497	46220	3.0421e+05	4.881	1	5.3363e-07	1.0673e-06	0.00031342	True
MED16__P1P2__primary__FWD__29	MED16__P1P2	1193.1	3726.6/3890.2	1193.1	3808.4	1.6736	13382	2.8843e+05	4.8697	1	5.6643e-07	1.1329e-06	0.0003229	True
SGK223__P1P2__secondary__FWD__69	SGK223__P1P2	1678.4	4507.8/4995.2	1678.4	4751.5	1.5008	1.1878e+05	4.0574e+05	4.8246	1	7.0438e-07	1.4088e-06	0.00039006	True
NF2__29999349__FWD__97	NF2__29999349	1832.3	5427.3/4646.8	1832.3	5037	1.4584	3.0457e+05	4.4296e+05	4.8152	1	7.3754e-07	1.4751e-06	0.00039709	True
CSNK2A1_+_524079.23-P1P2	CSNK2A1__P1P2	1161.3	3352.7/4066.6	1161.3	3709.7	1.6747	2.5483e+05	2.8074e+05	4.8096	1	7.6712e-07	1.5342e-06	0.00040185	True
MED23_-_131949260.23-P1P2	MED23__P1P2	1464.2	4229.8/4374.6	1464.2	4302.2	1.5544	10487	3.5396e+05	4.7703	1	9.262e-07	1.8524e-06	0.00047241	True
CSNK2A1_+_524305.23-P1P2	CSNK2A1__P1P2	1450.8	3670.6/4824.7	1450.8	4247.7	1.5492	6.6598e+05	3.5073e+05	4.7228	1	1.1717e-06	2.3434e-06	0.00058231	True
SUFU__104263513__FWD__26	SUFU__104263513	1444.1	4793/3659.1	1444.1	4226.1	1.5485	6.4284e+05	3.4911e+05	4.7084	1	1.2574e-06	2.5149e-06	0.00060929	True
CSNK2A1_-_524311.23-P1P2	CSNK2A1__P1P2	1599.7	4721.9/4317.8	1599.7	4519.9	1.4979	81641	3.8673e+05	4.6957	1	1.335e-06	2.67e-06	0.00063109	True
SGK223_+_8243886.23-P1P2	SGK223__P1P2	1561.2	4276.2/4575	1561.2	4425.6	1.5026	44661	3.7742e+05	4.6625	1	1.571e-06	3.142e-06	0.00072497	True
MED13_-_60142558.23-P1P2	MED13__P1P2	1224.9	3305.6/4161.6	1224.9	3733.6	1.6071	3.6636e+05	2.9611e+05	4.6102	1	2.0365e-06	4.073e-06	0.00091795	True
SGK223_-_8243728.23-P1P2	SGK223__P1P2	1601.4	4287.3/4624.4	1601.4	4455.9	1.4758	56795	3.8713e+05	4.5877	1	2.2519e-06	4.5039e-06	0.00099197	True
RBM15__110881839__FWD__72	RBM15__110881839	1183	3639.5/3624.7	1183	3632.1	1.6175	108.88	2.86e+05	4.5795	1	2.3625e-06	4.725e-06	0.0010176	True
LEO1__P1P2__primary__FWD__36	LEO1__P1P2	1467.5	4438.3/3853.5	1467.5	4145.9	1.4977	1.71e+05	3.5477e+05	4.4968	1	3.4732e-06	6.9464e-06	0.0014634	True
MED13L_+_116715443.23-P1P2	MED13L__P1P2	1335.3	4143.6/3626.2	1335.3	3884.9	1.54	1.3381e+05	3.2281e+05	4.4874	1	3.6396e-06	7.2793e-06	0.0015009	True
SUPT7L_-_27886252.23-P1P2	SUPT7L__P1P2	1554.5	3892.7/4685.7	1554.5	4289.2	1.4636	3.144e+05	3.7581e+05	4.4609	1	4.1036e-06	8.2072e-06	0.001657	True
STMND1_-_17102346.23-P1P2	STMND1__P1P2	1345.4	3948.6/3817.6	1345.4	3883.1	1.5285	8581.2	3.2524e+05	4.4499	1	4.3351e-06	8.6702e-06	0.0017148	True
KIAA1429__P1P2__primarysecondary__FWD__61	KIAA1429__P1P2	1522.7	5007.9/3372	1522.7	4190	1.4597	1.338e+06	3.6812e+05	4.3961	0.99999	5.545e-06	1.109e-05	0.0021495	True
MED23__P1P2__secondary__RVS__58	MED23__P1P2	1059.2	2908.6/3333.1	1059.2	3120.8	1.558	90135	2.5607e+05	4.0741	0.99998	2.3522e-05	4.7043e-05	0.0089391	True
MED23_-_131949303.23-P1P2	MED23__P1P2	1375.5	3552.4/3823.6	1375.5	3688	1.4223	36774	3.3252e+05	4.0103	0.99997	3.058e-05	6.1161e-05	0.011398	True
C7orf49_+_134854993.23-P1P2	C7orf49__P1P2	1286.8	2791.1/4228.9	1286.8	3510	1.447	1.0335e+06	3.1108e+05	3.986	0.99997	3.3951e-05	6.7903e-05	0.012416	True
PIP4K2C_+_57985384.23-P1P2	PIP4K2C__P1P2	1012.4	3282.4/2660.2	1012.4	2971.3	1.5524	1.9355e+05	2.4474e+05	3.9598	0.99996	3.8287e-05	7.6575e-05	0.013354	True
KIAA1429_+_95565606.23-P1P2	KIAA1429__P1P2	1452.5	3325.5/4265.5	1452.5	3795.5	1.3852	4.4175e+05	3.5113e+05	3.9541	0.99996	3.8683e-05	7.7367e-05	0.013354	True
SGK223__P1P2__secondary__FWD__73	SGK223__P1P2	1295.2	3238.5/3775	1295.2	3506.7	1.4363	1.4394e+05	3.131e+05	3.9524	0.99996	3.9092e-05	7.8184e-05	0.013354	True
MED23_-_131949283.23-P1P2	MED23__P1P2	1265	3423.8/3476.7	1265	3450.2	1.4468	1398.6	3.0582e+05	3.9515	0.99996	3.9273e-05	7.8546e-05	0.013354	True
SUFU__104263513__RVS__28	SUFU__104263513	1283.4	3864/3093.1	1283.4	3478.5	1.4378	2.9709e+05	3.1027e+05	3.9408	0.99996	4.1043e-05	8.2087e-05	0.013716	True
MED12_+_70338481.23-P1P2	MED12__P1P2	1298.5	3639.5/3360.1	1298.5	3499.8	1.4297	39042	3.1391e+05	3.9289	0.99996	4.3115e-05	8.623e-05	0.014164	True
MED16__P1P2__primary__RVS__63	MED16__P1P2	1275.1	3288/3544.7	1275.1	3416.4	1.4212	32955	3.0825e+05	3.8568	0.99994	5.8078e-05	0.00011616	0.01876	True
PTPN12_-_77166641.23-P1P2	PTPN12__P1P2	1690.1	4419.1/3884.2	1690.1	4151.7	1.2961	1.431e+05	4.0857e+05	3.8511	0.99994	5.9042e-05	0.00011808	0.01876	True
CYP51A1_-_91763733.23-P1P2	CYP51A1__P1P2	1290.1	3447/3409.4	1290.1	3428.2	1.4092	705.69	3.1189e+05	3.8284	0.99993	6.5174e-05	0.00013035	0.020087	True
MED16__P1P2__primary__FWD__36	MED16__P1P2	1131.2	2641.7/3615.8	1131.2	3128.8	1.467	4.7435e+05	2.7346e+05	3.8199	0.99993	6.7777e-05	0.00013555	0.020087	True
MLLT1_+_6279869.23-P1P2	MLLT1__P1P2	1323.6	3555.6/3413.1	1323.6	3484.4	1.3958	10149	3.1998e+05	3.8198	0.99993	6.7418e-05	0.00013484	0.020087	True
MED25_-_50321617.23-P1P2	MED25__P1P2	1178	3366.3/3064	1178	3215.1	1.4477	45696	2.8479e+05	3.8173	0.99993	6.8402e-05	0.0001368	0.020087	True
RASA2__P1P2__primary__FWD__60	RASA2__P1P2	1723.5	4627.6/3745.1	1723.5	4186.4	1.2798	3.8944e+05	4.1666e+05	3.8154	0.99993	6.823e-05	0.00013646	0.020087	True
CPNE1_-_34252842.23-P1P2	CPNE1__P1P2	1285.1	3463.7/3334.6	1285.1	3399.2	1.4026	8334.9	3.1068e+05	3.7928	0.99992	7.5263e-05	0.00015053	0.021772	True
CYP51A1__P1P2__primary__RVS__61	CYP51A1__P1P2	1542.8	3674.6/3979.9	1542.8	3827.3	1.3102	46586	3.7297e+05	3.7406	0.99991	9.2324e-05	0.00018465	0.026315	True
TADA2B_-_7045121.23-P1P2	TADA2B__P1P2	1188.1	3073.9/3278.6	1188.1	3176.2	1.4179	20940	2.8721e+05	3.7098	0.99989	0.00010511	0.00021023	0.029526	True
MED12__P1P2__secondary__RVS__39	MED12__P1P2	1234.9	3621.1/2879.3	1234.9	3250.2	1.3954	2.7515e+05	2.9854e+05	3.6884	0.99989	0.00011421	0.00022841	0.031308	True
MED12_+_70338552.23-P1P2	MED12__P1P2	1271.7	3682.6/2949.6	1271.7	3316.1	1.382	2.6868e+05	3.0744e+05	3.687	0.99989	0.00011469	0.00022938	0.031308	True
LEO1_+_52263938.23-P1P2	LEO1__P1P2	1480.9	3163.4/4172	1480.9	3667.7	1.3078	5.0868e+05	3.5801e+05	3.6548	0.99987	0.00012955	0.0002591	0.034874	True
LEO1_-_52263975.23-P1P2	LEO1__P1P2	1256.7	2898.2/3640.4	1256.7	3269.3	1.3787	2.7548e+05	3.038e+05	3.6515	0.99987	0.00013186	0.00026371	0.035008	True
MED12_-_70338593.23-P1P2	MED12__P1P2	1127.8	2979.6/3078.2	1127.8	3028.9	1.4245	4854	2.7265e+05	3.6408	0.99986	0.00013801	0.00027603	0.036148	True
NF2__29999349__RVS__92	NF2__29999349	1415.6	2728/4350	1415.6	3539	1.3213	1.3154e+06	3.4223e+05	3.6296	0.99986	0.00014302	0.00028603	0.036959	True
RBM15__110881839__FWD__70	RBM15__110881839	1004	2307/3270.3	1004	2788.7	1.4729	4.6397e+05	2.4272e+05	3.6225	0.99985	0.00014897	0.00029793	0.03799	True
CYP51A1_+_91763777.23-P1P2	CYP51A1__P1P2	1121.1	3337.5/2649.8	1121.1	2993.6	1.4161	2.3651e+05	2.7103e+05	3.5968	0.99984	0.00016365	0.00032731	0.041194	True
SALL2_-_21994375.23-P1P2	SALL2__P1P2	1388.9	3803.2/3106.6	1388.9	3454.9	1.3141	2.4267e+05	3.3576e+05	3.5656	0.99982	0.00018305	0.0003661	0.045485	True
NF2__29999349__RVS__25	NF2__29999349	1288.5	3057.1/3475.2	1288.5	3266.2	1.3413	87386	3.1149e+05	3.5436	0.9998	0.00019946	0.00039893	0.048937	True
MED16__P1P2__primary__FWD__-7	MED16__P1P2	960.49	2799.1/2502.5	960.49	2650.8	1.4636	43999	2.322e+05	3.5078	0.99977	0.00023127	0.00046254	0.055339	True
CHEK1__P1P2__secondary__FWD__32	CHEK1__P1P2	2685.7	5335.4/5688.3	2685.7	5511.9	1.037	62270	6.4927e+05	3.5074	0.99977	0.00022635	0.00045269	0.054838	True
ZNF532_-_56530918.23-P2	ZNF532__P2	1121.1	2624.2/3255.4	1121.1	2939.8	1.39	1.9921e+05	2.7103e+05	3.4933	0.99976	0.00024234	0.00048468	0.05728	True
LEO1_+_52263935.23-P1P2	LEO1__P1P2	1184.7	2509.1/3577.6	1184.7	3043.4	1.3604	5.7083e+05	2.8641e+05	3.473	0.99974	0.0002608	0.0005216	0.060901	True
TFAP4__P1P2__primary__RVS__55	TFAP4__P1P2	1017.4	2180.8/3271.8	1017.4	2726.3	1.4212	5.9515e+05	2.4595e+05	3.4459	0.99971	0.00029045	0.00058089	0.067017	True
CYP51A1__P1P2__primary__FWD__33	CYP51A1__P1P2	1420.7	3273.6/3565.7	1420.7	3419.6	1.2667	42644	3.4344e+05	3.411	0.99967	0.00032613	0.00065226	0.074366	True
ZSCAN10__P1P2__secondary__FWD__96	ZSCAN10__P1P2	1154.6	2588.2/3295	1154.6	2941.6	1.3485	2.4977e+05	2.7912e+05	3.3824	0.99964	0.00036449	0.00072898	0.082146	True
MED24_+_38210612.23-P1P2	MED24__P1P2	1363.8	3058.7/3530.5	1363.8	3294.6	1.2719	1.1129e+05	3.2969e+05	3.3628	0.99961	0.00038922	0.00077844	0.086711	True
TAF5L_+_229761697.23-P1P2	TAF5L__P1P2	1303.5	2540.3/3816.9	1303.5	3178.6	1.2853	8.1484e+05	3.1513e+05	3.3402	0.99958	0.00042286	0.00084573	0.092089	True
MED24_+_38210621.23-P1P2	MED24__P1P2	1589.7	3317.6/4001.6	1589.7	3659.6	1.2024	2.3393e+05	3.843e+05	3.339	0.99958	0.00042264	0.00084528	0.092089	True
MED13_+_60142607.23-P1P2	MED13__P1P2	1086	2592.2/2984.7	1086	2788.5	1.3596	77030	2.6254e+05	3.3226	0.99955	0.00045356	0.00090712	0.097676	True
PTPN12_+_77167035.23-P1P2	PTPN12__P1P2	1798.8	3768.1/4151.8	1798.8	3960	1.138	73629	4.3487e+05	3.2772	0.99947	0.00052587	0.0010517	0.112	True
MED13__P1P2__primarysecondary__FWD__54	MED13__P1P2	1288.5	2967.7/3170.9	1288.5	3069.3	1.2516	20650	3.1149e+05	3.1908	0.99928	0.00071692	0.0014338	0.15104	True
PPP2R5E_+_64009644.23-P1P2	PPP2R5E__P1P2	1357.1	3024.4/3310.7	1357.1	3167.5	1.2223	40990	3.2807e+05	3.1609	0.99921	0.00079354	0.0015871	0.16538	True
BTAF1_-_93683578.23-P1P2	BTAF1__P1P2	1164.6	2116.9/3512.6	1164.6	2814.7	1.2724	9.7395e+05	2.8155e+05	3.1098	0.99905	0.00094943	0.0018989	0.19577	True
MED23__P1P2__secondary__FWD__70	MED23__P1P2	1318.6	3065.1/3077.4	1318.6	3071.3	1.2192	75.722	3.1877e+05	3.1043	0.99904	0.00096293	0.0019259	0.19646	True
MED23_+_131949340.23-P1P2	MED23__P1P2	1097.7	2685.7/2696.9	1097.7	2691.3	1.293	62.559	2.6537e+05	3.0935	0.99899	0.0010058	0.0020117	0.20155	True
ING5_-_242641483.23-P1P2	ING5__P1P2	1298.5	2804.7/3253.1	1298.5	3028.9	1.2213	1.0054e+05	3.1391e+05	3.0885	0.99898	0.0010163	0.0020326	0.20155	True
USP22__P1P2__primary__FWD__6	USP22__P1P2	1301.9	3010.8/3057.2	1301.9	3034	1.22	1078.3	3.1472e+05	3.0876	0.99898	0.0010191	0.0020382	0.20155	True
UBE2M_+_59069830.23-P1P2	UBE2M__P1P2	1139.5	2424.5/3087.9	1139.5	2756.2	1.2735	2.2008e+05	2.7548e+05	3.0801	0.99895	0.0010503	0.0021007	0.2054	True
LEO1_+_52263963.23-P1P2	LEO1__P1P2	1541.1	3802.4/3033.3	1541.1	3417.9	1.1486	2.9578e+05	3.7257e+05	3.0747	0.99894	0.0010597	0.0021195	0.2054	True
MNT__P1P2__primary__RVS__30	MNT__P1P2	1445.8	3468.5/3040	1445.8	3254.3	1.17	91801	3.4951e+05	3.0591	0.99888	0.0011181	0.0022361	0.21456	True
ZSCAN10_-_3149226.23-P1P2	ZSCAN10__P1P2	1338.7	2771.2/3279.3	1338.7	3025.2	1.1756	1.2911e+05	3.2362e+05	2.9647	0.99847	0.001529	0.003058	0.29054	True
SUPT7L_-_27886426.23-P1P2	SUPT7L__P1P2	1243.3	2876.6/2805.3	1243.3	2840.9	1.1916	2543.5	3.0056e+05	2.9142	0.9982	0.0018043	0.0036085	0.33952	True
ZNF532_+_56530707.23-P2	ZNF532__P2	1253.3	2576.2/3105.1	1253.3	2840.7	1.1798	1.3984e+05	3.0299e+05	2.8837	0.99801	0.0019876	0.0039752	0.36702	True
FAM107A__58562326__FWD__34	FAM107A__P1P2	1517.7	3040.4/3486.4	1517.7	3263.4	1.104	99480	3.6691e+05	2.8819	0.99801	0.0019883	0.0039766	0.36702	True
MED15_+_20862077.23-P1	MED15__P1	1425.7	2667.3/3555.2	1425.7	3111.3	1.1253	3.9417e+05	3.4466e+05	2.8711	0.99794	0.0020606	0.0041213	0.37678	True
MYO9B_-_17186660.23-P1P2	MYO9B__P1P2	1255	2310.2/3347.3	1255	2828.8	1.1719	5.378e+05	3.034e+05	2.8572	0.99784	0.0021615	0.004323	0.39153	True
MED24_-_38210638.23-P1P2	MED24__P1P2	1390.5	2899.8/3152.2	1390.5	3026	1.1212	31861	3.3616e+05	2.8207	0.99758	0.0024156	0.0048313	0.43352	True
ZSCAN10_-_3149213.23-P1P2	ZSCAN10__P1P2	1246.6	2448.4/3134.3	1246.6	2791.3	1.1623	2.3518e+05	3.0137e+05	2.8138	0.99752	0.0024766	0.0049532	0.44038	True
CYP51A1_-_91763767.23-P1P2	CYP51A1__P1P2	1419	3043.6/3075.2	1419	3059.4	1.1078	500.28	3.4304e+05	2.8008	0.99743	0.002569	0.005138	0.45265	True
MED24__P1P2__primarysecondary__FWD__67	MED24__P1P2	1017.4	2572.2/2231.8	1017.4	2402	1.2386	57948	2.4595e+05	2.792	0.99733	0.0026731	0.0053462	0.46676	True
MED16__P1P2__primary__FWD__76	MED16__P1P2	1392.2	2867.8/3126.8	1392.2	2997.3	1.1057	33531	3.3657e+05	2.7667	0.99715	0.0028548	0.0057095	0.49403	True
CSNK1A1_-_148930574.23-P1P2	CSNK1A1__P1P2	1621.5	3220.9/3461.7	1621.5	3341.3	1.0427	29002	3.9199e+05	2.747	0.99698	0.0030218	0.0060435	0.51391	True
SURF2_+_136223883.23-P1P2	SURF2__P1P2	1382.2	3043.6/2896.5	1382.2	2970	1.103	10814	3.3414e+05	2.7469	0.99697	0.0030333	0.0060667	0.51391	True
TMX2_+_57480105.23-P1P2	TMX2__P1P2	1363.8	2961.3/2918.9	1363.8	2940.1	1.1077	896.87	3.2969e+05	2.7453	0.99695	0.0030492	0.0060984	0.51391	True
TADA2B_+_7045443.23-P1P2	TADA2B__P1P2	1149.6	2667.3/2518.2	1149.6	2592.7	1.1727	11121	2.7791e+05	2.7375	0.99686	0.0031408	0.0062816	0.52479	True
BAD_+_64052108.23-P1P2	BAD__P1P2	1519.4	3203.3/3135.8	1519.4	3169.5	1.0603	2283.1	3.6731e+05	2.7227	0.99674	0.0032569	0.0065139	0.53954	True
MED24__P1P2__primarysecondary__RVS__62	MED24__P1P2	1084.3	2662.5/2290.9	1084.3	2476.7	1.1909	69057	2.6213e+05	2.7195	0.99667	0.0033255	0.006651	0.54623	True
TMEM81_-_205053412.23-ENST00000367167.3	TMEM81__ENST00000367167.3	1286.8	2476.4/3124.5	1286.8	2800.5	1.1213	2.1005e+05	3.1108e+05	2.7139	0.99664	0.0033602	0.0067204	0.54729	True
SUPT7L_+_27886246.23-P1P2	SUPT7L__P1P2	1034.1	2793.5/1967.9	1034.1	2380.7	1.2022	3.4084e+05	2.5e+05	2.6932	0.99639	0.0036084	0.0072168	0.58282	True
WEE1_-_9595630.23-P1P2	WEE1__P1P2	1813.9	187.73/179.44	1813.9	183.58	-3.2975	34.311	4.3851e+05	2.6657	0.0038414	0.99616	0.0076827	0.61532	False
WEE1__P1P2__secondary__RVS__81	WEE1__P1P2	2163.6	365.07/283.37	2163.6	324.22	-2.7346	3337.3	5.2305e+05	2.643	0.0041083	0.99589	0.0082166	0.65268	False
WDR70__P1P2__primary__RVS__76	WDR70__P1P2	1437.4	95.86/101.68	1437.4	98.772	-3.8497	16.958	3.4749e+05	2.6329	0.0042333	0.99577	0.0084666	0.66707	False
MED24_-_38210631.23-P1P2	MED24__P1P2	1462.5	3470.9/2577.2	1462.5	3024.1	1.0476	3.9935e+05	3.5356e+05	2.6263	0.99565	0.0043466	0.0086933	0.67941	True
GPR137__P2__primarysecondary__RVS__65	GPR137__P2	1984.6	3478.1/4105.5	1984.6	3791.8	0.93371	1.9679e+05	4.7977e+05	2.6091	0.99545	0.004548	0.0090959	0.70519	True
PLCG1_+_39766166.23-P1P2	PLCG1__P1P2	1116.1	2302.2/2635.6	1116.1	2468.9	1.1447	55550	2.6982e+05	2.6043	0.99532	0.0046771	0.0093542	0.71221	True
MED16_+_893155.23-P1P2	MED16__P1P2	1226.6	2728.8/2560	1226.6	2644.4	1.1077	14243	2.9652e+05	2.6038	0.99533	0.0046661	0.0093323	0.71221	True
PLCG1_+_39766176.23-P1P2	PLCG1__P1P2	1347	2920.5/2741	1347	2830.8	1.0708	16121	3.2565e+05	2.6	0.9953	0.0047034	0.0094069	0.71221	True
CHEK1__P1P2__primary__FWD__56	CHEK1__P1P2	3746.6	1374.8/1218	3746.6	1296.4	-1.5304	12298	9.0574e+05	2.5774	0.0049774	0.99502	0.0099548	0.74784	False
USP42__P1P2__secondary__RVS__45	USP42__P1P2	1569.6	3191.3/3118.6	1569.6	3154.9	1.0068	2649	3.7945e+05	2.5737	0.99494	0.0050587	0.010117	0.75421	True
ERC1__P1P2__secondary__FWD__83	ERC1__P1P2	1599.7	3097.1/3279.3	1599.7	3188.2	0.99448	16603	3.8673e+05	2.5544	0.99465	0.0053463	0.010693	0.79101	True
CPNE1_+_34252560.23-P1P2	CPNE1__P1P2	1504.3	2731.2/3354.1	1504.3	3042.6	1.0157	1.9398e+05	3.6367e+05	2.5509	0.99459	0.0054065	0.010813	0.79321	True
MIEF1__P1P2__primary__FWD__62	MIEF1__P1P2	1228.2	73.493/85.235	1228.2	79.364	-3.9351	68.941	2.9692e+05	2.5447	0.0054682	0.99453	0.010936	0.79321	False
NDUFS8_-_67798204.23-P1P2	NDUFS8__P1P2	1224.9	73.493/84.487	1224.9	78.99	-3.9379	60.441	2.9611e+05	2.5437	0.0054839	0.99452	0.010968	0.79321	False
MNT_+_2304285.23-P1P2	MNT__P1P2	923.68	1984.3/2259.5	923.68	2121.9	1.199	37860	2.233e+05	2.5356	0.99424	0.0057577	0.011515	0.82055	True
ABCB10_+_229694285.23-P1P2	ABCB10__P1P2	1228.2	67.102/96.45	1228.2	81.776	-3.8924	430.65	2.9692e+05	2.5325	0.0056628	0.99434	0.011326	0.813	False
