sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
ORC5_+_103848420.23-P1P2	ORC5__P1P2	2744.1	99.12/18.777	2744.1	58.949	-5.517	3227.5	6.756e+09	3.26	0.00055708	0.99944	0.0011142	0.063401	False
PMVK_+_154909114.23-P1P2	PMVK__P1P2	2206.4	68.283/37.554	2206.4	52.919	-5.3554	472.12	5.4321e+09	3.2589	0.00055928	0.99944	0.0011186	0.063401	False
non-targeting_00322	negative_control__na	2095.5	34.141/70.776	2095.5	52.459	-5.2934	671.03	5.1592e+09	3.2539	0.00056923	0.99943	0.0011385	0.063401	False
CEP63__P1P2__secondary__FWD__66	CEP63__P1P2	2337.3	98.019/15.888	2337.3	56.954	-5.3344	3372.7	5.7545e+09	3.2464	0.0005844	0.99942	0.0011688	0.063401	False
DNMT1_-_10305600.23-P1P2	DNMT1__P1P2	1938.1	33.04/72.942	1938.1	52.991	-5.1665	796.09	4.7717e+09	3.2396	0.00059845	0.9994	0.0011969	0.063401	False
MYSM1__P1P2__primary__FWD__64	MYSM1__P1P2	1882.7	36.344/70.776	1882.7	53.56	-5.1096	592.76	4.6352e+09	3.2323	0.00061391	0.99939	0.0012278	0.063401	False
ZAR1L_-_32889550.23-P1P2	ZAR1L__P1P2	2527.5	78.195/48.387	2527.5	63.291	-5.2975	444.24	6.2227e+09	3.2277	0.0006239	0.99938	0.0012478	0.063401	False
HMGCR__P1P2__secondary__FWD__99	HMGCR__P1P2	1595.6	28.635/72.22	1595.6	50.427	-4.9563	949.84	3.9283e+09	3.2254	0.00062898	0.99937	0.001258	0.063401	False
ATP6AP1_-_153657256.23-P1P2	ATP6AP1__P1P2	2751.7	50.662/84.497	2751.7	67.579	-5.3269	572.44	6.7746e+09	3.2214	0.00063774	0.99936	0.0012755	0.063401	False
MBIP_+_36789437.23-P1P2	MBIP__P1P2	2567.8	41.851/90.997	2567.8	66.424	-5.2517	1207.7	6.3219e+09	3.2162	0.00064949	0.99935	0.001299	0.063401	False
ORC5_-_103848430.23-P1P2	ORC5__P1P2	2488.4	49.56/81.609	2488.4	65.584	-5.2245	513.55	6.1266e+09	3.2152	0.00065169	0.99935	0.0013034	0.063401	False
BMS1_-_43278259.23-P1P2	BMS1__P1P2	1193.9	23.128/67.165	1193.9	45.146	-4.6945	969.61	2.9393e+09	3.2147	0.0006528	0.99935	0.0013056	0.063401	False
SAE1__P1P2__secondary__FWD__28	SAE1__P1P2	2040.1	40.749/77.998	2040.1	59.374	-5.0793	693.71	5.0228e+09	3.2146	0.00065317	0.99935	0.0013063	0.063401	False
ATP6AP1_+_153657458.23-P1P2	ATP6AP1__P1P2	1906.6	73.79/44.054	1906.6	58.922	-4.9926	442.1	4.6942e+09	3.2068	0.00067103	0.99933	0.0013421	0.063401	False
CENPF_+_214776771.23-P1P2	CENPF__P1P2	1788.3	84.803/31.055	1788.3	57.929	-4.9242	1444.4	4.4027e+09	3.2023	0.00068168	0.99932	0.0013634	0.063401	False
RPS8_+_45241261.23-P1P2	RPS8__P1P2	478.55	9.912/49.832	478.55	29.872	-3.9573	796.8	1.1782e+09	3.2002	0.00068668	0.99931	0.0013734	0.063401	False
C1orf101_-_244624749.23-P1P2	C1orf101__P1P2	1528.8	63.878/44.054	1528.8	53.966	-4.7987	196.48	3.764e+09	3.1997	0.00068795	0.99931	0.0013759	0.063401	False
RAD9A_-_67159481.23-P1P2	RAD9A__P1P2	2363.8	58.371/77.275	2363.8	67.823	-5.1027	178.69	5.8196e+09	3.198	0.00069193	0.99931	0.0013839	0.063401	False
RPL9__P1P2__secondary__FWD__86	RPL9__P1P2	685.08	36.344/36.11	685.08	36.227	-4.204	0.027403	1.6867e+09	3.1969	0.00069448	0.99931	0.001389	0.063401	False
CENPF_-_214776554.23-P1P2	CENPF__P1P2	2028.8	58.371/67.887	2028.8	63.129	-4.9842	45.277	4.9949e+09	3.1961	0.00069646	0.9993	0.0013929	0.063401	False
WDR89_-_64108336.23-P1P2	WDR89__P1P2	2420.4	56.168/82.331	2420.4	69.25	-5.1072	342.24	5.9592e+09	3.1955	0.00069795	0.9993	0.0013959	0.063401	False
GTF3C4__P1P2__primary__FWD__36	GTF3C4__P1P2	1798.3	85.904/33.221	1798.3	59.563	-4.8929	1387.8	4.4275e+09	3.1951	0.0006989	0.9993	0.0013978	0.063401	False
HUS1_-_48019152.23-P1P2	HUS1__P1P2	2919.1	101.32/51.998	2919.1	76.661	-5.2327	1216.5	7.187e+09	3.1939	0.00070181	0.9993	0.0014036	0.063401	False
CHEK1__P1P2__primary__FWD__56	CHEK1__P1P2	2619.4	58.371/88.108	2619.4	73.24	-5.1415	442.16	6.449e+09	3.191	0.00070886	0.99929	0.0014177	0.063401	False
CEP63__P1P2__secondary__FWD__65	CEP63__P1P2	2292	99.12/38.277	2292	68.698	-5.04	1851	5.6429e+09	3.1897	0.00071202	0.99929	0.001424	0.063401	False
HEATR3_-_50100139.23-P1P2	HEATR3__P1P2	1877.7	52.864/71.498	1877.7	62.181	-4.8941	173.61	4.6228e+09	3.1891	0.0007137	0.99929	0.0014274	0.063401	False
HSPA4_+_132388103.23-P1P2	HSPA4__P1P2	2574.1	77.094/70.776	2574.1	73.935	-5.1028	19.958	6.3374e+09	3.1857	0.00072202	0.99928	0.001444	0.063401	False
DNMT1_-_10305582.23-P1P2	DNMT1__P1P2	1658.5	73.79/46.221	1658.5	60.005	-4.7657	380.02	4.0834e+09	3.181	0.0007338	0.99927	0.0014676	0.063401	False
NDUFS8_-_67798204.23-P1P2	NDUFS8__P1P2	2166.1	88.107/49.832	2166.1	68.969	-4.9529	732.49	5.3329e+09	3.1802	0.00073582	0.99926	0.0014716	0.063401	False
RPL14_+_40499019.23-P1P2	RPL14__P1P2	564.18	57.27/13.722	564.18	35.496	-3.9529	948.2	1.389e+09	3.1744	0.00075076	0.99925	0.0015015	0.063401	False
RPL36A_-_100646038.23-P1P2	RPL36A__P1P2	1518.8	52.864/65.72	1518.8	59.292	-4.6557	82.639	3.7392e+09	3.1715	0.0007584	0.99924	0.0015168	0.063401	False
ORC5__P1P2__primarysecondary__FWD__49	ORC5__P1P2	2171.1	66.08/78.72	2171.1	72.4	-4.8872	79.88	5.3453e+09	3.1665	0.00077151	0.99923	0.001543	0.063401	False
EIF3F__P1P2__primarysecondary__FWD__61	EIF3F__P1P2	1949.5	94.715/43.332	1949.5	69.024	-4.7998	1320.1	4.7996e+09	3.1643	0.00077719	0.99922	0.0015544	0.063401	False
CYREN__134854714__FWD__46	C7orf49__P1P2	852.57	48.459/42.61	852.57	45.534	-4.1971	17.105	2.099e+09	3.1628	0.00078126	0.99922	0.0015625	0.063401	False
ORC5_-_103848433.23-P1P2	ORC5__P1P2	2315.9	33.04/120.61	2315.9	76.824	-4.8959	3834	5.7018e+09	3.1588	0.00079201	0.99921	0.001584	0.063401	False
C7orf26_+_6629657.23-P1P2	C7orf26__P1P2	2150.9	73.79/74.387	2150.9	74.088	-4.8409	0.17823	5.2957e+09	3.1584	0.00079327	0.99921	0.0015865	0.063401	False
SAE1_-_47634139.23-P1P2	SAE1__P1P2	1872.6	73.79/64.276	1872.6	69.033	-4.7417	45.256	4.6104e+09	3.1583	0.00079344	0.99921	0.0015869	0.063401	False
GTF2H2_+_70363453.23-ENST00000274400.5_ENST00000330280.7	GTF2H2__ENST00000274400.5_ENST00000330280.7	1712.7	9.912/122.77	1712.7	66.343	-4.6694	6368.9	4.2167e+09	3.1566	0.00079811	0.9992	0.0015962	0.063401	False
MAD2L1BP_-_43603663.23-P1P2	MAD2L1BP__P1P2	1559.1	61.675/64.998	1559.1	63.336	-4.5998	5.5217	3.8384e+09	3.1561	0.00079938	0.9992	0.0015988	0.063401	False
RPS13_+_17099153.23-P1P2	RPS13__P1P2	484.84	50.662/19.499	484.84	35.08	-3.7512	485.54	1.1937e+09	3.1555	0.00080109	0.9992	0.0016022	0.063401	False
WEE1_+_9595254.23-P1P2	WEE1__P1P2	1428.1	52.864/69.331	1428.1	61.098	-4.5244	135.58	3.516e+09	3.1536	0.00080641	0.99919	0.0016128	0.063401	False
GNB2L1_+_180670873.23-P1P2	GNB2L1__P1P2	1957	87.006/59.22	1957	73.113	-4.7235	386.01	4.8182e+09	3.1481	0.00082161	0.99918	0.0016432	0.063401	False
PPIL1_+_36842544.23-P1P2	PPIL1__P1P2	2147.2	106.83/49.832	2147.2	78.331	-4.7591	1624.4	5.2864e+09	3.1418	0.00083946	0.99916	0.0016789	0.063401	False
CTDSPL2_-_44719837.23-P1P2	CTDSPL2__P1P2	2420.4	79.296/88.831	2420.4	84.063	-4.8312	45.452	5.9592e+09	3.1391	0.00084726	0.99915	0.0016945	0.063401	False
NUTF2__P1P2__primary__RVS__61	NUTF2__P1P2	2213.9	95.816/64.998	2213.9	80.407	-4.766	474.88	5.4507e+09	3.1388	0.00084831	0.99915	0.0016966	0.063401	False
DDX10_+_108535803.23-P1P2	DDX10__P1P2	2106.9	103.53/54.165	2106.9	78.845	-4.7224	1218.2	5.1871e+09	3.1371	0.00085321	0.99915	0.0017064	0.063401	False
ZRSR2_+_15808666.23-P1P2	ZRSR2__P1P2	2536.3	134.36/39.721	2536.3	87.042	-4.849	4478.6	6.2444e+09	3.1359	0.0008565	0.99914	0.001713	0.063401	False
MAD2L1BP_+_43603706.23-P1P2	MAD2L1BP__P1P2	1590.5	118.94/18.777	1590.5	68.861	-4.5098	5016.7	3.9159e+09	3.1347	0.00086028	0.99914	0.0017206	0.063401	False
UBE2C_+_44441320.23-P1P2	UBE2C__P1P2	1769.4	104.63/41.165	1769.4	72.896	-4.5824	2013.7	4.3562e+09	3.1339	0.00086248	0.99914	0.001725	0.063401	False
RPS11_-_49999733.23-P1P2	RPS11__P1P2	578.04	83.702/0.7222	578.04	42.212	-3.7442	3442.8	1.4231e+09	3.1274	0.00088192	0.99912	0.0017638	0.063401	False
METTL15__P2__primarysecondary__RVS__59	METTL15__P2	1610.7	60.574/81.609	1610.7	71.091	-4.4826	221.24	3.9655e+09	3.1272	0.00088246	0.99912	0.0017649	0.063401	False
CMC2_-_81040415.23-P1P2	CMC2__P1P2	2370.1	75.992/97.497	2370.1	86.745	-4.7561	231.23	5.8351e+09	3.1267	0.00088377	0.99912	0.0017675	0.063401	False
PABPC4__P1P2__primary__RVS__29	PABPC4__P1P2	1176.2	68.283/53.443	1176.2	60.863	-4.2502	110.11	2.8959e+09	3.1258	0.00088674	0.99911	0.0017735	0.063401	False
HMGCS1__P1P2__primary__RVS__60	HMGCS1__P1P2	2249.2	85.904/85.22	2249.2	85.562	-4.7002	0.23437	5.5375e+09	3.1229	0.00089542	0.9991	0.0017908	0.063401	False
MDM4__P1P2__primarysecondary__RVS__10	MDM4__P1P2	1273.2	57.27/73.664	1273.2	65.467	-4.2608	134.4	3.1346e+09	3.1162	0.00091613	0.99908	0.0018323	0.063401	False
TRIP13_-_893013.23-P1P2	TRIP13__P1P2	1838.6	29.736/132.16	1838.6	80.949	-4.4885	5245.6	4.5267e+09	3.1088	0.00093916	0.99906	0.0018783	0.063401	False
DDX10_-_108536187.23-P1P2	DDX10__P1P2	1423.1	110.13/32.499	1423.1	71.316	-4.2995	3013.6	3.5036e+09	3.1076	0.00094298	0.99906	0.001886	0.063401	False
MDM2__P1P2__primary__FWD__48	MDM2__P1P2	1394.1	45.155/96.053	1394.1	70.604	-4.2842	1295.3	3.4323e+09	3.1075	0.0009434	0.99906	0.0018868	0.063401	False
ANAPC13__P1P2__primary__FWD__69	ANAPC13__P1P2	2523.7	87.006/104.72	2523.7	95.862	-4.704	156.88	6.2134e+09	3.1068	0.00094571	0.99905	0.0018914	0.063401	False
WDR48__P1P2__primary__FWD__68	WDR48__P1P2	2297	123.35/59.943	2297	91.646	-4.6325	2010.2	5.6553e+09	3.1058	0.0009488	0.99905	0.0018976	0.063401	False
PPP1CB_+_28974937.23-P1P2	PPP1CB__P1P2	1831.1	85.904/78.72	1831.1	82.312	-4.4588	25.808	4.5081e+09	3.1033	0.00095698	0.99904	0.001914	0.063401	False
MYSM1__P1P2__primary__FWD__62	MYSM1__P1P2	2315.9	36.344/150.22	2315.9	93.281	-4.6191	6483.6	5.7018e+09	3.1018	0.00096168	0.99904	0.0019234	0.063401	False
ARRDC4_+_98503988.23-P1P2	ARRDC4__P1P2	2130.8	82.6/96.775	2130.8	89.688	-4.555	100.46	5.246e+09	3.1008	0.00096494	0.99904	0.0019299	0.063401	False
TACC3_-_1723216.23-P1	TACC3__P1	1658.5	81.499/76.553	1658.5	79.026	-4.3742	12.23	4.0834e+09	3.1004	0.00096641	0.99903	0.0019328	0.063401	False
PMVK_+_154909206.23-P1P2	PMVK__P1P2	2045.2	115.64/61.387	2045.2	88.514	-4.5147	1471.7	5.0352e+09	3.0985	0.00097252	0.99903	0.001945	0.063401	False
SMN2__69345238__RVS__1	SMN2__69345238	1687.5	88.107/73.664	1687.5	80.886	-4.366	104.29	4.1547e+09	3.0961	0.00098045	0.99902	0.0019609	0.063401	False
ASUN_-_27090898.23-P1P2	ASUN__P1P2	2797	67.182/148.05	2797	107.62	-4.6871	3269.9	6.8862e+09	3.0881	0.0010071	0.99899	0.0020142	0.063401	False
PPM1G_-_27632451.23-P1	PPM1G__P1	2123.2	87.006/100.39	2123.2	93.696	-4.4875	89.515	5.2274e+09	3.0873	0.0010099	0.99899	0.0020198	0.063401	False
PPP2CA_+_133561724.23-P1P2	PPP2CA__P1P2	1987.2	129.96/51.276	1987.2	90.617	-4.4397	3095.4	4.8926e+09	3.0872	0.0010104	0.99899	0.0020207	0.063401	False
NDUFAF6__P1P2__secondary__RVS__75	NDUFAF6__P1P2	1620.8	101.32/62.109	1620.8	81.716	-4.2933	768.86	3.9903e+09	3.0869	0.0010111	0.99899	0.0020223	0.063401	False
BUB1_-_111435363.23-P1P2	BUB1__P1P2	1766.8	110.13/60.665	1766.8	85.399	-4.3548	1223.6	4.35e+09	3.0869	0.0010112	0.99899	0.0020223	0.063401	False
MYSM1__P1P2__primary__FWD__34	MYSM1__P1P2	1880.2	90.31/86.664	1880.2	88.487	-4.3938	6.6452	4.629e+09	3.0858	0.0010149	0.99899	0.0020299	0.063401	False
NRF1_-_129251592.23-P1P2	NRF1__P1P2	1897.8	144.28/34.666	1897.8	89.47	-4.3915	6007.1	4.6725e+09	3.084	0.0010213	0.99898	0.0020427	0.063401	False
RBM14-RBM4_+_66406421.23-P2	RBM14-RBM4__P2	1715.2	87.006/85.22	1715.2	86.113	-4.3002	1.5949	4.2229e+09	3.08	0.0010352	0.99896	0.0020703	0.063401	False
WDR70__P1P2__primary__RVS__76	WDR70__P1P2	2518.7	46.256/164.66	2518.7	105.46	-4.5649	7009.9	6.201e+09	3.0782	0.0010414	0.99896	0.0020829	0.063401	False
DROSHA__31531421__RVS__48	DROSHA__31531421	1742.9	46.256/130	1742.9	88.126	-4.2903	3506.2	4.2911e+09	3.0755	0.0010507	0.99895	0.0021015	0.063401	False
non-targeting_00098	negative_control__na	2037.6	59.472/132.16	2037.6	95.817	-4.3962	2642	5.0166e+09	3.0744	0.0010548	0.99895	0.0021095	0.063401	False
MDM2__P1P2__primary__FWD__56	MDM2__P1P2	1348.7	123.35/32.499	1348.7	77.924	-4.0961	4126.9	3.3206e+09	3.0732	0.0010589	0.99894	0.0021178	0.063401	False
UBE2C_+_44441359.23-P1P2	UBE2C__P1P2	1532.6	126.65/40.443	1532.6	83.549	-4.181	3716.1	3.7733e+09	3.0718	0.0010637	0.99894	0.0021275	0.063401	False
SUPT4H1__P1P2__primary__RVS__84	SUPT4H1__P1P2	2598	143.17/75.831	2598	109.5	-4.5558	2267.5	6.3963e+09	3.0717	0.0010643	0.99894	0.0021286	0.063401	False
CENPF__P1P2__secondary__RVS__68	CENPF__P1P2	1787	120.05/61.387	1787	90.716	-4.285	1720.4	4.3996e+09	3.0707	0.0010679	0.99893	0.0021358	0.063401	False
RPL14_+_40498846.23-P1P2	RPL14__P1P2	424.4	31.939/57.054	424.4	44.496	-3.225	315.38	1.0449e+09	3.0654	0.0010869	0.99891	0.0021737	0.063401	False
BMS1_-_43278283.23-P1P2	BMS1__P1P2	1056.6	47.358/94.608	1056.6	70.983	-3.877	1116.3	2.6013e+09	3.064	0.0010922	0.99891	0.0021843	0.063401	False
CENPF_-_214776800.23-P1P2	CENPF__P1P2	2958.2	133.26/109.77	2958.2	121.52	-4.5941	275.83	7.2831e+09	3.0605	0.0011049	0.9989	0.0022098	0.063401	False
HDAC7_-_48213211.23-P1P2	HDAC7__P1P2	1497.4	96.918/76.553	1497.4	86.735	-4.0941	207.36	3.6865e+09	3.0571	0.0011175	0.99888	0.002235	0.063401	False
MAD2L1BP_+_43603763.23-P1P2	MAD2L1BP__P1P2	1502.4	60.574/113.39	1502.4	86.98	-4.0949	1394.5	3.6989e+09	3.0568	0.0011187	0.99888	0.0022374	0.063401	False
RPS14_+_149829235.23-P1P2	RPS14__P1P2	664.93	45.155/70.053	664.93	57.604	-3.5063	309.97	1.6371e+09	3.0561	0.0011211	0.99888	0.0022422	0.063401	False
DHX35_+_37591047.23-P1P2	DHX35__P1P2	1628.3	89.208/95.33	1628.3	92.269	-4.1267	18.74	4.0089e+09	3.0514	0.001139	0.99886	0.002278	0.063401	False
MMAB__P1P2__primary__FWD__34	MMAB__P1P2	2147.2	89.208/124.22	2147.2	106.71	-4.3178	612.86	5.2864e+09	3.0501	0.0011436	0.99886	0.0022873	0.063401	False
DDX10_+_108536212.23-P1P2	DDX10__P1P2	2018.7	89.208/119.16	2018.7	104.19	-4.2631	448.64	4.9701e+09	3.0479	0.0011524	0.99885	0.0023047	0.063401	False
BUB1_+_111435629.23-P1P2	BUB1__P1P2	1551.5	125.55/60.665	1551.5	93.109	-4.0441	2105.2	3.8198e+09	3.0412	0.0011781	0.99882	0.0023561	0.063401	False
NUTF2__P1P2__primary__RVS__67	NUTF2__P1P2	2157.2	122.25/101.11	2157.2	111.68	-4.2596	223.46	5.3112e+09	3.0372	0.001194	0.99881	0.002388	0.063401	False
NRF1_-_129251633.23-P1P2	NRF1__P1P2	1683.7	45.155/151.66	1683.7	98.408	-4.083	5671.9	4.1454e+09	3.0371	0.0011942	0.99881	0.0023884	0.063401	False
RPS14__P1P2__secondary__FWD__40	RPS14__P1P2	690.12	53.966/72.22	690.12	63.093	-3.4307	166.61	1.6991e+09	3.0344	0.001205	0.99879	0.00241	0.063401	False
ARHGAP4_-_153200438.23-P1	ARHGAP4__P1	1984.7	114.54/101.83	1984.7	108.18	-4.1848	80.757	4.8864e+09	3.0339	0.001207	0.99879	0.0024141	0.063401	False
IPO7__P1P2__primary__RVS__28	IPO7__P1P2	2674.8	112.34/141.55	2674.8	126.94	-4.3864	426.75	6.5855e+09	3.0318	0.0012155	0.99878	0.002431	0.063401	False
HMGCS1_-_43313565.23-P1P2	HMGCS1__P1P2	2224	93.614/140.83	2224	117.22	-4.2342	1114.6	5.4755e+09	3.0273	0.0012338	0.99877	0.0024677	0.063401	False
SDF2_+_26988894.23-P1P2	SDF2__P1P2	1953.2	114.54/105.44	1953.2	109.99	-4.1381	41.385	4.8089e+09	3.0264	0.0012373	0.99876	0.0024745	0.063401	False
NDUFS8_-_67798187.23-P1P2	NDUFS8__P1P2	1933.1	105.73/113.39	1933.1	109.56	-4.1288	29.316	4.7593e+09	3.026	0.0012389	0.99876	0.0024779	0.063401	False
SMN1__70220656__FWD__94	SMN1__70220656	2328.5	131.06/110.5	2328.5	120.78	-4.2577	211.41	5.7328e+09	3.0254	0.0012417	0.99876	0.0024834	0.063401	False
HUS1__P1P2__primary__RVS__57	HUS1__P1P2	2434.3	69.384/178.38	2434.3	123.88	-4.2854	5940.4	5.9933e+09	3.0246	0.001245	0.99876	0.0024899	0.063401	False
RPS13_+_17099232.23-P1P2	RPS13__P1P2	717.82	101.32/32.499	717.82	66.911	-3.4039	2368.4	1.7673e+09	3.0227	0.0012527	0.99875	0.0025054	0.063401	False
MYSM1_+_59165705.23-P1P2	MYSM1__P1P2	2202.6	167.4/71.498	2202.6	119.45	-4.1933	4598.9	5.4228e+09	3.0201	0.0012635	0.99874	0.0025271	0.063401	False
ZAR1L_-_32889503.23-P1P2	ZAR1L__P1P2	2861.2	68.283/205.1	2861.2	136.69	-4.3776	9360.1	7.0443e+09	3.0199	0.0012644	0.99874	0.0025288	0.063401	False
MYSM1_+_59165708.23-P1P2	MYSM1__P1P2	2273.1	126.65/119.16	2273.1	122.91	-4.198	28.055	5.5964e+09	3.0163	0.0012793	0.99872	0.0025586	0.063401	False
UBE2C_+_44441326.23-P1P2	UBE2C__P1P2	1590.5	51.763/154.55	1590.5	103.16	-3.9336	5282.7	3.9159e+09	3.0141	0.0012888	0.99871	0.0025775	0.063401	False
RBM47_+_40632473.23-P1P2	RBM47__P1P2	2176.1	183.92/59.22	2176.1	121.57	-4.1507	7775.4	5.3577e+09	3.0129	0.001294	0.99871	0.0025879	0.063401	False
NPLOC4_+_79604076.23-P1P2	NPLOC4__P1P2	1902.9	123.35/104.72	1902.9	114.03	-4.0488	173.55	4.6849e+09	3.0115	0.0013	0.9987	0.0026	0.063401	False
ACAT2_-_160183095.23-P1P2	ACAT2__P1P2	2590.5	134.36/133.61	2590.5	133.99	-4.2629	0.28581	6.3777e+09	3.0105	0.0013042	0.9987	0.0026084	0.063401	False
MYSM1_+_59165638.23-P1P2	MYSM1__P1P2	2081.7	107.93/135.77	2081.7	121.85	-4.0834	387.61	5.1251e+09	3.0053	0.0013268	0.99867	0.0026535	0.063401	False
ATP6AP1_-_153657070.23-P1P2	ATP6AP1__P1P2	1950.7	143.17/93.886	1950.7	118.53	-4.0293	1214.6	4.8027e+09	3.0036	0.0013342	0.99867	0.0026684	0.063401	False
PMVK_-_154909252.23-P1P2	PMVK__P1P2	2629.5	177.32/98.941	2629.5	138.13	-4.2408	3071.2	6.4738e+09	3.0035	0.0013343	0.99867	0.0026685	0.063401	False
RIF1_-_152266700.23-P1P2	RIF1__P1P2	2245.4	172.91/83.775	2245.4	128.34	-4.1183	3972.5	5.5282e+09	3.0013	0.0013443	0.99866	0.0026886	0.063401	False
EIF3F__P1P2__primarysecondary__RVS__64	EIF3F__P1P2	1647.2	39.648/179.83	1647.2	109.74	-3.8957	9825.2	4.0555e+09	3.0007	0.0013467	0.99865	0.0026934	0.063401	False
RPS11_-_49999781.23-P1P2	RPS11__P1P2	962.13	75.992/92.442	962.13	84.217	-3.4985	135.29	2.3688e+09	2.998	0.0013589	0.99864	0.0027179	0.063401	False
