sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
OBFC1__P1P2__primary__RVS__48	OBFC1__P1P2	2265.3	20.921/103.57	2265.3	62.246	-5.1632	3415.4	3.6544e+10	3.473	0.00025735	0.99974	0.0005147	0.026974	False
ANAPC13_+_134204787.23-P1P2	ANAPC13__P1P2	2541.1	50.366/87.259	2541.1	68.813	-5.1864	680.55	4.0994e+10	3.4616	0.00026847	0.99973	0.00053693	0.026974	False
POLR1B_-_113300081.23-P1P2	POLR1B__P1P2	636.86	19.372/57.086	636.86	38.229	-4.0233	711.17	1.0274e+10	3.4321	0.00029942	0.9997	0.00059884	0.026974	False
NABP2_-_56618158.23-P1	NABP2__P1	1956.3	75.937/64.425	1956.3	70.181	-4.7812	66.261	3.1559e+10	3.4206	0.00031244	0.99969	0.00062489	0.026974	False
DNMT1__P1P2__primary__RVS__64	DNMT1__P1P2	2618.4	109.26/55.455	2618.4	82.355	-4.9738	1447.3	4.224e+10	3.4171	0.00031648	0.99968	0.00063295	0.026974	False
XRCC1__P1P2__primary__RVS__15	XRCC1__P1P2	2772.9	106.93/75.027	2772.9	90.979	-4.9145	508.96	4.4732e+10	3.3978	0.00033964	0.99966	0.00067927	0.026974	False
UHRF1__P1P2__secondary__FWD__69	UHRF1__P1P2	1877.5	48.042/104.39	1877.5	76.213	-4.6046	1587.3	3.0288e+10	3.3924	0.00034641	0.99965	0.00069282	0.026974	False
MYSM1__P1P2__primary__FWD__34	MYSM1__P1P2	1894.8	93.759/59.532	1894.8	76.646	-4.6098	585.74	3.0568e+10	3.3921	0.00034676	0.99965	0.00069353	0.026974	False
CEP63__P1P2__secondary__FWD__59	CEP63__P1P2	2293.7	70.513/104.39	2293.7	87.449	-4.6973	573.66	3.7002e+10	3.3824	0.00035929	0.99964	0.00071858	0.026974	False
MMAB__P1P2__primary__FWD__34	MMAB__P1P2	2364.6	117.78/70.134	2364.6	93.957	-4.6388	1135.1	3.8146e+10	3.3669	0.00038014	0.99962	0.00076027	0.026974	False
SDF2_+_26988894.23-P1P2	SDF2__P1P2	2024.1	86.01/88.075	2024.1	87.043	-4.5236	2.1315	3.2653e+10	3.3663	0.00038091	0.99962	0.00076182	0.026974	False
NABP2_-_56618229.23-P1	NABP2__P1	2317.3	92.209/101.12	2317.3	96.666	-4.5691	39.729	3.7383e+10	3.3562	0.00039511	0.9996	0.00079021	0.026974	False
UBE2C_+_44441359.23-P1P2	UBE2C__P1P2	1630	105.38/57.086	1630	81.234	-4.3099	1166.3	2.6295e+10	3.3552	0.0003965	0.9996	0.00079301	0.026974	False
BUB1_-_111435363.23-P1P2	BUB1__P1P2	2284.2	92.984/102.75	2284.2	97.869	-4.5307	47.727	3.6849e+10	3.3508	0.00040294	0.9996	0.00080588	0.026974	False
ABCB10_+_229694285.23-P1P2	ABCB10__P1P2	1448.7	79.036/76.658	1448.7	77.847	-4.2006	2.8289	2.3371e+10	3.3506	0.00040323	0.9996	0.00080647	0.026974	False
ACTR8_+_53916142.23-P1P2	ACTR8__P1P2	2251.1	113.91/80.735	2251.1	97.32	-4.5176	550.13	3.6315e+10	3.3503	0.00040364	0.9996	0.00080729	0.026974	False
ANAPC13_-_134204795.23-P1P2	ANAPC13__P1P2	2084	137.93/54.639	2084	96.283	-4.4217	3468.4	3.3619e+10	3.3425	0.00041519	0.99958	0.00083038	0.026974	False
RAD9A_-_67159466.23-P1P2	RAD9A__P1P2	1946.8	34.869/152.5	1946.8	93.685	-4.3626	6918.5	3.1407e+10	3.3405	0.0004181	0.99958	0.0008362	0.026974	False
MAD2L1BP_-_43603982.23-P1P2	MAD2L1BP__P1P2	1653.6	23.246/153.32	1653.6	88.281	-4.212	8459.1	2.6677e+10	3.3342	0.00042778	0.99957	0.00085557	0.026974	False
CEP63__P1P2__secondary__FWD__65	CEP63__P1P2	2728.7	128.63/100.31	2728.7	114.47	-4.5632	401.02	4.402e+10	3.3322	0.0004308	0.99957	0.0008616	0.026974	False
DUSP12_-_161719619.23-P1P2	DUSP12__P1P2	2574.3	83.686/140.27	2574.3	111.98	-4.5106	1600.8	4.1528e+10	3.3301	0.00043402	0.99957	0.00086804	0.026974	False
C7orf26_+_6629657.23-P1P2	C7orf26__P1P2	2277.9	134.83/83.997	2277.9	109.41	-4.3674	1291.8	3.6747e+10	3.3194	0.00045109	0.99955	0.00090219	0.026974	False
CFDP1_-_75467338.23-P1	CFDP1__P1	2579	117.78/121.51	2579	119.65	-4.4185	6.9602	4.1605e+10	3.3119	0.00046331	0.99954	0.00092662	0.026974	False
DCPS_-_126174186.23-P1P2	DCPS__P1P2	2348.8	182.87/47.3	2348.8	115.08	-4.3393	9189.5	3.7892e+10	3.3096	0.00046719	0.99953	0.00093438	0.026974	False
DNMT1_-_10305582.23-P1P2	DNMT1__P1P2	2337.8	161.95/69.318	2337.8	115.63	-4.3257	4290.1	3.7714e+10	3.3076	0.00047053	0.99953	0.00094107	0.026974	False
WDR89_-_64108336.23-P1P2	WDR89__P1P2	2180.2	157.3/69.318	2180.2	113.31	-4.2541	3870.2	3.5171e+10	3.3034	0.00047761	0.99952	0.00095522	0.026974	False
CHERP_+_16653219.23-P1P2	CHERP__P1P2	1707.2	119.33/81.551	1707.2	100.44	-4.0738	713.61	2.7541e+10	3.3026	0.00047894	0.99952	0.00095788	0.026974	False
UBE2C_+_44441320.23-P1P2	UBE2C__P1P2	1648.9	75.162/127.22	1648.9	101.19	-4.0131	1355	2.66e+10	3.2956	0.00049105	0.99951	0.0009821	0.026974	False
BUB1__P1P2__primarysecondary__FWD__39	BUB1__P1P2	1787.6	136.38/81.551	1787.6	108.96	-4.0238	1502.9	2.8838e+10	3.2862	0.00050767	0.99949	0.0010153	0.026974	False
CDC26__P1P2__secondary__FWD__44	CDC26__P1P2	2084	158.85/79.92	2084	119.38	-4.1143	3114.8	3.3619e+10	3.2823	0.00051481	0.99949	0.0010296	0.026974	False
NUTF2__P1P2__primary__RVS__61	NUTF2__P1P2	1740.3	148.77/69.318	1740.3	109.05	-3.984	3156.6	2.8075e+10	3.2822	0.00051497	0.99949	0.0010299	0.026974	False
METTL15__P2__primarysecondary__RVS__88	METTL15__P2	2533.3	141.03/123.14	2533.3	132.08	-4.2512	159.92	4.0867e+10	3.2816	0.00051612	0.99948	0.0010322	0.026974	False
POLR1B_+_113300085.23-P1P2	POLR1B__P1P2	762.98	61.215/83.182	762.98	72.198	-3.3836	241.28	1.2308e+10	3.2814	0.00051639	0.99948	0.0010328	0.026974	False
CENPF_-_214776554.23-P1P2	CENPF__P1P2	2279.5	134.83/116.62	2279.5	125.72	-4.1696	165.79	3.6773e+10	3.2805	0.00051816	0.99948	0.0010363	0.026974	False
CENPF_-_214776800.23-P1P2	CENPF__P1P2	3304.1	116.23/187.57	3304.1	151.9	-4.4341	2544.5	5.3303e+10	3.28	0.00051897	0.99948	0.0010379	0.026974	False
TACC3_-_1723252.23-P1	TACC3__P1	1541.7	143.35/65.241	1541.7	104.3	-3.873	3050.6	2.4871e+10	3.2776	0.00052356	0.99948	0.0010471	0.026974	False
CHERP__P1P2__primary__FWD__78	CHERP__P1P2	1923.2	116.23/117.43	1923.2	116.83	-4.0295	0.72384	3.1025e+10	3.277	0.00052463	0.99948	0.0010493	0.026974	False
BUB1_+_111435629.23-P1P2	BUB1__P1P2	1650.5	105.38/115.8	1650.5	110.59	-3.8875	54.292	2.6626e+10	3.2707	0.00053641	0.99946	0.0010728	0.026974	False
MDM2__P1P2__primary__FWD__56	MDM2__P1P2	767.7	108.48/44.853	767.7	76.667	-3.3071	2024.3	1.2385e+10	3.2653	0.00054666	0.99945	0.0010933	0.026974	False
DROSHA__31531421__RVS__39	DROSHA__31531421	2331.5	171.25/98.677	2331.5	134.96	-4.1006	2633.1	3.7612e+10	3.2637	0.00054993	0.99945	0.0010999	0.026974	False
RPS14_+_149829260.23-P1P2	RPS14__P1P2	928.5	70.513/106.83	928.5	88.672	-3.3737	659.53	1.4979e+10	3.2512	0.00057459	0.99943	0.0011492	0.026974	False
UBE2C__P1P2__secondary__RVS__80	UBE2C__P1P2	1655.2	117/123.14	1655.2	120.07	-3.7739	18.831	2.6702e+10	3.2478	0.00058156	0.99942	0.0011631	0.026974	False
CEP63__P1P2__secondary__FWD__66	CEP63__P1P2	2952.6	157.3/180.23	2952.6	168.76	-4.1209	262.88	4.7632e+10	3.234	0.00061034	0.99939	0.0012207	0.026974	False
PABPC4__P1P2__primary__RVS__29	PABPC4__P1P2	1527.5	131.73/111.72	1527.5	121.73	-3.6386	200.05	2.4642e+10	3.2323	0.00061391	0.99939	0.0012278	0.026974	False
RPL36A_-_100646038.23-P1P2	RPL36A__P1P2	1566.9	113.13/133.74	1566.9	123.44	-3.6554	212.44	2.5278e+10	3.232	0.0006146	0.99939	0.0012292	0.026974	False
PPP2CA_+_133561730.23-P1P2	PPP2CA__P1P2	1857	91.434/177.78	1857	134.61	-3.7762	3727.9	2.9957e+10	3.2317	0.00061522	0.99938	0.0012304	0.026974	False
TRIP13_+_893079.23-P1P2	TRIP13__P1P2	1379.3	120.88/113.36	1379.3	117.12	-3.5467	28.302	2.2252e+10	3.2287	0.00062183	0.99938	0.0012437	0.026974	False
C7orf26__P1P2__primary__RVS__32	C7orf26__P1P2	3020.4	178.22/171.26	3020.4	174.74	-4.1037	24.239	4.8725e+10	3.2273	0.00062474	0.99938	0.0012495	0.026974	False
PPP2CA_+_133561724.23-P1P2	PPP2CA__P1P2	2043	226.26/66.056	2043	146.16	-3.796	12833	3.2958e+10	3.2219	0.00063661	0.99936	0.0012732	0.026974	False
MAD2L1BP__P1P2__secondary__FWD__75	MAD2L1BP__P1P2	1388.8	138.7/101.94	1388.8	120.32	-3.518	675.75	2.2404e+10	3.2219	0.00063664	0.99936	0.0012733	0.026974	False
EMC1__P1P2__primary__FWD__96	EMC1__P1P2	1762.4	191.39/83.182	1762.4	137.29	-3.6726	5854.7	2.8431e+10	3.2185	0.00064423	0.99936	0.0012885	0.026974	False
DCPS_-_126173845.23-P1P2	DCPS__P1P2	2276.3	216.19/99.492	2276.3	157.84	-3.8417	6809	3.6722e+10	3.2155	0.00065098	0.99935	0.001302	0.026974	False
CENPF__P1P2__secondary__RVS__68	CENPF__P1P2	2186.5	141.03/169.63	2186.5	155.33	-3.8066	408.98	3.5272e+10	3.2143	0.00065377	0.99935	0.0013075	0.026974	False
MLF1IP__P1P2__primary__FWD__40	MLF1IP__P1P2	2333.1	138.7/186.75	2333.1	162.73	-3.8335	1154.4	3.7637e+10	3.2104	0.00066285	0.99934	0.0013257	0.026974	False
RAD17__P1P2__primary__FWD__55	RAD17__P1P2	2181.7	162.72/162.29	2181.7	162.5	-3.7387	0.094983	3.5196e+10	3.201	0.00068473	0.99932	0.0013695	0.026974	False
DDX10__P1P2__primarysecondary__RVS__65	DDX10__P1P2	1120.8	111.58/121.51	1120.8	116.55	-3.2545	49.302	1.8081e+10	3.2001	0.00068696	0.99931	0.0013739	0.026974	False
CENPF_+_214776771.23-P1P2	CENPF__P1P2	1551.2	122.43/153.32	1551.2	137.87	-3.4825	476.99	2.5024e+10	3.1988	0.00068998	0.99931	0.00138	0.026974	False
GNB2L1_+_180670873.23-P1P2	GNB2L1__P1P2	1708.8	126.3/165.55	1708.8	145.93	-3.5407	770.08	2.7567e+10	3.1965	0.00069551	0.9993	0.001391	0.026974	False
NDUFS8_-_67798187.23-P1P2	NDUFS8__P1P2	2515.9	172.02/187.57	2515.9	179.79	-3.7992	120.85	4.0587e+10	3.1926	0.00070499	0.9993	0.00141	0.026974	False
CEP63_-_134204602.23-P1P2	CEP63__P1P2	2591.6	122.43/245.47	2591.6	183.95	-3.8092	7569.3	4.1808e+10	3.1903	0.00071057	0.99929	0.0014211	0.026974	False
SAE1__P1P2__secondary__FWD__25	SAE1__P1P2	2419.8	151.87/204.69	2419.8	178.28	-3.7552	1394.9	3.9036e+10	3.1894	0.00071296	0.99929	0.0014259	0.026974	False
BUB1_+_111435626.23-P1P2	BUB1__P1P2	1464.5	168.92/110.91	1464.5	139.92	-3.3785	1682.7	2.3625e+10	3.1862	0.00072079	0.99928	0.0014416	0.026974	False
SMN1__70220656__FWD__94	SMN1__70220656	2832.8	267.33/126.4	2832.8	196.87	-3.8401	9930	4.5699e+10	3.1837	0.00072704	0.99927	0.0014541	0.026974	False
DDX10_-_108536187.23-P1P2	DDX10__P1P2	989.98	95.309/139.45	989.98	117.38	-3.0654	974.32	1.597e+10	3.18	0.00073648	0.99926	0.001473	0.026974	False
CMC2_+_81040467.23-P1P2	CMC2__P1P2	2389.8	195.27/172.07	2389.8	183.67	-3.6945	268.98	3.8553e+10	3.1789	0.00073913	0.99926	0.0014783	0.026974	False
SAE1_-_47634139.23-P1P2	SAE1__P1P2	2164.4	273.53/76.658	2164.4	175.09	-3.6202	19379	3.4916e+10	3.1783	0.00074075	0.99926	0.0014815	0.026974	False
GTF2H2_+_70363440.23-ENST00000274400.5_ENST00000330280.7	GTF2H2__ENST00000274400.5_ENST00000330280.7	2367.7	309.17/57.901	2367.7	183.54	-3.6821	31569	3.8197e+10	3.1778	0.00074207	0.99926	0.0014841	0.026974	False
PMVK_-_154909257.23-P1P2	PMVK__P1P2	2531.7	214.64/172.07	2531.7	193.36	-3.7039	905.93	4.0842e+10	3.1725	0.00075578	0.99924	0.0015116	0.026974	False
WDR48__P1P2__primary__FWD__68	WDR48__P1P2	2620	134.83/262.59	2620	198.71	-3.7141	8162.2	4.2266e+10	3.1695	0.00076338	0.99924	0.0015268	0.026974	False
PMVK_+_154909206.23-P1P2	PMVK__P1P2	2306.3	226.26/155.76	2306.3	191.01	-3.5869	2485.1	3.7205e+10	3.1623	0.00078261	0.99922	0.0015652	0.026974	False
TRIP13_-_893013.23-P1P2	TRIP13__P1P2	1630	135.6/185.94	1630	160.77	-3.3337	1266.8	2.6295e+10	3.1615	0.00078472	0.99922	0.0015694	0.026974	False
POLR1B_-_113300298.23-P1P2	POLR1B__P1P2	860.71	92.209/141.08	860.71	116.65	-2.8728	1194.3	1.3885e+10	3.1613	0.00078524	0.99921	0.0015705	0.026974	False
RPS14__P1P2__secondary__FWD__40	RPS14__P1P2	914.31	141.03/99.492	914.31	120.26	-2.9162	862.53	1.475e+10	3.1613	0.00078533	0.99921	0.0015707	0.026974	False
IPO7__P1P2__primary__RVS__67	IPO7__P1P2	1303.7	173.57/114.17	1303.7	143.87	-3.1709	1764.1	2.1031e+10	3.1611	0.00078589	0.99921	0.0015718	0.026974	False
MMAB__P1P2__primary__FWD__35	MMAB__P1P2	2322	214.64/170.44	2322	192.54	-3.5853	976.68	3.7459e+10	3.161	0.00078617	0.99921	0.0015723	0.026974	False
DNMT1_-_10305600.23-P1P2	DNMT1__P1P2	2334.6	158.07/229.97	2334.6	194.02	-3.5821	2584.8	3.7663e+10	3.1596	0.00079006	0.99921	0.0015801	0.026974	False
CHEK1__P1P2__primary__FWD__56	CHEK1__P1P2	2449.7	138.7/262.59	2449.7	200.65	-3.6033	7674.7	3.9519e+10	3.1568	0.00079743	0.9992	0.0015949	0.026974	False
HUS1__P1P2__primary__RVS__57	HUS1__P1P2	2705.1	245.63/179.41	2705.1	212.52	-3.6638	2192.6	4.3639e+10	3.1547	0.00080336	0.9992	0.0016067	0.026974	False
DROSHA__31531421__RVS__48	DROSHA__31531421	2107.6	237.11/137.82	2107.6	187.47	-3.4839	4929.1	3.4001e+10	3.1545	0.0008038	0.9992	0.0016076	0.026974	False
MYSM1__P1P2__primary__FWD__62	MYSM1__P1P2	1975.2	123.98/239.76	1975.2	181.87	-3.4339	6702.6	3.1865e+10	3.1538	0.00080576	0.99919	0.0016115	0.026974	False
EIF3F__P1P2__primarysecondary__RVS__64	EIF3F__P1P2	1931.1	220.84/142.71	1931.1	181.78	-3.402	3051.6	3.1153e+10	3.1506	0.00081457	0.99919	0.0016291	0.026974	False
RPL9_+_39460483.23-P1P2	RPL9__P1P2	926.92	185.19/68.503	926.92	126.85	-2.8596	6808.3	1.4953e+10	3.1477	0.00082267	0.99918	0.0016453	0.026974	False
UBE2C_-_44441720.23-P1P2	UBE2C__P1P2	1760.8	148/207.14	1760.8	177.57	-3.3025	1748.7	2.8406e+10	3.1439	0.00083364	0.99917	0.0016673	0.026974	False
MDM2__P1P2__primary__RVS__72	MDM2__P1P2	1541.7	87.56/247.91	1541.7	167.74	-3.1926	12857	2.4871e+10	3.1409	0.00084203	0.99916	0.0016841	0.026974	False
NDUFS8_-_67798204.23-P1P2	NDUFS8__P1P2	2367.7	285.93/132.11	2367.7	209.02	-3.4955	11829	3.8197e+10	3.1399	0.0008451	0.99915	0.0016902	0.026974	False
HUS1_-_48019152.23-P1P2	HUS1__P1P2	3256.8	304.52/188.38	3256.8	246.45	-3.7187	6744.3	5.254e+10	3.1388	0.00084819	0.99915	0.0016964	0.026974	False
GTF3C2_-_27579430.23-P1P2	GTF3C2__P1P2	3023.5	223.94/252.81	3023.5	238.37	-3.6594	416.77	4.8776e+10	3.1376	0.0008518	0.99915	0.0017036	0.026974	False
non-targeting_00098	negative_control__na	2642	212.31/236.5	2642	224.41	-3.5516	292.43	4.2622e+10	3.1353	0.00085845	0.99914	0.0017169	0.026974	False
PMVK_-_154909252.23-P1P2	PMVK__P1P2	3192.2	254.93/240.58	3192.2	247.75	-3.6822	103.05	5.1497e+10	3.1343	0.00086135	0.99914	0.0017227	0.026974	False
RPL9__P1P2__secondary__RVS__98	RPL9__P1P2	1177.6	168.92/133.74	1177.6	151.33	-2.9517	618.73	1.8997e+10	3.1313	0.0008701	0.99913	0.0017402	0.026974	False
MAD2L1BP_-_43603663.23-P1P2	MAD2L1BP__P1P2	1519.6	102.28/243.02	1519.6	172.65	-3.1304	9903.8	2.4515e+10	3.1303	0.00087302	0.99913	0.001746	0.026974	False
PFDN4_-_52824681.23-P1P2	PFDN4__P1P2	2110.8	217.74/196.54	2110.8	207.14	-3.3429	224.72	3.4052e+10	3.1255	0.00088748	0.99911	0.001775	0.026974	False
ASUN_-_27090898.23-P1P2	ASUN__P1P2	3165.4	141.8/366.98	3165.4	254.39	-3.6321	25353	5.1065e+10	3.1253	0.00088821	0.99911	0.0017764	0.026974	False
AUNIP_+_26185924.23-P1P2	AUNIP__P1P2	1526	181.32/173.7	1526	177.51	-3.0966	28.998	2.4617e+10	3.1228	0.00089572	0.9991	0.0017914	0.026974	False
HMGCS1_-_43313565.23-P1P2	HMGCS1__P1P2	2665.7	223.16/248.73	2665.7	235.95	-3.4924	326.87	4.3003e+10	3.1219	0.00089854	0.9991	0.0017971	0.026974	False
IPO7_-_9406180.23-P1P2	IPO7__P1P2	963.18	119.33/168.81	963.18	144.07	-2.7325	1224.2	1.5538e+10	3.116	0.0009165	0.99908	0.001833	0.026974	False
BCKDHA__P1__primarysecondary__FWD__70	BCKDHA__P1	2509.6	211.54/262.59	2509.6	237.07	-3.3986	1303.3	4.0486e+10	3.1115	0.00093074	0.99907	0.0018615	0.026974	False
HMBS__P1__primarysecondary__FWD__50	HMBS__P1	3613.1	287.48/291.14	3613.1	289.31	-3.638	6.7012	5.8287e+10	3.1071	0.00094474	0.99906	0.0018895	0.026974	False
RPS14_+_149829235.23-P1P2	RPS14__P1P2	822.88	117/158.21	822.88	137.61	-2.5714	848.88	1.3275e+10	3.1062	0.00094752	0.99905	0.001895	0.026974	False
CHEK1_-_125495912.23-P1P2	CHEK1__P1P2	2569.5	193.72/296.85	2569.5	245.28	-3.3837	5317.7	4.1452e+10	3.1049	0.00095159	0.99905	0.0019032	0.026974	False
RPL36A_-_100645963.23-P1P2	RPL36A__P1P2	1336.8	277.4/77.473	1336.8	177.44	-2.9064	19986	2.1565e+10	3.1032	0.00095709	0.99904	0.0019142	0.026974	False
RPL34__P1P2__secondary__RVS__89	RPL34__P1P2	1094	175.89/147.61	1094	161.75	-2.7502	400.1	1.7649e+10	3.1008	0.0009651	0.99903	0.0019302	0.026974	False
RIF1_+_152266651.23-P1P2	RIF1__P1P2	2572.7	344.04/154.95	2572.7	249.49	-3.361	17878	4.1503e+10	3.1001	0.00096733	0.99903	0.0019347	0.026974	False
MAD2L1BP_+_43603763.23-P1P2	MAD2L1BP__P1P2	1789.2	278.18/140.27	1789.2	209.22	-3.0901	9509.6	2.8864e+10	3.0979	0.00097435	0.99903	0.0019487	0.026974	False
ZAR1L_-_32889540.23-P1P2	ZAR1L__P1P2	2082.4	240.21/212.03	2082.4	226.12	-3.1974	396.96	3.3594e+10	3.0976	0.00097545	0.99902	0.0019509	0.026974	False
ORC5_-_103848430.23-P1P2	ORC5__P1P2	2998.3	246.41/297.66	2998.3	272.03	-3.4575	1313.4	4.8369e+10	3.0974	0.00097621	0.99902	0.0019524	0.026974	False
MMAB__P1P2__primary__FWD__36	MMAB__P1P2	2979.4	230.91/313.16	2979.4	272.03	-3.4484	3382.1	4.8064e+10	3.0964	0.00097934	0.99902	0.0019587	0.026974	False
EIF3F__P1P2__primarysecondary__FWD__61	EIF3F__P1P2	1998.9	230.14/215.29	1998.9	222.72	-3.1602	110.13	3.2246e+10	3.096	0.00098082	0.99902	0.0019616	0.026974	False
UBE2C_+_44441326.23-P1P2	UBE2C__P1P2	1467.6	214.64/167.18	1467.6	190.91	-2.936	1126.2	2.3676e+10	3.0955	0.00098243	0.99902	0.0019649	0.026974	False
RAD9A__P1P2__primarysecondary__FWD__35	RAD9A__P1P2	2194.3	136.38/332.73	2194.3	234.55	-3.2203	19277	3.5399e+10	3.0946	0.00098544	0.99901	0.0019709	0.026974	False
UQCRC2_+_21964884.23-P1P2	UQCRC2__P1P2	2719.3	120.88/402.05	2719.3	261.46	-3.3736	39527	4.3868e+10	3.0945	0.00098575	0.99901	0.0019715	0.026974	False
WEE1_+_9595254.23-P1P2	WEE1__P1P2	2156.5	213.09/253.62	2156.5	233.36	-3.2026	821.53	3.4789e+10	3.0935	0.00098906	0.99901	0.0019781	0.026974	False
RPL14_+_40498846.23-P1P2	RPL14__P1P2	950.57	122.43/189.2	950.57	155.81	-2.6013	2229.1	1.5335e+10	3.0909	0.0009978	0.999	0.0019956	0.026974	False
RAD9A_-_67159481.23-P1P2	RAD9A__P1P2	2520.7	310.72/198.98	2520.7	254.85	-3.301	6242.6	4.0664e+10	3.0907	0.00099836	0.999	0.0019967	0.026974	False
CTDSPL2_-_44719841.23-P1P2	CTDSPL2__P1P2	2126.6	230.14/239.76	2126.6	234.95	-3.1727	46.311	3.4306e+10	3.0894	0.0010029	0.999	0.0020057	0.026974	False
ZRSR2_+_15808666.23-P1P2	ZRSR2__P1P2	2974.7	325.44/233.24	2974.7	279.34	-3.408	4251.2	4.7988e+10	3.0883	0.0010064	0.99899	0.0020129	0.026974	False
XPC_+_14220001.23-P1	XPC__P1	3141.8	255.71/322.13	3141.8	288.92	-3.4383	2205.8	5.0683e+10	3.0865	0.0010126	0.99899	0.0020252	0.026974	False
NPLOC4__P1P2__primarysecondary__FWD__72	NPLOC4__P1P2	1825.5	249.51/190.83	1825.5	220.17	-3.0458	1721.6	2.9449e+10	3.0858	0.001015	0.99898	0.00203	0.026974	False
PALB2__P1P2__primary__RVS__33	PALB2__P1P2	1666.2	144.13/279.72	1666.2	211.92	-2.9691	9192.9	2.688e+10	3.0835	0.001023	0.99898	0.002046	0.026974	False
ZZZ3_-_78149063.23-P1P2	ZZZ3__P1P2	1787.6	189.07/250.36	1787.6	219.71	-3.0186	1878.5	2.8838e+10	3.0833	0.0010237	0.99898	0.0020473	0.026974	False
ANAPC13__P1P2__primary__FWD__69	ANAPC13__P1P2	2850.1	258.03/300.92	2850.1	279.48	-3.3456	919.86	4.5979e+10	3.0817	0.0010289	0.99897	0.0020579	0.026974	False
HDAC7_-_48213211.23-P1P2	HDAC7__P1P2	1369.9	228.59/158.21	1369.9	193.4	-2.818	2476.5	2.2099e+10	3.0813	0.0010304	0.99897	0.0020608	0.026974	False
RAD9A__P1P2__primarysecondary__FWD__34	RAD9A__P1P2	2203.8	247.96/243.84	2203.8	245.9	-3.1587	8.4887	3.5552e+10	3.0812	0.0010309	0.99897	0.0020617	0.026974	False
TACC3_-_1723216.23-P1	TACC3__P1	2084	213.09/265.86	2084	239.47	-3.1161	1392.2	3.3619e+10	3.0807	0.0010327	0.99897	0.0020653	0.026974	False
KAT2A_-_40273345.23-P1P2	KAT2A__P1P2	2087.1	264.23/215.29	2087.1	239.76	-3.1165	1197.3	3.367e+10	3.0805	0.0010331	0.99897	0.0020662	0.026974	False
AATF_-_35306333.23-P1P2	AATF__P1P2	925.34	116.23/206.32	925.34	161.28	-2.5131	4058.4	1.4928e+10	3.0766	0.0010469	0.99895	0.0020937	0.026974	False
GTF2H2_+_70363453.23-ENST00000274400.5_ENST00000330280.7	GTF2H2__ENST00000274400.5_ENST00000330280.7	2233.8	150.32/355.56	2233.8	252.94	-3.1375	21061	3.6035e+10	3.0748	0.0010532	0.99895	0.0021064	0.026974	False
RNF8__P1P2__secondary__RVS__88	RNF8__P1P2	2616.8	148/400.41	2616.8	274.21	-3.2498	31857	4.2215e+10	3.0746	0.0010541	0.99895	0.0021081	0.026974	False
