sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
TP53_+_7590763.23-P1P2	TP53__P1P2	3977.2	31822/36643	3977.2	34233	3.1052	1.1624e+07	1.1043e+07	9.1046	1	4.8971e-20	9.7941e-20	6.3276e-17	True
C7orf49_+_134854993.23-P1P2	C7orf49__P1P2	2423.6	23255/28200	2423.6	25727	3.4075	1.2226e+07	6.7293e+06	8.9834	1	1.5908e-19	3.1816e-19	1.9271e-16	True
SUPT20H__P1P2__secondary__FWD__51	SUPT20H__P1P2	3128.2	26271/28674	3128.2	27472	3.1342	2.8868e+06	8.6856e+06	8.2602	1	8.4964e-17	1.6993e-16	9.6869e-14	True
CHEK2_+_29137741.23-P1P2	CHEK2__P1P2	3824.4	19599/31656	3824.4	25627	2.7441	7.2684e+07	1.0619e+07	6.6909	1	1.2606e-11	2.5213e-11	1.3574e-08	True
BAK1__33547269__RVS__36	BAK1__33547269	3517.9	23617/22984	3517.9	23300	2.7272	2.003e+05	9.7675e+06	6.3298	1	1.4108e-10	2.8217e-10	1.4392e-07	True
BAK1__33547269__RVS__14	BAK1__33547269	3122.3	22209/19376	3122.3	20792	2.735	4.0119e+06	8.6693e+06	6.0013	1	1.1438e-09	2.2875e-09	1.1084e-06	True
BAK1__33547269__RVS__73	BAK1__33547269	3092.1	22198/16852	3092.1	19525	2.6583	1.4289e+07	8.5854e+06	5.6083	1	1.1958e-08	2.3916e-08	1.1037e-05	True
BAK1__33547269__FWD__65	BAK1__33547269	3982.3	23926/20622	3982.3	22274	2.4834	5.4568e+06	1.1057e+07	5.5009	1	2.1362e-08	4.2725e-08	1.882e-05	True
BAK1__33547269__FWD__38	BAK1__33547269	3412.9	21476/17969	3412.9	19723	2.5304	6.1474e+06	9.4761e+06	5.2982	1	6.7497e-08	1.3499e-07	5.688e-05	True
BAK1__33547269__FWD__14	BAK1__33547269	3318	20100/18359	3318	19229	2.5346	1.5156e+06	9.2126e+06	5.2422	1	9.196e-08	1.8392e-07	7.4265e-05	True
SOX4__P1__primarysecondary__FWD__4	SOX4__P1	3760.6	18084/21249	3760.6	19667	2.3864	5.0073e+06	1.0441e+07	4.9225	1	4.8683e-07	9.7366e-07	0.00037743	True
CHEK2_+_29137765.23-P1P2	CHEK2__P1P2	3449	15809/20909	3449	18359	2.4119	1.3005e+07	9.5763e+06	4.8181	1	8.354e-07	1.6708e-06	0.00062276	True
SOX4_-_21593977.23-P1	SOX4__P1	3547.3	14792/21798	3547.3	18295	2.3663	2.454e+07	9.8491e+06	4.6992	1	1.4995e-06	2.9991e-06	0.0010764	True
CHEK2_+_29137755.23-P1P2	CHEK2__P1P2	2708.3	12972/17278	2708.3	15125	2.481	9.2677e+06	7.5198e+06	4.528	1	3.552e-06	7.104e-06	0.0024588	True
CHEK2__P1P2__primary__FWD__73	CHEK2__P1P2	4766.6	19137/22861	4766.6	20999	2.139	6.9331e+06	1.3235e+07	4.4619	1	4.4884e-06	8.9768e-06	0.0029998	True
RBM15__110881839__FWD__75	RBM15__110881839	2058.3	11945/13349	2058.3	12647	2.6187	9.8535e+05	5.715e+06	4.4294	0.99999	5.8668e-06	1.1734e-05	0.0037904	True
BAK1__33547269__RVS__50	BAK1__33547269	3101.3	17006/14778	3101.3	15892	2.357	2.4816e+06	8.611e+06	4.3588	0.99999	7.6511e-06	1.5302e-05	0.0047837	True
USP28__P1P2__primary__FWD__35	USP28__P1P2	4481.1	19256/19850	4481.1	19553	2.1252	1.7608e+05	1.2442e+07	4.2729	0.99999	1.0741e-05	2.1482e-05	0.0065057	True
BAK1__33547269__FWD__55	BAK1__33547269	3359.1	17888/14650	3359.1	16269	2.2756	5.2428e+06	9.3268e+06	4.2271	0.99999	1.3695e-05	2.7389e-05	0.0080432	True
USP28_+_113746238.23-P1P2	USP28__P1P2	3155.1	14436/14195	3155.1	14315	2.1815	28876	8.7602e+06	3.7707	0.99991	9.4999e-05	0.00019	0.054155	True
CNOT3_+_54641889.23-P1P2	CNOT3__P1P2	2871.2	12434/14242	2871.2	13338	2.2154	1.6345e+06	7.9721e+06	3.707	0.99988	0.00012402	0.00024804	0.068678	True
ZNF787_-_56632608.23-P1P2	ZNF787__P1P2	3229	13160/14389	3229	13774	2.0925	7.5519e+05	8.9654e+06	3.5219	0.99975	0.00024928	0.00049856	0.13421	True
CSDE1_+_115300574.23-P1P2	CSDE1__P1P2	3274.3	11677/15367	3274.3	13522	2.0457	6.8085e+06	9.0913e+06	3.3988	0.99961	0.000393	0.000786	0.20587	True
BBC3_+_47734383.23-P1P2	BBC3__P1P2	3320.5	13084/13690	3320.5	13387	2.0111	1.8367e+05	9.2196e+06	3.3154	0.99947	0.00053016	0.0010603	0.27041	True
PAN2_+_56727739.23-P1P2	PAN2__P1P2	2725.1	11373/11798	2725.1	11586	2.0876	90409	7.5664e+06	3.2212	0.99924	0.00076069	0.0015214	0.37804	True
ZNF787__P1P2__primary__RVS__59	ZNF787__P1P2	2612.6	11736/10747	2612.6	11241	2.1049	4.889e+05	7.2539e+06	3.2038	0.99919	0.00081305	0.0016261	0.39396	True
SOX4__P1__primarysecondary__FWD__-3	SOX4__P1	3246.6	12082/13452	3246.6	12767	1.9751	9.3773e+05	9.0144e+06	3.1709	0.99912	0.00088325	0.0017665	0.41754	True
TRIP12_+_230786492.23-P1P2	TRIP12__P1P2	3795.8	11689/16082	3795.8	13886	1.8708	9.6504e+06	1.0539e+07	3.108	0.99893	0.0010717	0.0021434	0.49455	True
USP28__P1P2__primary__FWD__55	USP28__P1P2	3049.3	11988/11875	3049.3	11931	1.9679	6355.2	8.4664e+06	3.0525	0.99867	0.0013307	0.0026613	0.59979	True
USP28_+_113746234.23-P1P2	USP28__P1P2	3211.3	10751/13239	3211.3	11995	1.9009	3.0943e+06	8.9165e+06	2.9416	0.9981	0.0019009	0.0038018	0.83736	True
ORC5_+_103848420.23-P1P2	ORC5__P1P2	2814.1	28.476/10.382	2814.1	19.429	-7.1064	163.69	7.8136e+06	2.88	0.0019887	0.99801	0.0039773	0.85654	False
KIAA1429__P1P2__primarysecondary__FWD__61	KIAA1429__P1P2	3184.5	11575/11876	3184.5	11726	1.8802	45302	8.8418e+06	2.8724	0.99763	0.0023741	0.0047482	0.99995	True
CTDSPL2_-_44719841.23-P1P2	CTDSPL2__P1P2	2652	4.593/40.232	2652	22.412	-6.8242	635.06	7.3635e+06	2.8128	0.0024552	0.99754	0.0049105	0.99995	False
USP28_-_113746230.23-P1P2	USP28__P1P2	3673.2	13888/11399	3673.2	12643	1.783	3.099e+06	1.0199e+07	2.8088	0.99716	0.0028415	0.005683	0.99995	True
MMAB__P1P2__primary__FWD__34	MMAB__P1P2	2259	31.232/9.0846	2259	20.158	-6.739	245.26	6.2723e+06	2.7909	0.0026279	0.99737	0.0052558	0.99995	False
CREBBP__P1P2__primary__FWD__53	CREBBP__P1P2	2570.6	11729/8270.9	2570.6	10000	1.9594	5.981e+06	7.1374e+06	2.781	0.99674	0.0032569	0.0065139	0.99995	True
ORC5_-_103848433.23-P1P2	ORC5__P1P2	2489.1	22.965/29.849	2489.1	26.407	-6.5055	23.699	6.9112e+06	2.7364	0.0031056	0.99689	0.0062112	0.99995	False
AATF_-_35306333.23-P1P2	AATF__P1P2	214.15	5.5115/3.8934	214.15	4.7025	-5.2376	1.3092	5.9459e+05	2.6654	0.0038446	0.99616	0.0076893	0.99995	False
DROSHA__31531421__RVS__38	DROSHA__31531421	2777.2	38.581/37.636	2777.2	38.108	-6.1505	0.44615	7.711e+06	2.6543	0.0039734	0.99603	0.0079468	0.99995	False
POLR1B_-_113300081.23-P1P2	POLR1B__P1P2	275.45	1.8372/10.382	275.45	6.1098	-5.2811	36.51	7.648e+05	2.6309	0.0042578	0.99574	0.0085156	0.99995	False
ORC5_-_103848430.23-P1P2	ORC5__P1P2	3293.6	90.94/11.68	3293.6	51.31	-5.9769	3141.1	9.145e+06	2.6213	0.0043798	0.99562	0.0087595	0.99995	False
WDR89_-_64108336.23-P1P2	WDR89__P1P2	2392.5	71.65/2.5956	2392.5	37.123	-5.9724	2384.3	6.643e+06	2.6071	0.0045661	0.99543	0.0091323	0.99995	False
SAE1__P1P2__secondary__FWD__25	SAE1__P1P2	2471.5	14.697/62.294	2471.5	38.496	-5.9681	1132.7	6.8622e+06	2.6066	0.0045725	0.99543	0.0091449	0.99995	False
KIAA1429_+_95565606.23-P1P2	KIAA1429__P1P2	3543.9	10267/13096	3543.9	11682	1.7205	4.0016e+06	9.8398e+06	2.5942	0.99456	0.005444	0.010888	0.99995	True
TRIP12_-_230786461.23-P1P2	TRIP12__P1P2	2463.1	9083/9259.8	2463.1	9171.4	1.8962	15625	6.8389e+06	2.5652	0.99376	0.0062354	0.012471	0.99995	True
NABP2_-_56618229.23-P1	NABP2__P1	2583.2	68.894/24.658	2583.2	46.776	-5.7573	978.42	7.1723e+06	2.5556	0.0053	0.9947	0.0106	0.99995	False
RAD9A_-_67159466.23-P1P2	RAD9A__P1P2	1815.6	23.883/45.423	1815.6	34.653	-5.6711	231.98	5.0412e+06	2.5332	0.0056508	0.99435	0.011302	0.99995	False
BMS1_-_43278259.23-P1P2	BMS1__P1P2	745.73	33.069/1.2978	745.73	17.184	-5.3599	504.71	2.0706e+06	2.5129	0.0059872	0.99401	0.011974	0.99995	False
PCGF1__P1P2__secondary__RVS__71	PCGF1__P1P2	2166.6	6000.2/10655	2166.6	8327.6	1.9419	1.0833e+07	6.0158e+06	2.5119	0.9926	0.0073993	0.014799	0.99995	True
C7orf26__P1P2__secondary__RVS__52	C7orf26__P1P2	2621	76.243/32.445	2621	54.344	-5.5661	959.13	7.2773e+06	2.5082	0.0060669	0.99393	0.012134	0.99995	False
CEP63__P1P2__secondary__FWD__66	CEP63__P1P2	2760.4	68.894/53.21	2760.4	61.052	-5.4758	123	7.6643e+06	2.4873	0.0064362	0.99356	0.012872	0.99995	False
CFDP1_-_75467338.23-P1	CFDP1__P1	2777.2	61.546/62.294	2777.2	61.92	-5.4645	0.28036	7.711e+06	2.4847	0.0064836	0.99352	0.012967	0.99995	False
C7orf26__P1P2__primary__RVS__32	C7orf26__P1P2	3352.4	51.441/105.12	3352.4	78.281	-5.4025	1440.8	9.3082e+06	2.48	0.0065688	0.99343	0.013138	0.99995	False
NEDD8-MDP1_+_24701514.23-P1P2	NEDD8-MDP1__P1P2	2846.9	53.278/80.464	2846.9	66.871	-5.3909	369.52	7.9045e+06	2.4671	0.0068113	0.99319	0.013623	0.99995	False
CEP63_-_134205066.23-P1P2	CEP63__P1P2	1587.2	7.3487/68.783	1587.2	38.066	-5.3453	1887.1	4.4069e+06	2.4542	0.0070598	0.99294	0.01412	0.99995	False
AUNIP_+_26185924.23-P1P2	AUNIP__P1P2	1551.1	13.779/60.997	1551.1	37.388	-5.3374	1114.8	4.3067e+06	2.453	0.0070829	0.99292	0.014166	0.99995	False
CDC26__P1P2__secondary__FWD__44	CDC26__P1P2	2429.5	67.976/49.316	2429.5	58.646	-5.3487	174.09	6.7456e+06	2.451	0.0071224	0.99288	0.014245	0.99995	False
NABP2_-_56618158.23-P1	NABP2__P1	2322	80.836/36.338	2322	58.587	-5.2848	990.02	6.4472e+06	2.4339	0.0074694	0.99253	0.014939	0.99995	False
TGDS__P1P2__primary__FWD__82	TGDS__P1P2	1937.4	32.151/67.486	1937.4	49.818	-5.2534	624.28	5.3793e+06	2.4256	0.0076411	0.99236	0.015282	0.99995	False
HMBS__P1__primarysecondary__FWD__50	HMBS__P1	3728.6	177.29/40.232	3728.6	108.76	-5.0866	9392.2	1.0353e+07	2.4083	0.0080135	0.99199	0.016027	0.99995	False
RAD9A_-_67159481.23-P1P2	RAD9A__P1P2	2507.6	124.93/11.68	2507.6	68.304	-5.1778	6412.6	6.9625e+06	2.4076	0.0080278	0.99197	0.016056	0.99995	False
ASUN_-_27090898.23-P1P2	ASUN__P1P2	3250.8	118.5/66.188	3250.8	92.343	-5.1226	1368.2	9.026e+06	2.4058	0.0080688	0.99193	0.016138	0.99995	False
ANAPC13__P1P2__primary__RVS__49	ANAPC13__P1P2	2845.2	60.627/102.53	2845.2	81.577	-5.1072	877.77	7.8998e+06	2.3938	0.0083366	0.99166	0.016673	0.99995	False
XRCC1__P1P2__primary__RVS__15	XRCC1__P1P2	2972	121.25/50.614	2972	85.934	-5.0959	2495	8.2519e+06	2.3931	0.0083529	0.99165	0.016706	0.99995	False
OBFC1__P1P2__primary__RVS__48	OBFC1__P1P2	2521.9	53.278/92.144	2521.9	72.711	-5.097	755.26	7.0021e+06	2.3867	0.0084993	0.9915	0.016999	0.99995	False
DNMT1_-_10305582.23-P1P2	DNMT1__P1P2	2228	19.29/111.61	2228	65.451	-5.0679	4261.5	6.186e+06	2.377	0.0087276	0.99127	0.017455	0.99995	False
DROSHA__31531421__RVS__48	DROSHA__31531421	2114.6	52.36/72.677	2114.6	62.518	-5.0577	206.39	5.8712e+06	2.3741	0.0087963	0.9912	0.017593	0.99995	False
GTF3C4__P1P2__primary__FWD__36	GTF3C4__P1P2	2474	68.894/79.166	2474	74.03	-5.0438	52.752	6.8692e+06	2.3723	0.0088391	0.99116	0.017678	0.99995	False
SUPT20H_+_37633551.23-P1P2	SUPT20H__P1P2	2546.2	7997.2/9698.5	2546.2	8847.9	1.7966	1.4471e+06	7.0697e+06	2.37	0.9893	0.010704	0.021408	0.99995	True
RPL9_+_39460483.23-P1P2	RPL9__P1P2	245.22	23.883/0	245.22	11.942	-4.2498	285.21	6.8086e+05	2.3667	0.0089747	0.99103	0.017949	0.99995	False
BUB1__P1P2__primarysecondary__FWD__39	BUB1__P1P2	1795.5	78.08/31.147	1795.5	54.614	-5.0136	1101.4	4.9852e+06	2.3642	0.0090348	0.99097	0.01807	0.99995	False
AUNIP__P1P2__primarysecondary__RVS__55	AUNIP__P1P2	1789.6	74.406/37.636	1789.6	56.021	-4.9728	676	4.9689e+06	2.3535	0.0092995	0.9907	0.018599	0.99995	False
EMC1__P1P2__primary__FWD__96	EMC1__P1P2	1332.7	15.616/73.975	1332.7	44.795	-4.8641	1702.9	3.7004e+06	2.336	0.0097466	0.99025	0.019493	0.99995	False
AATF_-_35306346.23-P1P2	AATF__P1P2	395.54	23.883/11.68	395.54	17.782	-4.4001	74.459	1.0982e+06	2.335	0.0097728	0.99023	0.019546	0.99995	False
ACTR8_+_53916142.23-P1P2	ACTR8__P1P2	2626	124.93/50.614	2626	87.771	-4.8872	2761.3	7.2913e+06	2.3326	0.0098359	0.99016	0.019672	0.99995	False
DUSP12_-_161719619.23-P1P2	DUSP12__P1P2	2855.3	96.452/101.23	2855.3	98.84	-4.8384	11.407	7.9278e+06	2.323	0.01009	0.98991	0.020181	0.99995	False
MAD2L1BP_-_43603982.23-P1P2	MAD2L1BP__P1P2	2098.6	70.731/71.379	2098.6	71.055	-4.8649	0.20963	5.8269e+06	2.323	0.010091	0.98991	0.020181	0.99995	False
DROSHA__31531421__RVS__39	DROSHA__31531421	2278.3	17.453/138.86	2278.3	78.159	-4.8477	7370.4	6.3259e+06	2.3188	0.010203	0.9898	0.020405	0.99995	False
ANAPC13_+_134204787.23-P1P2	ANAPC13__P1P2	2912.4	108.39/96.037	2912.4	102.22	-4.819	76.342	8.0864e+06	2.3188	0.010204	0.9898	0.020407	0.99995	False
NRF1_-_129251633.23-P1P2	NRF1__P1P2	1500.7	34.906/70.081	1500.7	52.494	-4.8111	618.63	4.1668e+06	2.316	0.010279	0.98972	0.020558	0.99995	False
C7orf26_+_6629657.23-P1P2	C7orf26__P1P2	2125.5	80.836/68.783	2125.5	74.81	-4.81	72.632	5.9016e+06	2.3082	0.010493	0.98951	0.020986	0.99995	False
SAE1__P1P2__secondary__FWD__28	SAE1__P1P2	2154.9	95.533/58.401	2154.9	76.967	-4.7893	689.41	5.9832e+06	2.3027	0.010648	0.98935	0.021295	0.99995	False
ACAT2_-_160183095.23-P1P2	ACAT2__P1P2	2559.7	131.36/55.805	2559.7	93.582	-4.7588	2854.1	7.1071e+06	2.2973	0.010801	0.9892	0.021602	0.99995	False
WDR70__P1P2__primary__RVS__76	WDR70__P1P2	2301.9	85.429/84.357	2301.9	84.893	-4.7447	0.57453	6.3912e+06	2.2912	0.010975	0.98903	0.02195	0.99995	False
CTDSPL2_-_44719837.23-P1P2	CTDSPL2__P1P2	2631	142.38/57.103	2631	99.742	-4.7074	3636.2	7.3052e+06	2.2843	0.011177	0.98882	0.022354	0.99995	False
KIAA1429_-_95565479.23-P1P2	KIAA1429__P1P2	3664.8	10690/11188	3664.8	10939	1.5774	1.2435e+05	1.0176e+07	2.2804	0.98709	0.012911	0.025822	0.99995	True
USP28_+_113745821.23-P1P2	USP28__P1P2	2453.9	8375.7/8414.9	2453.9	8395.3	1.7741	769.26	6.8133e+06	2.2762	0.98619	0.013814	0.027628	0.99995	True
RAD17__P1P2__primary__FWD__55	RAD17__P1P2	2524.4	141.46/55.805	2524.4	98.634	-4.6637	3668.6	7.0091e+06	2.2711	0.01157	0.98843	0.023139	0.99995	False
SAE1_-_47634139.23-P1P2	SAE1__P1P2	1908	120.34/28.552	1908	74.443	-4.6613	4212.1	5.2976e+06	2.2687	0.011643	0.98836	0.023287	0.99995	False
UBE2C_+_44441359.23-P1P2	UBE2C__P1P2	2142.3	98.289/72.677	2142.3	85.483	-4.6313	328	5.9482e+06	2.2598	0.011915	0.98808	0.023831	0.99995	False
MMAB__P1P2__primary__FWD__36	MMAB__P1P2	2685.6	135.95/83.059	2685.6	109.51	-4.6036	1398.8	7.4568e+06	2.2567	0.012012	0.98799	0.024024	0.99995	False
DOT1L_+_2164312.23-P1P2	DOT1L__P1P2	2364	7623.4/8656.3	2364	8139.9	1.7833	5.3348e+05	6.5638e+06	2.2544	0.9853	0.014702	0.029404	0.99995	True
CMC2_-_81040415.23-P1P2	CMC2__P1P2	2727.6	110.23/116.8	2727.6	113.52	-4.5745	21.59	7.5734e+06	2.2494	0.012244	0.98776	0.024488	0.99995	False
SMARCAL1_-_217277235.23-P1P2	SMARCAL1__P1P2	3019.9	155.24/105.12	3019.9	130.18	-4.5253	1256	8.3848e+06	2.2409	0.012515	0.98749	0.02503	0.99995	False
PMVK_-_154909252.23-P1P2	PMVK__P1P2	2810.8	135.03/105.12	2810.8	120.08	-4.5375	447.34	7.8042e+06	2.2405	0.01253	0.98747	0.025059	0.99995	False
POLR1B_-_113300298.23-P1P2	POLR1B__P1P2	662.59	22.965/45.423	662.59	34.194	-4.2369	252.19	1.8397e+06	2.2243	0.013064	0.98694	0.026128	0.99995	False
CEP63__P1P2__secondary__FWD__59	CEP63__P1P2	1998.7	111.15/64.89	1998.7	88.02	-4.4895	1070	5.5495e+06	2.221	0.013174	0.98683	0.026349	0.99995	False
AUNIP_-_26185870.23-P1P2	AUNIP__P1P2	1409.2	104.72/23.36	1409.2	64.04	-4.4384	3309.6	3.9126e+06	2.2172	0.013304	0.9867	0.026607	0.99995	False
ZAR1L_-_32889550.23-P1P2	ZAR1L__P1P2	1509.1	62.464/73.975	1509.1	68.219	-4.4473	66.245	4.1901e+06	2.2165	0.013327	0.98667	0.026654	0.99995	False
PMVK_-_154909257.23-P1P2	PMVK__P1P2	2332.9	97.371/111.61	2332.9	104.49	-4.4676	101.39	6.4775e+06	2.2155	0.013363	0.98664	0.026727	0.99995	False
EIF3F__P1P2__primarysecondary__FWD__61	EIF3F__P1P2	1919.8	43.174/132.38	1919.8	87.775	-4.4354	3978.5	5.3303e+06	2.2064	0.013677	0.98632	0.027354	0.99995	False
ADAM18_-_39442133.23-P1P2	ADAM18__P1P2	1879.4	113.91/58.401	1879.4	86.153	-4.4314	1540.4	5.2184e+06	2.2056	0.013705	0.98629	0.027411	0.99995	False
FBXO42_+_16678915.23-P1P2	FBXO42__P1P2	2438.7	7996.3/8330.6	2438.7	8163.5	1.7426	55860	6.7713e+06	2.2	0.98316	0.01684	0.03368	0.99995	True
FBXO42_+_16678912.23-P1P2	FBXO42__P1P2	2791.4	8753.2/9043.1	2791.4	8898.2	1.6721	41997	7.7506e+06	2.1935	0.98321	0.016788	0.033576	0.99995	True
PPP2CA_+_133561724.23-P1P2	PPP2CA__P1P2	1665.3	145.14/14.276	1665.3	79.707	-4.3678	8562.4	4.6238e+06	2.1908	0.014235	0.98577	0.028469	0.99995	False
GNB2L1_+_180670873.23-P1P2	GNB2L1__P1P2	2201.9	134.11/79.166	2201.9	106.64	-4.3551	1509.7	6.1137e+06	2.1835	0.014501	0.9855	0.029002	0.99995	False
NPLOC4_+_79604076.23-P1P2	NPLOC4__P1P2	1766.9	103.8/72.677	1766.9	88.239	-4.3082	484.35	4.9059e+06	2.1724	0.014914	0.98509	0.029827	0.99995	False
MAD2L1BP__P1P2__secondary__FWD__75	MAD2L1BP__P1P2	2110.4	61.546/149.25	2110.4	105.4	-4.3107	3845.8	5.8596e+06	2.1708	0.014972	0.98503	0.029944	0.99995	False
INTS10__P1P2__primary__FWD__93	INTS10__P1P2	2925	179.13/121.99	2925	150.56	-4.271	1632	8.1213e+06	2.1679	0.015082	0.98492	0.030164	0.99995	False
SAMD1_-_14201369.23-P1P2	SAMD1__P1P2	2975.4	9534.1/8849.7	2975.4	9191.9	1.627	2.3417e+05	8.2612e+06	2.1628	0.98202	0.017979	0.035958	0.99995	True
BBC3__P1P2__secondary__FWD__29	BBC3__P1P2	2535.3	7418.5/9109.3	2535.3	8263.9	1.7043	1.4293e+06	7.0394e+06	2.1591	0.98143	0.018571	0.037141	0.99995	True
VWA9_+_65903426.23-P1P2	VWA9__P1P2	2857	204.85/97.335	2857	151.09	-4.232	5779.3	7.9325e+06	2.1556	0.015557	0.98444	0.031113	0.99995	False
DNMT1__P1P2__primary__RVS__64	DNMT1__P1P2	2810.8	107.48/194.67	2810.8	151.07	-4.2086	3801.5	7.8042e+06	2.1482	0.01585	0.98415	0.0317	0.99995	False
TADA2B_+_7045443.23-P1P2	TADA2B__P1P2	2159.1	7003.3/7830.9	2159.1	7417.1	1.78	3.4245e+05	5.9948e+06	2.1475	0.98043	0.019575	0.039149	0.99995	True
CCDC137_-_79633802.23-P1P2	CCDC137__P1P2	1929.8	66.139/140.16	1929.8	103.15	-4.2125	2739.8	5.3583e+06	2.1436	0.016033	0.98397	0.032066	0.99995	False
CBLL1_-_107384621.23-P1P2	CBLL1__P1P2	3139.1	8926.9/9993.1	3139.1	9460	1.5912	5.6838e+05	8.7159e+06	2.141	0.98115	0.018848	0.037695	0.99995	True
HUS1__P1P2__primary__FWD__69	HUS1__P1P2	2593.3	128.6/153.14	2593.3	140.87	-4.1927	301.05	7.2003e+06	2.1405	0.016159	0.98384	0.032318	0.99995	False
CHERP_+_16653219.23-P1P2	CHERP__P1P2	1883.6	86.348/119.4	1883.6	102.87	-4.1814	546.15	5.23e+06	2.1351	0.016377	0.98362	0.032754	0.99995	False
UBA3_+_69129471.23-P1P2	UBA3__P1P2	3130.7	206.68/150.54	3130.7	178.61	-4.124	1575.7	8.6926e+06	2.13	0.016587	0.98341	0.033175	0.99995	False
NRF1__P1P2__secondary__RVS__63	NRF1__P1P2	1581.3	56.953/120.7	1581.3	88.824	-4.1388	2031.6	4.3906e+06	2.1278	0.016679	0.98332	0.033358	0.99995	False
WDR48__P1P2__primary__FWD__68	WDR48__P1P2	2481.6	56.034/223.22	2481.6	139.63	-4.1419	13976	6.8902e+06	2.1246	0.016809	0.98319	0.033618	0.99995	False
ZAR1L_-_32889540.23-P1P2	ZAR1L__P1P2	2559.7	173.61/116.8	2559.7	145.21	-4.1304	1613.8	7.1071e+06	2.1222	0.016912	0.98309	0.033824	0.99995	False
MDM2__P1P2__primary__FWD__48	MDM2__P1P2	494.63	36.744/35.041	494.63	35.892	-3.7479	1.4502	1.3734e+06	2.1212	0.016952	0.98305	0.033904	0.99995	False
RPS13_+_17099153.23-P1P2	RPS13__P1P2	393.02	59.708/2.5956	393.02	31.152	-3.6153	1630.9	1.0912e+06	2.1145	0.017235	0.98276	0.034471	0.99995	False
RAD9A__P1P2__primarysecondary__FWD__35	RAD9A__P1P2	2106.2	140.54/102.53	2106.2	121.54	-4.104	722.69	5.8479e+06	2.1119	0.017349	0.98265	0.034698	0.99995	False
C19orf43_+_12845446.23-P1P2	C19orf43__P1P2	1808.1	130.44/84.357	1808.1	107.4	-4.0608	1061.8	5.0202e+06	2.1012	0.017811	0.98219	0.035622	0.99995	False
BUB1_+_111435629.23-P1P2	BUB1__P1P2	1751	126.77/81.761	1751	104.26	-4.0569	1012.7	4.8616e+06	2.1009	0.017827	0.98217	0.035653	0.99995	False
