sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
DROSHA__31531421__FWD__48	DROSHA__31531421	2126.9	40.619/22.119	2126.9	31.369	-6.0387	171.13	3.9732e+10	3.6633	0.0001245	0.99988	0.000249	0.021653	False
CEP63__P1P2__secondary__FWD__59	CEP63__P1P2	2144.1	8.5017/57.141	2144.1	32.821	-5.987	1182.9	4.0054e+10	3.6527	0.00012973	0.99987	0.00025947	0.021653	False
NEDD8-MDP1_+_24701514.23-P1P2	NEDD8-MDP1__P1P2	2214.1	49.121/18.432	2214.1	33.777	-5.9931	470.9	4.1361e+10	3.6495	0.00013137	0.99987	0.00026273	0.021653	False
ATPAF2__P1P2__primarysecondary__FWD__68	ATPAF2__P1P2	1409.9	23.616/30.414	1409.9	27.015	-5.6543	23.104	2.6338e+10	3.6485	0.0001319	0.99987	0.00026379	0.021653	False
ABHD16A__31670342__RVS__92	ABHD16A__P1P2	2024.8	25.505/41.473	2024.8	33.489	-5.8762	127.49	3.7825e+10	3.6401	0.00013625	0.99986	0.0002725	0.021653	False
LOC730183_-_30709787.23-NM_001256932	LOC730183__NM_001256932	1824.1	27.394/36.865	1824.1	32.13	-5.7837	44.845	3.4075e+10	3.6372	0.00013778	0.99986	0.00027557	0.021653	False
MDM2__P1P2__secondary__FWD__36	MDM2__P1P2	1696.7	31.173/35.943	1696.7	33.558	-5.6184	11.378	3.1696e+10	3.6166	0.00014925	0.99985	0.00029851	0.021653	False
NDUFAF6__P1P2__secondary__RVS__75	NDUFAF6__P1P2	2100.6	23.616/55.297	2100.6	39.457	-5.6989	501.86	3.9239e+10	3.6025	0.00015759	0.99984	0.00031517	0.021653	False
RPL9__P1P2__secondary__RVS__97	RPL9__P1P2	329.25	0/31.335	329.25	15.668	-4.3084	490.95	6.1506e+09	3.6004	0.00015886	0.99984	0.00031773	0.021653	False
NRF1_-_129251633.23-P1P2	NRF1__P1P2	1835.5	65.18/9.2162	1835.5	37.198	-5.5874	1566	3.4289e+10	3.6002	0.00015902	0.99984	0.00031803	0.021653	False
PALB2_+_23652376.23-P1P2	PALB2__P1P2	3624.1	34.952/71.887	3624.1	53.419	-6.0577	682.1	6.7699e+10	3.5953	0.000162	0.99984	0.00032399	0.021653	False
SUGP1__P1P2__primarysecondary__RVS__63	SUGP1__P1P2	2748.7	49.121/44.238	2748.7	46.68	-5.8498	11.923	5.1348e+10	3.5941	0.00016278	0.99984	0.00032555	0.021653	False
DROSHA__31531421__RVS__39	DROSHA__31531421	2288.7	57.623/30.414	2288.7	44.018	-5.6685	370.17	4.2754e+10	3.5853	0.00016836	0.99983	0.00033672	0.021653	False
MYSM1__P1P2__primary__FWD__64	MYSM1__P1P2	1730	17.948/60.827	1730	39.388	-5.4216	919.31	3.2317e+10	3.5775	0.00017348	0.99983	0.00034695	0.021653	False
HMGCR__P1P2__secondary__FWD__99	HMGCR__P1P2	1459.3	15.114/59.906	1459.3	37.51	-5.2449	1003.1	2.726e+10	3.5678	0.00017999	0.99982	0.00035999	0.021653	False
TIMM10_+_57298154.23-P1P2	TIMM10__P1P2	2651.2	48.176/54.376	2651.2	51.276	-5.6649	19.216	4.9526e+10	3.5648	0.0001821	0.99982	0.00036419	0.021653	False
FUBP3_-_133454989.23-P1P2	FUBP3__P1P2	2112	17.003/74.651	2112	45.827	-5.4958	1661.6	3.9454e+10	3.5641	0.00018253	0.99982	0.00036506	0.021653	False
ACTR8_-_53915974.23-P1P2	ACTR8__P1P2	2289.8	85.962/10.138	2289.8	48.05	-5.5455	2874.6	4.2776e+10	3.5624	0.00018373	0.99982	0.00036747	0.021653	False
MEX3A_+_156052061.23-P1P2	MEX3A__P1P2	2161.4	49.121/44.238	2161.4	46.68	-5.5031	11.923	4.0375e+10	3.5624	0.00018377	0.99982	0.00036754	0.021653	False
DDX10_+_108535803.23-P1P2	DDX10__P1P2	1539.6	21.727/58.062	1539.6	39.894	-5.2354	660.14	2.876e+10	3.5587	0.00018634	0.99981	0.00037268	0.021653	False
PPP1CB_+_28975362.23-P1P2	PPP1CB__P1P2	3003.4	75.571/38.708	3003.4	57.14	-5.6914	679.43	5.6105e+10	3.5529	0.00019053	0.99981	0.00038106	0.021653	False
RPS8__P1P2__primary__RVS__57	RPS8__P1P2	673.42	51.01/3.6865	673.42	27.348	-4.5723	1119.8	1.258e+10	3.5486	0.00019362	0.99981	0.00038724	0.021653	False
SAMD1__P1P2__secondary__RVS__48	SAMD1__P1P2	1998.5	44.398/50.689	1998.5	47.544	-5.3642	19.791	3.7332e+10	3.5471	0.00019471	0.99981	0.00038943	0.021653	False
ABCB10_+_229694285.23-P1P2	ABCB10__P1P2	1890.6	51.01/41.473	1890.6	46.242	-5.3234	45.48	3.5318e+10	3.5471	0.00019475	0.99981	0.00038951	0.021653	False
SAE1__P1P2__secondary__FWD__28	SAE1__P1P2	2269.2	32.118/70.043	2269.2	51.081	-5.4459	719.18	4.239e+10	3.5451	0.00019622	0.9998	0.00039243	0.021653	False
DNMT1_-_10305582.23-P1P2	DNMT1__P1P2	2143	12.28/87.554	2143	49.917	-5.396	2833.1	4.0032e+10	3.5436	0.00019736	0.9998	0.00039473	0.021653	False
METTL15__P2__primarysecondary__RVS__59	METTL15__P2	1844.7	36.841/56.219	1844.7	46.53	-5.2792	187.76	3.446e+10	3.5422	0.00019841	0.9998	0.00039682	0.021653	False
ARHGAP4_-_153200438.23-P1	ARHGAP4__P1	2354.1	68.014/37.787	2354.1	52.9	-5.4493	456.84	4.3976e+10	3.5408	0.00019948	0.9998	0.00039895	0.021653	False
IMMT__P1P2__primary__RVS__63	IMMT__P1P2	2308.2	57.623/48.846	2308.2	53.234	-5.412	38.516	4.3118e+10	3.5365	0.00020274	0.9998	0.00040548	0.021653	False
RPS13__P1P2__primarysecondary__FWD__75	RPS13__P1P2	672.27	27.394/30.414	672.27	28.904	-4.4928	4.5575	1.2558e+10	3.5338	0.00020481	0.9998	0.00040962	0.021653	False
ANAPC13_-_134204795.23-P1P2	ANAPC13__P1P2	2386.2	37.785/71.887	2386.2	54.836	-5.418	581.44	4.4576e+10	3.5331	0.00020537	0.99979	0.00041073	0.021653	False
BMS1_-_43278259.23-P1P2	BMS1__P1P2	985.46	24.561/46.081	985.46	35.321	-4.7634	231.57	1.8409e+10	3.5316	0.00020651	0.99979	0.00041302	0.021653	False
RPL28_+_55897540.23-P1P2	RPL28__P1P2	1544.2	1.8893/89.397	1544.2	45.643	-5.0499	3828.8	2.8846e+10	3.5236	0.00021287	0.99979	0.00042575	0.021653	False
BUB1__P1P2__primarysecondary__FWD__39	BUB1__P1P2	1779.3	50.066/48.846	1779.3	49.456	-5.141	0.74385	3.3239e+10	3.5213	0.00021476	0.99979	0.00042951	0.021653	False
PALB2__P1P2__primary__RVS__33	PALB2__P1P2	2254.3	81.239/30.414	2254.3	55.826	-5.3106	1291.6	4.2111e+10	3.5208	0.00021516	0.99978	0.00043032	0.021653	False
PIP4K2C_-_57985075.23-P1P2	PIP4K2C__P1P2	1853.9	40.619/61.749	1853.9	51.184	-5.1516	223.23	3.4632e+10	3.5176	0.00021771	0.99978	0.00043542	0.021653	False
RAD9A_-_67159466.23-P1P2	RAD9A__P1P2	2052.4	0/108.75	2052.4	54.376	-5.2126	5913.5	3.8339e+10	3.5152	0.00021973	0.99978	0.00043945	0.021653	False
BCKDHA_-_41903764.23-P1	BCKDHA__P1	3316.6	102.02/36.865	3316.6	69.443	-5.5575	2122.6	6.1956e+10	3.5146	0.00022024	0.99978	0.00044048	0.021653	False
DROSHA__31531421__RVS__48	DROSHA__31531421	2186.6	0/113.36	2186.6	56.68	-5.2451	6425.2	4.0847e+10	3.5126	0.00022184	0.99978	0.00044367	0.021653	False
NRF1__P1P2__secondary__RVS__63	NRF1__P1P2	1860.8	17.003/87.554	1860.8	52.279	-5.127	2488.7	3.476e+10	3.5125	0.00022195	0.99978	0.0004439	0.021653	False
CCDC137__P1P2__primary__FWD__55	CCDC137__P1P2	2776.3	51.01/78.338	2776.3	64.674	-5.4022	373.4	5.1862e+10	3.5096	0.00022439	0.99978	0.00044879	0.021653	False
CDC26_+_116037488.23-P1P2	CDC26__P1P2	2669.6	42.509/84.789	2669.6	63.649	-5.3684	893.83	4.9869e+10	3.5086	0.00022525	0.99977	0.0004505	0.021653	False
DNMT1_-_10305600.23-P1P2	DNMT1__P1P2	2458.5	29.284/93.084	2458.5	61.184	-5.3057	2035.2	4.5926e+10	3.508	0.00022572	0.99977	0.00045143	0.021653	False
ACTR8_+_53916142.23-P1P2	ACTR8__P1P2	2819.9	21.727/110.59	2819.9	66.161	-5.3924	3948.8	5.2676e+10	3.5056	0.00022775	0.99977	0.00045551	0.021653	False
CPNE1_+_34252796.23-P1P2	CPNE1__P1P2	2328.8	63.291/57.141	2328.8	60.216	-5.2502	18.911	4.3504e+10	3.505	0.0002283	0.99977	0.0004566	0.021653	False
MDM2__P1P2__primary__FWD__48	MDM2__P1P2	1544.2	35.896/62.67	1544.2	49.283	-4.9415	358.43	2.8846e+10	3.5032	0.00022985	0.99977	0.0004597	0.021653	False
PFDN1_-_139682694.23-P1P2	PFDN1__P1P2	2135	34.952/82.946	2135	58.949	-5.155	1151.7	3.9882e+10	3.499	0.00023351	0.99977	0.00046703	0.021653	False
WDR70__P1P2__primary__RVS__76	WDR70__P1P2	2817.6	66.125/70.043	2817.6	68.084	-5.3505	7.6785	5.2634e+10	3.4979	0.00023447	0.99977	0.00046894	0.021653	False
SUPT4H1__P1P2__primary__RVS__84	SUPT4H1__P1P2	2878.4	68.958/69.122	2878.4	69.04	-5.3614	0.013328	5.3769e+10	3.4971	0.00023521	0.99976	0.00047043	0.021653	False
NUTF2__P1P2__primary__RVS__67	NUTF2__P1P2	2260	10.391/112.44	2260	61.415	-5.1789	5206.8	4.2218e+10	3.4957	0.0002364	0.99976	0.00047279	0.021653	False
CHERP__P1P2__primary__FWD__78	CHERP__P1P2	2122.4	80.294/39.63	2122.4	59.962	-5.1223	826.79	3.9647e+10	3.4936	0.00023824	0.99976	0.00047648	0.021653	False
EIF3F__P1P2__primarysecondary__RVS__64	EIF3F__P1P2	2059.3	42.509/76.495	2059.3	59.502	-5.0897	577.53	3.8468e+10	3.4916	0.00024003	0.99976	0.00048007	0.021653	False
CEP63__P1P2__secondary__FWD__54	CEP63__P1P2	2027.1	80.294/37.787	2027.1	59.04	-5.0781	903.45	3.7868e+10	3.4916	0.00024007	0.99976	0.00048014	0.021653	False
C7orf26_+_6629657.23-P1P2	C7orf26__P1P2	2234.8	29.284/94.927	2234.8	62.105	-5.1469	2154.5	4.1747e+10	3.4912	0.00024041	0.99976	0.00048083	0.021653	False
CTDSPL2__P1P2__primary__RVS__33	CTDSPL2__P1P2	2141.9	78.405/43.316	2141.9	60.861	-5.1144	615.6	4.0011e+10	3.4909	0.0002407	0.99976	0.00048139	0.021653	False
CD22_+_35820536.23-P1P2	CD22__P1P2	2754.5	68.958/70.043	2754.5	69.501	-5.2885	0.58849	5.1455e+10	3.4893	0.0002421	0.99976	0.0004842	0.021653	False
WDR89__P1P2__primary__RVS__41	WDR89__P1P2	2323.1	38.73/89.397	2323.1	64.064	-5.1587	1283.6	4.3397e+10	3.4881	0.00024319	0.99976	0.00048638	0.021653	False
NUTF2_-_67880898.23-P1P2	NUTF2__P1P2	2543.4	97.298/36.865	2543.4	67.081	-5.2239	1826.1	4.7512e+10	3.4881	0.00024327	0.99976	0.00048654	0.021653	False
RPL28__P1P2__primary__RVS__100	RPL28__P1P2	1188.5	48.176/43.316	1188.5	45.746	-4.6694	11.811	2.2202e+10	3.4879	0.00024341	0.99976	0.00048681	0.021653	False
NSMCE4A_-_123734710.23-P1P2	NSMCE4A__P1P2	2876.1	40.619/104.14	2876.1	72.381	-5.293	2017.7	5.3727e+10	3.4843	0.0002467	0.99975	0.00049339	0.021653	False
RPL36A_-_100645963.23-P1P2	RPL36A__P1P2	1127.7	61.401/29.492	1127.7	45.447	-4.603	509.11	2.1066e+10	3.4826	0.00024829	0.99975	0.00049657	0.021653	False
CCDC137_-_79633802.23-P1P2	CCDC137__P1P2	1603.8	48.176/60.827	1603.8	54.502	-4.8537	80.02	2.996e+10	3.4814	0.00024938	0.99975	0.00049876	0.021653	False
PPIL1__P1P2__primary__FWD__50	PPIL1__P1P2	2417.2	31.173/103.22	2417.2	67.197	-5.1481	2595.5	4.5154e+10	3.4807	0.00025003	0.99975	0.00050006	0.021653	False
CNOT11_-_101869409.23-P1P2	CNOT11__P1P2	1972.1	36.841/85.711	1972.1	61.276	-4.9856	1194.1	3.6839e+10	3.4779	0.00025264	0.99975	0.00050529	0.021653	False
RBM47_+_40632473.23-P1P2	RBM47__P1P2	2128.1	86.907/40.551	2128.1	63.729	-5.0397	1074.4	3.9754e+10	3.4777	0.00025286	0.99975	0.00050572	0.021653	False
SEC62__P1P2__primarysecondary__FWD__31	SEC62__P1P2	2315.1	23.616/109.67	2315.1	66.645	-5.0976	3702.9	4.3247e+10	3.4771	0.00025343	0.99975	0.00050686	0.021653	False
WDR89_-_64108175.23-P1P2	WDR89__P1P2	2021.4	60.457/64.514	2021.4	62.485	-4.9935	8.2291	3.7761e+10	3.476	0.00025444	0.99975	0.00050888	0.021653	False
WNT7A_-_13921172.23-P1P2	WNT7A__P1P2	2082.2	26.45/100.46	2082.2	63.453	-5.0144	2738.5	3.8897e+10	3.4759	0.00025455	0.99975	0.0005091	0.021653	False
METTL15_+_28129954.23-P2	METTL15__P2	1615.3	21.727/90.319	1615.3	56.023	-4.825	2352.5	3.0174e+10	3.475	0.00025542	0.99974	0.00051084	0.021653	False
CDC26__P1P2__secondary__FWD__44	CDC26__P1P2	2270.3	96.353/36.865	2270.3	66.609	-5.0702	1769.4	4.2411e+10	3.4746	0.0002558	0.99974	0.0005116	0.021653	False
UBA3_+_69129471.23-P1P2	UBA3__P1P2	2861.2	76.516/73.73	2861.2	75.123	-5.2326	3.8801	5.3448e+10	3.4737	0.00025671	0.99974	0.00051342	0.021653	False
non-targeting_00322	negative_control__na	1928.5	89.741/34.1	1928.5	61.92	-4.9385	1547.9	3.6025e+10	3.4721	0.00025819	0.99974	0.00051638	0.021653	False
WDR86_+_151107031.23-P1P2	WDR86__P1P2	1670.3	89.741/25.805	1670.3	57.773	-4.8297	2043.8	3.1203e+10	3.4713	0.00025899	0.99974	0.00051798	0.021653	False
H2AFZ_+_100871399.23-P1P2	H2AFZ__P1P2	1960.6	36.841/88.476	1960.6	62.658	-4.9455	1333.1	3.6625e+10	3.4712	0.0002591	0.99974	0.00051821	0.021653	False
BUB1__P1P2__primarysecondary__RVS__9	BUB1__P1P2	2473.4	64.235/77.416	2473.4	70.826	-5.1064	86.87	4.6204e+10	3.4697	0.00026049	0.99974	0.00052098	0.021653	False
PPM1G_-_27632417.23-P1	PPM1G__P1	2203.8	41.564/93.084	2203.8	67.324	-5.0121	1327.2	4.1168e+10	3.4677	0.00026246	0.99974	0.00052491	0.021653	False
NPM1__P1P2__secondary__FWD__30	NPM1__P1P2	3190.4	95.408/67.279	3190.4	81.343	-5.2764	395.64	5.9599e+10	3.4671	0.00026309	0.99974	0.00052618	0.021653	False
WDR89__P1P2__primary__RVS__74	WDR89__P1P2	2767.1	40.619/112.44	2767.1	76.529	-5.158	2579	5.1691e+10	3.4641	0.00026597	0.99973	0.00053194	0.021653	False
PLEKHA5_-_19282857.23-P1P2	PLEKHA5__P1P2	2366.7	85.017/58.062	2366.7	71.54	-5.0286	363.29	4.4211e+10	3.461	0.00026904	0.99973	0.00053807	0.021653	False
GPR89B__147400326__RVS__283	GPR89B__147400326	2527.3	35.896/112.44	2527.3	74.167	-5.0719	2929.3	4.7212e+10	3.4603	0.00026983	0.99973	0.00053966	0.021653	False
BUB1_+_111435409.23-P1P2	BUB1__P1P2	2821	58.567/98.614	2821	78.591	-5.148	801.85	5.2698e+10	3.4596	0.00027049	0.99973	0.00054097	0.021653	False
CFDP1_-_75467341.23-P1	CFDP1__P1	3008	90.685/71.887	3008	81.286	-5.1925	176.69	5.6191e+10	3.4593	0.00027084	0.99973	0.00054168	0.021653	False
EMC1_+_19577987.23-P1P2	EMC1__P1P2	2153.3	67.069/72.808	2153.3	69.939	-4.9245	16.468	4.0225e+10	3.4543	0.00027585	0.99972	0.00055171	0.021653	False
PMVK_+_154909206.23-P1P2	PMVK__P1P2	2426.4	85.017/65.435	2426.4	75.226	-4.993	191.73	4.5326e+10	3.4509	0.00027937	0.99972	0.00055874	0.021653	False
PGPEP1_-_18451728.23-P1P2	PGPEP1__P1P2	1603.8	56.678/65.435	1603.8	61.057	-4.6927	38.343	2.996e+10	3.4509	0.00027937	0.99972	0.00055875	0.021653	False
CENPF_-_214776686.23-P1P2	CENPF__P1P2	3029.8	110.52/58.062	3029.8	84.292	-5.1511	1376	5.6598e+10	3.4504	0.00027983	0.99972	0.00055967	0.021653	False
EXOSC1_-_99205715.23-P1P2	EXOSC1__P1P2	3044.7	100.13/69.122	3044.7	84.627	-5.1526	480.8	5.6877e+10	3.45	0.00028025	0.99972	0.0005605	0.021653	False
PPM1G_-_27632410.23-P1	PPM1G__P1	2071.9	81.239/58.984	2071.9	70.111	-4.8654	247.64	3.8704e+10	3.4484	0.00028196	0.99972	0.00056393	0.021653	False
UBE2C__P1P2__secondary__RVS__72	UBE2C__P1P2	2265.8	85.962/60.827	2265.8	73.395	-4.9293	315.88	4.2325e+10	3.4482	0.00028215	0.99972	0.0005643	0.021653	False
HSPA4_+_132388103.23-P1P2	HSPA4__P1P2	2514.7	84.073/70.965	2514.7	77.519	-5.0018	85.906	4.6976e+10	3.4477	0.00028273	0.99972	0.00056547	0.021653	False
CHEK2__P1P2__secondary__RVS__58	CHEK2__P1P2	2738.4	74.626/87.554	2738.4	81.09	-5.0605	83.565	5.1155e+10	3.4471	0.00028331	0.99972	0.00056662	0.021653	False
C1D__P1P2__primary__RVS__51	C1D__P1P2	3013.7	67.069/103.22	3013.7	85.146	-5.1291	653.51	5.6298e+10	3.447	0.00028343	0.99972	0.00056685	0.021653	False
RAD9A__P1P2__primarysecondary__RVS__66	RAD9A__P1P2	2542.2	35.896/120.73	2542.2	78.314	-5.0029	3598.6	4.749e+10	3.4464	0.00028407	0.99972	0.00056814	0.021653	False
CENPF__P1P2__secondary__FWD__25	CENPF__P1P2	2483.7	121.86/33.178	2483.7	77.518	-4.9839	3932	4.6397e+10	3.446	0.00028451	0.99972	0.00056901	0.021653	False
UBE2C_+_44441326.23-P1P2	UBE2C__P1P2	1827.5	85.962/47.003	1827.5	66.482	-4.76	758.91	3.4139e+10	3.4457	0.00028483	0.99972	0.00056966	0.021653	False
METTL15__P2__primarysecondary__RVS__88	METTL15__P2	2435.5	106.74/47.924	2435.5	77.334	-4.959	1729.9	4.5497e+10	3.4439	0.00028665	0.99971	0.0005733	0.021653	False
EMC1_-_19577627.23-P1P2	EMC1__P1P2	2044.3	67.069/74.651	2044.3	70.86	-4.831	28.745	3.8189e+10	3.4437	0.00028691	0.99971	0.00057381	0.021653	False
non-targeting_00692	negative_control__na	1942.2	58.567/80.181	1942.2	69.374	-4.7873	233.58	3.6282e+10	3.4424	0.00028824	0.99971	0.00057648	0.021653	False
C7orf26__P1P2__primary__FWD__71	C7orf26__P1P2	2419.5	73.682/82.024	2419.5	77.853	-4.94	34.801	4.5197e+10	3.4412	0.00028954	0.99971	0.00057908	0.021653	False
ZWILCH_-_66797706.23-P1P2	ZWILCH__P1P2	1494.8	28.339/94.006	1494.8	61.172	-4.5885	2156	2.7924e+10	3.4408	0.00029	0.99971	0.00058	0.021653	False
EXOC5_+_57735449.23-P1P2	EXOC5__P1P2	2304.8	101.08/52.533	2304.8	76.804	-4.8892	1178.2	4.3054e+10	3.4383	0.00029273	0.99971	0.00058545	0.021653	False
RPS14__P1P2__secondary__FWD__39	RPS14__P1P2	469.21	46.287/23.041	469.21	34.664	-3.7208	270.2	8.7651e+09	3.4369	0.00029424	0.99971	0.00058848	0.021653	False
CHEK1__P1P2__primary__FWD__56	CHEK1__P1P2	2657	43.453/122.58	2657	83.015	-4.9835	3130.2	4.9633e+10	3.4366	0.00029449	0.99971	0.00058897	0.021653	False
IPO7__P1P2__primary__RVS__34	IPO7__P1P2	2553.7	112.41/50.689	2553.7	81.551	-4.9517	1904.8	4.7705e+10	3.436	0.00029514	0.9997	0.00059028	0.021653	False
XPC_+_14219672.23-P1	XPC__P1	1351.4	101.08/17.511	1351.4	59.293	-4.4874	3491.6	2.5245e+10	3.4355	0.00029574	0.9997	0.00059147	0.021653	False
IPO7__P1P2__primary__RVS__67	IPO7__P1P2	1663.5	73.682/58.062	1663.5	65.872	-4.6375	121.98	3.1074e+10	3.4353	0.00029591	0.9997	0.00059182	0.021653	False
ORC5_-_103848430.23-P1P2	ORC5__P1P2	2871.5	130.36/43.316	2871.5	86.838	-5.0313	3788.3	5.3641e+10	3.4351	0.00029621	0.9997	0.00059241	0.021653	False
UBA3__P1P2__primarysecondary__FWD__68	UBA3__P1P2	2746.4	26.45/143.77	2746.4	85.112	-4.9957	6882.4	5.1305e+10	3.4344	0.00029692	0.9997	0.00059384	0.021653	False
RAD9A_-_67159481.23-P1P2	RAD9A__P1P2	2685.6	114.3/54.376	2685.6	84.338	-4.9765	1795.5	5.0169e+10	3.4338	0.00029757	0.9997	0.00059513	0.021653	False
HEATR3_-_50100139.23-P1P2	HEATR3__P1P2	2069.6	77.46/71.887	2069.6	74.673	-4.7741	15.532	3.8661e+10	3.4312	0.00030048	0.9997	0.00060096	0.021653	False
MDM2__P1P2__primary__RVS__72	MDM2__P1P2	814.52	34.007/59.906	814.52	46.956	-4.0879	335.37	1.5216e+10	3.4297	0.00030213	0.9997	0.00060426	0.021653	False
RPS13__P1P2__primarysecondary__FWD__76	RPS13__P1P2	422.18	55.734/11.981	422.18	33.857	-3.6017	957.14	7.8865e+09	3.4289	0.00030304	0.9997	0.00060608	0.021653	False
DDX10_+_108536212.23-P1P2	DDX10__P1P2	1832.1	122.8/19.354	1832.1	71.078	-4.6686	5350.8	3.4225e+10	3.4279	0.00030414	0.9997	0.00060827	0.021653	False
PPP2CA_+_133561724.23-P1P2	PPP2CA__P1P2	1927.3	129.42/16.589	1927.3	73.002	-4.7036	6364.9	3.6003e+10	3.4276	0.00030449	0.9997	0.00060899	0.021653	False
non-targeting_00617	negative_control__na	2936.9	123.75/57.141	2936.9	90.444	-5.0057	2218.2	5.4862e+10	3.4271	0.00030502	0.99969	0.00061004	0.021653	False
C11orf58__P1P2__primarysecondary__FWD__50	C11orf58__P1P2	1265.4	79.349/39.63	1265.4	59.49	-4.3879	788.83	2.3638e+10	3.4256	0.0003067	0.99969	0.00061341	0.021653	False
ZZZ3_-_78149063.23-P1P2	ZZZ3__P1P2	1972.1	68.958/80.181	1972.1	74.57	-4.7065	62.975	3.6839e+10	3.425	0.00030745	0.99969	0.00061491	0.021653	False
CCDC12__P1__primarysecondary__FWD__76	CCDC12__P1	1914.7	70.848/76.495	1914.7	73.671	-4.6812	15.944	3.5768e+10	3.4242	0.0003083	0.99969	0.00061661	0.021653	False
CENPF_-_214776554.23-P1P2	CENPF__P1P2	2487.2	49.121/120.73	2487.2	84.927	-4.8558	2564.1	4.6462e+10	3.4214	0.00031148	0.99969	0.00062296	0.021653	False
CENPL__P1P2__secondary__FWD__48	CENPL__P1P2	1857.3	98.242/48.846	1857.3	73.544	-4.6398	1220	3.4696e+10	3.4205	0.00031253	0.99969	0.00062505	0.021653	False
CTXN1_-_7990941.23-P1P2	CTXN1__P1P2	2145.3	112.41/46.081	2145.3	79.246	-4.7413	2199.9	4.0075e+10	3.42	0.00031316	0.99969	0.00062631	0.021653	False
ZWILCH_-_66798032.23-P1P2	ZWILCH__P1P2	2348.4	118.08/48.846	2348.4	83.463	-4.7978	2396.6	4.3868e+10	3.4183	0.00031511	0.99968	0.00063022	0.021653	False
GOLGA7B_-_99609645.23-P1P2	GOLGA7B__P1P2	1977.8	136.03/17.511	1977.8	76.769	-4.6693	7023.1	3.6946e+10	3.4174	0.00031606	0.99968	0.00063212	0.021653	False
DUSP12_-_161719619.23-P1P2	DUSP12__P1P2	2652.4	133.19/45.16	2652.4	89.177	-4.8789	3875	4.9548e+10	3.417	0.00031662	0.99968	0.00063324	0.021653	False
